[242523906, 87860037]
[242523906, 87860037, 57807998]
[206045465, 105700008, 138129332]
[242523906, 87860037, 237488463]
[206045465, 4828180, 36848995]
[242523906, 87860037, 197227563]
[206045465, 25297134, 22190755]
[25203414, 174344902, 83378929]
[93013133, 2876449, 7351311]
[206045465, 237134557, 242056157]
[206045465, 25751687, 222912244]
[242523906, 87860037, 245462254]
[206045465, 25297134, 126992624]
[206045465, 25297134, 113073606]
[242523906, 87860037, 109585905]
[206045465, 4828180, 238476841]
[206045465, 237134557, 37725216]
[206045465, 195702604, 22342000]
[242523906, 87860037, 161868192]
[242523906, 87860037, 148924785]
[206045465, 237134557, 72213860]
[206045465, 25297134, 92467953]
[206045465, 25751687, 28458991]
[206045465, 25297134, 247748740]
[206045465, 25751687, 169914436]
[206045465, 4828180, 5497378]
[93013133, 79078986, 22752]
[93013133, 2876449, 232812507]
[93013133, 2876449, 53068117]
[93013133, 79078986, 184727409]
[206045465, 25751687, 43962596]
[93013133, 79078986, 97885735]
[206045465, 25751687, 148027276]
[206045465, 195702604, 19987729]
[206045465, 25297134, 189860964]
[242523906, 87860037, 206195195]
[206045465, 25297134, 231986220]
[206045465, 237134557, 4812556]
[206045465, 195702604, 61277792]
[206045465, 4828180, 166243107]
[206045465, 25751687, 141745707]
[93013133, 79078986, 87502874]
[206045465, 4828180, 13133615]
[242523906, 87860037, 189265843]
[93013133, 79078986, 133225983]
[206045465, 237134557, 136778483]
[206045465, 105700008, 46202205]
[93013133, 2876449, 81776927]
[206045465, 237134557, 226984644]
[206045465, 237134557, 90745370]
[206045465, 25751687, 197190508]
[25203414, 174344902, 137353670]
[206045465, 25751687, 94607360]
[206045465, 237134557, 207055402]
[206045465, 25751687, 30380907]
[242523906, 87860037, 160128002]
[206045465, 25751687, 180809047]
[93013133, 79078986, 240965958]
[206045465, 105700008, 137833916]
[93013133, 79078986, 143595699]
[93013133, 79078986, 154135910]
[206045465, 105700008, 159563816]
[93013133, 2876449, 124056042]
[206045465, 237134557, 158170482]
[206045465, 25751687, 100611398]
[93013133, 79078986, 171276832]
[206045465, 4828180, 171213558]
[206045465, 105700008, 68942269]
[206045465, 25297134, 86157511]
[206045465, 25297134, 139356363]
[93013133, 2876449, 102733948]
[206045465, 4828180, 26464366]
[242523906, 87860037, 218832345]
[206045465, 195702604, 239109156]
[206045465, 4828180, 205604192]
[206045465, 25297134, 139921608]
[93013133, 79078986, 75694165]
[206045465, 105700008, 58753235]
[206045465, 105700008, 1868286]
[206045465, 25751687, 187190033]
[206045465, 195702604, 131372688]
[93013133, 79078986, 166349284]
[206045465, 195702604, 301239]
[25203414, 174344902, 60440458]
[242523906, 87860037, 126332044]
[242523906, 87860037, 147592983]
[25203414, 174344902, 240838770]
[93013133, 2876449, 80357386]
[206045465, 25297134, 213157055]
[206045465, 4828180, 72750678]
[206045465, 105700008, 100834567]
[206045465, 4828180, 153540985]
[242523906, 87860037, 122720856]
[93013133, 2876449, 68977227]
[206045465, 105700008, 189407039]
[93013133, 2876449, 203386531]
[206045465, 195702604, 188113876]
[93013133, 2876449, 130933790]
[206045465, 105700008, 147767691]
[93013133, 2876449, 170707366]
[93013133, 79078986, 201305388]
[93013133, 2876449, 38746424]
[25203414, 174344902, 153745536]
[93013133, 79078986, 5795872]
[25203414, 174344902, 209226187]
[206045465, 195702604, 198086256]
[242523906, 87860037, 156849001]
[206045465, 4828180, 650299]
[206045465, 25751687, 234349629]
[206045465, 105700008, 51052882]
[242523906, 87860037, 244681681]
[206045465, 195702604, 8819942]
[25203414, 174344902, 93775947]
[93013133, 2876449, 182543534]
[206045465, 105700008, 5689352]
[93013133, 2876449, 50969632]
[25203414, 174344902, 167236753]
[242523906, 87860037, 218186231]
[206045465, 237134557, 198207804]
[242523906, 87860037, 130020028]
[206045465, 237134557, 204929257]
[206045465, 237134557, 131876088]
[206045465, 195702604, 173100156]
[93013133, 79078986, 199522342]
[25203414, 174344902, 124050019]
[206045465, 4828180, 132794318]
[206045465, 25751687, 13681166]
[206045465, 195702604, 117573576]
[93013133, 79078986, 5839644]
[25203414, 174344902, 187395113]
[25203414, 174344902, 157551018]
[206045465, 4828180, 39529494]
[206045465, 237134557, 180417157]
[206045465, 105700008, 8115959]
[206045465, 237134557, 82132952]
[206045465, 4828180, 43222878]
[25203414, 174344902, 73691488]
[206045465, 25297134, 72127892]
[93013133, 2876449, 38599796]
[206045465, 25297134, 22181989]
[206045465, 25297134, 141356948]
[206045465, 105700008, 104025285]
[206045465, 4828180, 107274180]
[93013133, 2876449, 224556887]
[93013133, 79078986, 21576470]
[93013133, 79078986, 241858677]
[242523906, 87860037, 27573235]
[242523906, 87860037, 46390927]
[206045465, 4828180, 103673150]
[93013133, 2876449, 244757287]
[93013133, 2876449, 65620903]
[25203414, 174344902, 83158298]
[206045465, 237134557, 159349656]
[206045465, 105700008, 5159422]
[25203414, 174344902, 68580148]
[206045465, 195702604, 6581296]
[93013133, 79078986, 89144487]
[206045465, 195702604, 132491939]
[206045465, 4828180, 44408179]
[206045465, 105700008, 217154557]
[242523906, 87860037, 40007224]
[206045465, 237134557, 136530444]
[25203414, 174344902, 114903313]
[206045465, 195702604, 147464145]
[206045465, 237134557, 100270029]
[206045465, 25297134, 5283997]
[206045465, 4828180, 2100188]
[206045465, 25297134, 206757987]
[206045465, 25297134, 79943969]
[25203414, 174344902, 11191825]
[206045465, 25751687, 178143068]
[206045465, 195702604, 1862246]
[206045465, 237134557, 37393811]
[25203414, 174344902, 125263494]
[25203414, 174344902, 159475926]
[93013133, 2876449, 145034017]
[206045465, 25297134, 120454066]
[206045465, 105700008, 180548885]
[93013133, 2876449, 218838278]
[206045465, 4828180, 22075061]
[242523906, 87860037, 234213852]
[93013133, 79078986, 72198686]
[206045465, 25297134, 145058150]
[206045465, 237134557, 169211140]
[206045465, 105700008, 202489892]
[93013133, 79078986, 98962624]
[242523906, 87860037, 27131441]
[93013133, 2876449, 55793804]
[25203414, 174344902, 244387073]
[206045465, 25297134, 241819264]
[206045465, 195702604, 72428779]
[206045465, 105700008, 46069593]
[206045465, 4828180, 20256079]
[206045465, 25297134, 142533918]
[242523906, 87860037, 31251256]
[25203414, 174344902, 186715920]
[206045465, 195702604, 245072329]
[206045465, 105700008, 156528178]
[206045465, 25751687, 166478880]
[206045465, 237134557, 181917878]
[206045465, 105700008, 133087513]
[206045465, 25297134, 171720266]
[206045465, 25297134, 110444611]
[206045465, 105700008, 153180612]
[206045465, 25751687, 33444123]
[93013133, 79078986, 168572451]
[93013133, 79078986, 101909556]
[206045465, 25297134, 47122170]
[206045465, 25751687, 2732202]
[206045465, 4828180, 19795123]
[206045465, 25297134, 23944218]
[206045465, 237134557, 30713620]
[93013133, 2876449, 150888804]
[206045465, 25297134, 227683721]
[93013133, 79078986, 120959070]
[206045465, 4828180, 194770295]
[206045465, 195702604, 93138750]
[206045465, 195702604, 156506207]
[93013133, 79078986, 179231067]
[93013133, 2876449, 77964456]
[206045465, 237134557, 141562388]
[206045465, 4828180, 231026813]
[206045465, 195702604, 114935]
[206045465, 237134557, 76858983]
[206045465, 4828180, 148347429]
[206045465, 195702604, 213291461]
[206045465, 4828180, 240400914]
[206045465, 237134557, 34482448]
[93013133, 2876449, 62502928]
[206045465, 237134557, 157446313]
[93013133, 2876449, 220145869]
[206045465, 25751687, 95821587]
[93013133, 79078986, 14011700]
[93013133, 2876449, 26804006]
[206045465, 105700008, 80988268]
[206045465, 25751687, 114519433]
[206045465, 195702604, 66340247]
[206045465, 105700008, 156466648]
[206045465, 195702604, 108547726]
[206045465, 105700008, 59070104]
[93013133, 79078986, 107381337]
[25203414, 174344902, 132755827]
[206045465, 105700008, 29684406]
[206045465, 105700008, 176450322]
[206045465, 25751687, 192413099]
[206045465, 25751687, 103941874]
[206045465, 195702604, 233570633]
[206045465, 195702604, 116167928]
[93013133, 79078986, 238093364]
[93013133, 79078986, 222962293]
[206045465, 25751687, 49515521]
[25203414, 174344902, 205713924]
[25203414, 174344902, 173615963]
[93013133, 79078986, 172684310]
[242523906, 87860037, 159127035]
[206045465, 237134557, 17752703]
[206045465, 4828180, 72940086]
[206045465, 25297134, 132245536]
[206045465, 25297134, 170745940]
[25203414, 174344902, 18157211]
[206045465, 4828180, 150692508]
[93013133, 2876449, 34798273]
[206045465, 237134557, 7613912]
[206045465, 25297134, 225169693]
[206045465, 25297134, 82660814]
[25203414, 174344902, 208645155]
[206045465, 4828180, 148911150]
[206045465, 105700008, 35583472]
[206045465, 105700008, 46244666]
[242523906, 87860037, 150349741]
[206045465, 4828180, 208650217]
[206045465, 4828180, 81197900]
[206045465, 25751687, 27696040]
[206045465, 237134557, 130984150]
[206045465, 105700008, 93115492]
[93013133, 2876449, 120870361]
[206045465, 4828180, 73116001]
[25203414, 174344902, 167954571]
[93013133, 2876449, 152787769]
[93013133, 79078986, 13741260]
[206045465, 105700008, 91053756]
[206045465, 237134557, 65042446]
[206045465, 4828180, 71751507]
[206045465, 4828180, 134360737]
[93013133, 79078986, 118852295]
[242523906, 87860037, 132727995]
[206045465, 237134557, 106340574]
[242523906, 87860037, 60688074]
[206045465, 25751687, 124460123]
[206045465, 4828180, 202172273]
[206045465, 237134557, 98570532]
[206045465, 195702604, 16288456]
[25203414, 174344902, 6192616]
[242523906, 87860037, 186837351]
[206045465, 237134557, 110658388]
[206045465, 25751687, 169467150]
[206045465, 237134557, 46501062]
[93013133, 2876449, 207096188]
[25203414, 174344902, 212327664]
[93013133, 79078986, 118208751]
[25203414, 174344902, 191709028]
[93013133, 2876449, 100309000]
[206045465, 237134557, 185219684]
[206045465, 25297134, 26979353]
[93013133, 2876449, 7791069]
[206045465, 105700008, 180672128]
[25203414, 174344902, 16599593]
[206045465, 25297134, 126818931]
[93013133, 2876449, 215112391]
[206045465, 105700008, 10474655]
[242523906, 87860037, 29727299]
[242523906, 87860037, 198037474]
[242523906, 87860037, 68549332]
[206045465, 105700008, 19752482]
[93013133, 79078986, 51189411]
[206045465, 105700008, 197171987]
[93013133, 2876449, 77819404]
[25203414, 174344902, 230951418]
[206045465, 105700008, 96119640]
[93013133, 79078986, 31939892]
[206045465, 105700008, 237276765]
[93013133, 79078986, 23716325]
[93013133, 2876449, 198477921]
[25203414, 174344902, 55642397]
[242523906, 87860037, 70349856]
[206045465, 25751687, 171935260]
[25203414, 174344902, 206255530]
[206045465, 195702604, 11945352]
[25203414, 174344902, 1249511]
[242523906, 87860037, 151330118]
[25203414, 174344902, 196993696]
[206045465, 25751687, 234503744]
[93013133, 2876449, 5739913]
[93013133, 79078986, 58429799]
[206045465, 25297134, 63744691]
[93013133, 2876449, 72848728]
[206045465, 25751687, 132522764]
[206045465, 195702604, 156306307]
[242523906, 87860037, 10194220]
[206045465, 195702604, 179415685]
[242523906, 87860037, 209795810]
[206045465, 25751687, 193086970]
[206045465, 237134557, 100327706]
[93013133, 2876449, 122679033]
[206045465, 25751687, 104608298]
[206045465, 105700008, 165087547]
[206045465, 25297134, 132576366]
[206045465, 4828180, 200159251]
[206045465, 4828180, 141825494]
[206045465, 105700008, 3456466]
[93013133, 79078986, 7226244]
[93013133, 2876449, 137137705]
[206045465, 4828180, 70258832]
[25203414, 174344902, 185604591]
[206045465, 105700008, 91048880]
[25203414, 174344902, 162823173]
[206045465, 4828180, 196623291]
[93013133, 2876449, 39069848]
[206045465, 25297134, 88940545]
[206045465, 4828180, 131059137]
[206045465, 4828180, 37364108]
[206045465, 25751687, 155322412]
[206045465, 25751687, 145229951]
[206045465, 4828180, 248052898]
[206045465, 195702604, 242388043]
[242523906, 87860037, 179635124]
[206045465, 4828180, 19670883]
[206045465, 105700008, 193713678]
[93013133, 2876449, 84885505]
[25203414, 174344902, 241960076]
[242523906, 87860037, 241138409]
[206045465, 105700008, 97126611]
[93013133, 2876449, 101744866]
[206045465, 25751687, 60097556]
[206045465, 25297134, 214030499]
[206045465, 25297134, 165968826]
[206045465, 25751687, 217137114]
[206045465, 105700008, 215272092]
[93013133, 79078986, 84359491]
[206045465, 4828180, 86500374]
[206045465, 25297134, 88221139]
[93013133, 79078986, 211395762]
[206045465, 237134557, 26921168]
[242523906, 87860037, 181239446]
[206045465, 25751687, 124496518]
[242523906, 87860037, 185045535]
[25203414, 174344902, 225436319]
[25203414, 174344902, 196302894]
[206045465, 195702604, 85339476]
[206045465, 4828180, 235556579]
[206045465, 25751687, 117158476]
[206045465, 195702604, 86387295]
[206045465, 25751687, 120250086]
[93013133, 2876449, 132798085]
[93013133, 2876449, 39286266]
[93013133, 79078986, 19110353]
[206045465, 237134557, 173365221]
[206045465, 25297134, 139982122]
[206045465, 237134557, 163879641]
[206045465, 25751687, 219360979]
[206045465, 237134557, 179989229]
[206045465, 25297134, 131487932]
[206045465, 25751687, 104897273]
[206045465, 25751687, 56792176]
[206045465, 237134557, 153098041]
[206045465, 25751687, 171736603]
[206045465, 105700008, 16648720]
[206045465, 105700008, 47632744]
[206045465, 25751687, 242914833]
[206045465, 237134557, 220638133]
[206045465, 4828180, 18029225]
[206045465, 195702604, 93008802]
[93013133, 79078986, 130177842]
[206045465, 237134557, 116214114]
[206045465, 237134557, 29486884]
[93013133, 2876449, 90928592]
[206045465, 4828180, 101693098]
[206045465, 237134557, 102916732]
[25203414, 174344902, 161461701]
[206045465, 195702604, 174795151]
[206045465, 237134557, 144909321]
[206045465, 4828180, 215490291]
[206045465, 105700008, 75381226]
[206045465, 4828180, 156622271]
[206045465, 237134557, 244981474]
[25203414, 174344902, 196292558]
[242523906, 87860037, 142308330]
[206045465, 195702604, 194814969]
[93013133, 2876449, 146900577]
[242523906, 87860037, 197516556]
[206045465, 195702604, 210361399]
[25203414, 174344902, 195301179]
[206045465, 237134557, 41172493]
[242523906, 87860037, 181514616]
[242523906, 87860037, 125796143]
[93013133, 79078986, 40323199]
[93013133, 79078986, 27051576]
[93013133, 2876449, 141855051]
[206045465, 4828180, 67748091]
[242523906, 87860037, 3825655]
[206045465, 237134557, 107319316]
[206045465, 4828180, 94906184]
[93013133, 79078986, 86875370]
[25203414, 174344902, 3752243]
[206045465, 237134557, 38942589]
[206045465, 25297134, 69691877]
[242523906, 87860037, 123192091]
[206045465, 25297134, 166633497]
[93013133, 2876449, 245417588]
[206045465, 195702604, 185867034]
[93013133, 79078986, 42084581]
[93013133, 2876449, 66786041]
[93013133, 79078986, 28812403]
[206045465, 195702604, 230999495]
[242523906, 87860037, 60572012]
[206045465, 25297134, 248318972]
[206045465, 105700008, 132084730]
[206045465, 25751687, 246340074]
[206045465, 237134557, 3721919]
[93013133, 2876449, 54951166]
[93013133, 2876449, 237051959]
[206045465, 195702604, 109218798]
[93013133, 2876449, 18700215]
[206045465, 25751687, 182307434]
[206045465, 237134557, 135874635]
[242523906, 87860037, 190089523]
[93013133, 2876449, 46534629]
[93013133, 2876449, 175263097]
[25203414, 174344902, 26673149]
[206045465, 25297134, 225692762]
[206045465, 195702604, 215669663]
[93013133, 79078986, 43779262]
[206045465, 105700008, 122064879]
[93013133, 79078986, 224624328]
[242523906, 87860037, 209265371]
[25203414, 174344902, 184045898]
[93013133, 79078986, 19227827]
[206045465, 25751687, 144528897]
[206045465, 105700008, 107970237]
[206045465, 195702604, 85685053]
[206045465, 25297134, 39009506]
[93013133, 2876449, 4468429]
[206045465, 25751687, 76623797]
[25203414, 174344902, 5335400]
[242523906, 87860037, 72716742]
[206045465, 195702604, 112996444]
[206045465, 105700008, 232031121]
[206045465, 195702604, 131830926]
[206045465, 105700008, 15356843]
[206045465, 25751687, 28461119]
[93013133, 2876449, 231159578]
[25203414, 174344902, 143533241]
[206045465, 25751687, 201501884]
[206045465, 25297134, 75629231]
[206045465, 237134557, 228244177]
[25203414, 174344902, 240873431]
[93013133, 2876449, 191187213]
[242523906, 87860037, 171467499]
[93013133, 2876449, 69275445]
[206045465, 105700008, 120730770]
[25203414, 174344902, 205461741]
[206045465, 195702604, 48248733]
[206045465, 195702604, 102200905]
[25203414, 174344902, 158000115]
[206045465, 25751687, 236631943]
[242523906, 87860037, 79537629]
[206045465, 105700008, 82045]
[206045465, 195702604, 198414280]
[206045465, 105700008, 239826016]
[93013133, 2876449, 122196561]
[206045465, 105700008, 123016553]
[93013133, 79078986, 145934542]
[206045465, 105700008, 129238499]
[206045465, 25297134, 57154294]
[206045465, 237134557, 134306433]
[206045465, 25297134, 211093673]
[93013133, 79078986, 65029998]
[242523906, 87860037, 66958158]
[206045465, 195702604, 74864150]
[93013133, 2876449, 168170972]
[206045465, 105700008, 27822761]
[206045465, 4828180, 248425908]
[25203414, 174344902, 30382736]
[25203414, 174344902, 101437878]
[206045465, 237134557, 33009104]
[242523906, 87860037, 63386336]
[206045465, 237134557, 40481908]
[206045465, 195702604, 100558496]
[25203414, 174344902, 180137005]
[206045465, 25751687, 103543999]
[206045465, 105700008, 4383324]
[25203414, 174344902, 186888355]
[242523906, 87860037, 240717943]
[93013133, 2876449, 140815735]
[206045465, 4828180, 224202981]
[206045465, 237134557, 132767439]
[206045465, 4828180, 120113379]
[206045465, 195702604, 85997847]
[93013133, 2876449, 32182271]
[206045465, 195702604, 240063042]
[93013133, 79078986, 184024606]
[242523906, 87860037, 218481245]
[206045465, 4828180, 42773120]
[206045465, 105700008, 6805435]
[206045465, 4828180, 208942613]
[93013133, 79078986, 30857426]
[206045465, 25297134, 232539089]
[206045465, 25297134, 101037435]
[206045465, 195702604, 193089201]
[206045465, 237134557, 74879908]
[25203414, 174344902, 210985477]
[93013133, 2876449, 85323308]
[206045465, 4828180, 201278985]
[206045465, 237134557, 115697861]
[25203414, 174344902, 65308865]
[25203414, 174344902, 133173563]
[206045465, 4828180, 76963398]
[206045465, 25297134, 155388174]
[242523906, 87860037, 20028520]
[206045465, 237134557, 167915311]
[206045465, 4828180, 159611677]
[206045465, 25297134, 223304107]
[242523906, 87860037, 201551859]
[206045465, 25297134, 227216014]
[206045465, 237134557, 243598132]
[93013133, 79078986, 157519093]
[206045465, 4828180, 132020669]
[93013133, 79078986, 127366606]
[206045465, 237134557, 139141900]
[206045465, 195702604, 27232450]
[93013133, 79078986, 192502428]
[93013133, 2876449, 40089405]
[206045465, 237134557, 34961192]
[242523906, 87860037, 112386178]
[93013133, 2876449, 245881784]
[242523906, 87860037, 140505042]
[25203414, 174344902, 32296944]
[206045465, 25297134, 237749477]
[242523906, 87860037, 212934131]
[206045465, 195702604, 67333657]
[206045465, 25751687, 12551570]
[242523906, 87860037, 105502913]
[206045465, 105700008, 63599999]
[93013133, 79078986, 4684589]
[206045465, 237134557, 158684635]
[93013133, 79078986, 222177469]
[206045465, 4828180, 22809742]
[206045465, 105700008, 204280165]
[206045465, 195702604, 196705559]
[206045465, 25751687, 50321364]
[206045465, 195702604, 138912075]
[242523906, 87860037, 60368917]
[93013133, 79078986, 95665761]
[206045465, 25297134, 197005351]
[93013133, 79078986, 177589857]
[206045465, 4828180, 17143987]
[93013133, 2876449, 108814621]
[93013133, 79078986, 76102623]
[206045465, 25297134, 104457862]
[206045465, 195702604, 65555920]
[242523906, 87860037, 8716126]
[206045465, 25297134, 100694091]
[206045465, 237134557, 56001063]
[206045465, 237134557, 61828743]
[93013133, 2876449, 60000191]
[206045465, 105700008, 111054159]
[206045465, 105700008, 110430578]
[242523906, 87860037, 64094565]
[206045465, 105700008, 217179405]
[206045465, 195702604, 156728886]
[206045465, 25297134, 121284607]
[206045465, 25751687, 63513155]
[93013133, 2876449, 228376295]
[242523906, 87860037, 38496171]
[206045465, 195702604, 60956210]
[242523906, 87860037, 212679468]
[206045465, 4828180, 40211845]
[93013133, 79078986, 140427312]
[206045465, 237134557, 197365174]
[206045465, 4828180, 193864800]
[206045465, 195702604, 29912856]
[206045465, 237134557, 67227419]
[206045465, 25297134, 184962479]
[25203414, 174344902, 241910045]
[25203414, 174344902, 188103058]
[206045465, 237134557, 58149212]
[206045465, 4828180, 169596099]
[206045465, 4828180, 55095626]
[206045465, 25297134, 21340770]
[206045465, 105700008, 127165519]
[206045465, 105700008, 111823089]
[206045465, 105700008, 69280678]
[206045465, 237134557, 22642588]
[206045465, 237134557, 20121955]
[25203414, 174344902, 187532695]
[206045465, 105700008, 96077371]
[206045465, 25297134, 45230824]
[206045465, 25751687, 192492888]
[242523906, 87860037, 155382549]
[242523906, 87860037, 67731888]
[93013133, 79078986, 116009582]
[242523906, 87860037, 81398652]
[206045465, 105700008, 23407725]
[206045465, 25751687, 246058822]
[206045465, 25751687, 209804978]
[206045465, 25297134, 171974721]
[206045465, 25297134, 3042927]
[206045465, 237134557, 191084397]
[25203414, 174344902, 123576073]
[206045465, 25751687, 100075574]
[25203414, 174344902, 201424921]
[242523906, 87860037, 104221395]
[206045465, 105700008, 196305426]
[206045465, 25751687, 118532901]
[206045465, 237134557, 85001834]
[25203414, 174344902, 65263200]
[93013133, 2876449, 3931350]
[25203414, 174344902, 106312768]
[206045465, 4828180, 20819843]
[206045465, 195702604, 153473012]
[206045465, 237134557, 194048442]
[206045465, 195702604, 84660121]
[93013133, 79078986, 92261822]
[206045465, 25297134, 108909225]
[206045465, 105700008, 244218966]
[93013133, 2876449, 146412772]
[93013133, 2876449, 104436805]
[242523906, 87860037, 222858147]
[242523906, 87860037, 107277930]
[242523906, 87860037, 192307988]
[206045465, 105700008, 227194647]
[25203414, 174344902, 96433386]
[206045465, 195702604, 16249804]
[206045465, 4828180, 149097240]
[25203414, 174344902, 247249596]
[25203414, 174344902, 38660850]
[206045465, 195702604, 135089910]
[242523906, 87860037, 210017565]
[206045465, 25751687, 209599850]
[206045465, 25297134, 106748159]
[25203414, 174344902, 33927940]
[206045465, 25751687, 245741535]
[93013133, 2876449, 125005880]
[93013133, 79078986, 59590696]
[206045465, 105700008, 35385828]
[206045465, 237134557, 104083111]
[206045465, 4828180, 94350965]
[93013133, 79078986, 202531770]
[206045465, 195702604, 41490852]
[93013133, 79078986, 6592646]
[206045465, 4828180, 59448856]
[206045465, 4828180, 45092616]
[206045465, 4828180, 183457679]
[206045465, 195702604, 175689491]
[206045465, 25297134, 147038483]
[206045465, 25751687, 61862250]
[93013133, 79078986, 100346947]
[206045465, 25751687, 42736183]
[25203414, 174344902, 193093780]
[206045465, 105700008, 208485161]
[206045465, 4828180, 135114352]
[93013133, 79078986, 175814805]
[206045465, 25751687, 45751805]
[206045465, 105700008, 46975772]
[242523906, 87860037, 239002311]
[93013133, 79078986, 172276942]
[206045465, 25751687, 148797601]
[206045465, 4828180, 199361084]
[25203414, 174344902, 141452181]
[206045465, 237134557, 3998539]
[93013133, 79078986, 210279286]
[206045465, 105700008, 62678279]
[242523906, 87860037, 153289973]
[206045465, 237134557, 219996455]
[206045465, 195702604, 233861006]
[93013133, 79078986, 14258277]
[93013133, 2876449, 241469192]
[206045465, 4828180, 148557949]
[206045465, 105700008, 58954350]
[93013133, 79078986, 139548682]
[93013133, 2876449, 97670003]
[93013133, 2876449, 245231803]
[25203414, 174344902, 102698255]
[25203414, 174344902, 57563050]
[206045465, 237134557, 20001144]
[206045465, 4828180, 152566927]
[206045465, 105700008, 239485985]
[25203414, 174344902, 88453089]
[206045465, 195702604, 162412916]
[206045465, 237134557, 203044939]
[25203414, 174344902, 85812646]
[242523906, 87860037, 34427658]
[206045465, 237134557, 69803941]
[206045465, 25297134, 86837827]
[206045465, 195702604, 55207593]
[25203414, 174344902, 55222033]
[206045465, 237134557, 103043404]
[206045465, 4828180, 47225350]
[93013133, 79078986, 236396239]
[242523906, 87860037, 125595523]
[206045465, 237134557, 88223279]
[206045465, 195702604, 5637117]
[206045465, 25751687, 171052382]
[206045465, 25297134, 129170361]
[25203414, 174344902, 30004]
[93013133, 2876449, 146655234]
[93013133, 79078986, 153683746]
[206045465, 237134557, 122818941]
[206045465, 195702604, 47524661]
[206045465, 25751687, 155777254]
[206045465, 25297134, 68221036]
[206045465, 4828180, 40129362]
[206045465, 4828180, 476086]
[206045465, 4828180, 213804254]
[206045465, 25297134, 180982115]
[206045465, 195702604, 207332112]
[93013133, 79078986, 172742100]
[206045465, 105700008, 19549379]
[206045465, 4828180, 205989731]
[242523906, 87860037, 209423135]
[242523906, 87860037, 102254990]
[206045465, 4828180, 178529875]
[206045465, 105700008, 248488120]
[206045465, 25297134, 188792150]
[93013133, 79078986, 98909816]
[242523906, 87860037, 174319352]
[206045465, 4828180, 117088270]
[93013133, 79078986, 7488245]
[206045465, 25751687, 180022960]
[206045465, 105700008, 200969152]
[93013133, 79078986, 44871223]
[25203414, 174344902, 216647552]
[242523906, 87860037, 11728737]
[93013133, 79078986, 161929474]
[25203414, 174344902, 19071345]
[206045465, 195702604, 199969003]
[93013133, 2876449, 106009402]
[206045465, 195702604, 195559191]
[206045465, 25297134, 156697912]
[93013133, 79078986, 145752433]
[206045465, 237134557, 46983645]
[206045465, 25751687, 145726977]
[242523906, 87860037, 103896749]
[206045465, 25751687, 135480505]
[206045465, 105700008, 84713559]
[206045465, 105700008, 227506136]
[206045465, 25297134, 62371263]
[242523906, 87860037, 39982220]
[93013133, 79078986, 60081661]
[206045465, 4828180, 141837023]
[206045465, 195702604, 177118362]
[206045465, 25751687, 212647475]
[206045465, 237134557, 123562645]
[206045465, 237134557, 31969673]
[206045465, 4828180, 2814822]
[206045465, 105700008, 122981229]
[206045465, 25297134, 149945529]
[93013133, 79078986, 227140750]
[206045465, 25751687, 245382418]
[206045465, 105700008, 116277957]
[206045465, 195702604, 2894834]
[206045465, 105700008, 210202755]
[242523906, 87860037, 16991693]
[206045465, 25751687, 96554101]
[206045465, 25297134, 112983918]
[242523906, 87860037, 171165465]
[206045465, 25297134, 239471464]
[206045465, 105700008, 247020457]
[206045465, 237134557, 162164199]
[206045465, 4828180, 80230645]
[206045465, 25751687, 22396018]
[206045465, 4828180, 142559412]
[206045465, 25751687, 136808908]
[93013133, 2876449, 5292684]
[206045465, 4828180, 74954754]
[206045465, 25751687, 174069670]
[206045465, 25751687, 170060817]
[93013133, 79078986, 207046592]
[206045465, 105700008, 122529096]
[206045465, 105700008, 101845332]
[206045465, 25297134, 36259422]
[206045465, 4828180, 221810049]
[206045465, 25297134, 12163668]
[206045465, 25297134, 51082543]
[93013133, 2876449, 88928147]
[93013133, 79078986, 141252605]
[93013133, 79078986, 44447986]
[206045465, 105700008, 48510402]
[25203414, 174344902, 68691112]
[93013133, 2876449, 204525188]
[93013133, 79078986, 13103951]
[93013133, 79078986, 163363028]
[93013133, 79078986, 180990665]
[206045465, 25751687, 198938198]
[206045465, 25751687, 195738406]
[206045465, 195702604, 121300686]
[93013133, 2876449, 164668728]
[206045465, 4828180, 22416398]
[206045465, 25297134, 33038678]
[206045465, 105700008, 111639382]
[206045465, 105700008, 191408955]
[206045465, 237134557, 130327263]
[93013133, 79078986, 186021925]
[206045465, 237134557, 212958745]
[206045465, 25297134, 172761743]
[25203414, 174344902, 113291889]
[25203414, 174344902, 46919673]
[93013133, 79078986, 177776754]
[206045465, 25751687, 205910300]
[206045465, 25297134, 173375969]
[206045465, 25297134, 50285058]
[206045465, 25297134, 128678955]
[206045465, 237134557, 23360404]
[206045465, 25751687, 72663150]
[25203414, 174344902, 115206614]
[25203414, 174344902, 62766272]
[206045465, 195702604, 162372129]
[206045465, 4828180, 141976817]
[242523906, 87860037, 192981442]
[206045465, 237134557, 160025640]
[206045465, 237134557, 211380465]
[206045465, 195702604, 196452651]
[206045465, 237134557, 137650951]
[93013133, 2876449, 28029096]
[206045465, 105700008, 5171476]
[93013133, 79078986, 47282741]
[206045465, 105700008, 217704415]
[206045465, 25297134, 203988594]
[93013133, 2876449, 99330126]
[206045465, 25297134, 237662269]
[206045465, 25751687, 224320759]
[206045465, 195702604, 83961615]
[242523906, 87860037, 242433877]
[206045465, 237134557, 12263992]
[206045465, 25297134, 87040926]
