[206045465, 237134557, 98501963, 193035196, 217614723, 95824616]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 65468374]
[93013133, 79078986, 20365635, 126967462, 229005668, 65983741]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 127869330]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 17467421]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 183261010]
[206045465, 237134557, 98501963, 193035196, 7380439, 242989252]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 14637613]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 116384886]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 211573150]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 247953474]
[206045465, 237134557, 98501963, 193035196, 7380439, 205638068]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 58306982]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 178252152]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 147049934]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 146957498]
[206045465, 237134557, 98501963, 193035196, 7380439, 31543639]
[206045465, 237134557, 98501963, 193035196, 7380439, 106999932]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 96812572]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 110164349]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 62959647]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 231588237]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 94475807]
[206045465, 237134557, 98501963, 193035196, 7380439, 102827423]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 180528703]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 5166320]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 217581789]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 34087964]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 19662651]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 221285160]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 15641864]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 70430138]
[206045465, 237134557, 98501963, 193035196, 7380439, 40048139]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 207305909]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 110362639]
[206045465, 237134557, 98501963, 193035196, 7380439, 154572389]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 159775080]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 129513947]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 231544063]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 52053147]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 140404385]
[93013133, 79078986, 20365635, 126967462, 229005668, 30344448]
[206045465, 237134557, 98501963, 193035196, 7380439, 18231488]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 54096333]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 27067613]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 66588797]
[206045465, 237134557, 98501963, 193035196, 7380439, 158212372]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 110219171]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 156829507]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 118322122]
[206045465, 237134557, 98501963, 193035196, 7380439, 90203190]
[206045465, 237134557, 98501963, 193035196, 7380439, 107060574]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 28508174]
[206045465, 237134557, 98501963, 193035196, 7380439, 56747349]
[93013133, 79078986, 20365635, 126967462, 229005668, 215113124]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 196058803]
[206045465, 237134557, 98501963, 193035196, 7380439, 59738260]
[93013133, 79078986, 20365635, 126967462, 229005668, 237238694]
[206045465, 237134557, 98501963, 193035196, 7380439, 194314701]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 49138312]
[93013133, 79078986, 20365635, 126967462, 229005668, 166124812]
[93013133, 79078986, 20365635, 126967462, 229005668, 67581776]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 171302683]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 96011566]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 242706340]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 4135908]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 216397443]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 101797680]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 186657362]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 14980320]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 60671554]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 99314275]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 210854333]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 60500516]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 47403201]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 134310685]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 161929054]
[93013133, 79078986, 20365635, 126967462, 229005668, 48385535]
[206045465, 237134557, 98501963, 193035196, 7380439, 182245263]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 70828283]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 86487788]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 238056718]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 203320350]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 80521994]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 152113765]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 167827805]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 2512780]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 207008063]
[206045465, 237134557, 98501963, 193035196, 7380439, 229364023]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 108931551]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 34638154]
[206045465, 237134557, 98501963, 193035196, 7380439, 14791895]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 201240028]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 16760574]
[206045465, 237134557, 98501963, 193035196, 7380439, 131775061]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 2114959]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 143804512]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 25774102]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 4004599]
[206045465, 237134557, 98501963, 193035196, 7380439, 43232687]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 65881960]
[206045465, 237134557, 98501963, 193035196, 7380439, 188945837]
[93013133, 79078986, 20365635, 126967462, 229005668, 118358353]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 47076068]
[206045465, 237134557, 98501963, 193035196, 7380439, 41476829]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 223713654]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 148187711]
[206045465, 237134557, 98501963, 193035196, 7380439, 230604491]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 176615842]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 15908695]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 116363142]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 169872409]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 18891153]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 65957132]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 56950865]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 5552037]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 200610768]
[93013133, 79078986, 20365635, 126967462, 229005668, 112123269]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 26950030]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 132010202]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 154645513]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 183278969]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 207125213]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 135012782]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 88569308]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 67848387]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 74340472]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 165419042]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 88199262]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 129836593]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 117726674]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 100759435]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 66469225]
[206045465, 237134557, 98501963, 193035196, 7380439, 42421739]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 88001295]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 137504174]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 17582753]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 73441858]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 157200173]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 159696923]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 53379007]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 133161607]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 129597919]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 140567255]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 72407642]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 178666883]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 219883200]
[206045465, 237134557, 98501963, 193035196, 7380439, 174628732]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 115542635]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 224757210]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 227508007]
[206045465, 237134557, 98501963, 193035196, 7380439, 151716723]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 85679733]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 41044611]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 67771361]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 75312659]
[93013133, 79078986, 20365635, 126967462, 229005668, 83648096]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 71162142]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 163406585]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 104003190]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 225227160]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 50903768]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 105408998]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 87788197]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 229954643]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 228046583]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 176655306]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 13069411]
[206045465, 237134557, 98501963, 193035196, 7380439, 162712100]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 127546388]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 112360371]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 200630741]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 247162150]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 101762981]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 4788917]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 165425290]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 196451863]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 148663580]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 128412810]
[206045465, 237134557, 98501963, 193035196, 7380439, 34044135]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 208219056]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 110405976]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 132629477]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 76107677]
[206045465, 237134557, 98501963, 193035196, 7380439, 63591967]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 60794450]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 69272128]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 203889044]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 150442774]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 160411543]
[206045465, 237134557, 98501963, 193035196, 7380439, 153896798]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 131105588]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 92900649]
[206045465, 237134557, 98501963, 193035196, 7380439, 125888570]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 166625090]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 199934220]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 56096318]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 124172117]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 8268159]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 86137798]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 66067879]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 84742735]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 99411015]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 18756106]
[93013133, 79078986, 20365635, 126967462, 229005668, 204354179]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 178352354]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 71465947]
[206045465, 237134557, 98501963, 193035196, 7380439, 166626601]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 156692350]
[206045465, 237134557, 98501963, 193035196, 7380439, 228109581]
[93013133, 79078986, 20365635, 126967462, 229005668, 76313261]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 91289339]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 4118470]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 188103412]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 235783910]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 185863239]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 4073335]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 181896105]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 219012636]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 65036034]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 518957]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 227853848]
[93013133, 79078986, 20365635, 126967462, 229005668, 60873963]
[93013133, 79078986, 20365635, 126967462, 229005668, 63944993]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 82400360]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 187342929]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 33418701]
[206045465, 237134557, 98501963, 193035196, 7380439, 143063627]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 210100067]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 47924763]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 220694123]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 100158535]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 97615522]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 217212683]
[93013133, 79078986, 20365635, 126967462, 229005668, 228307086]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 76587710]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 11882005]
[93013133, 79078986, 20365635, 126967462, 229005668, 16115499]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 161946269]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 208465190]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 200948080]
[206045465, 237134557, 98501963, 193035196, 7380439, 205245383]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 200778636]
[206045465, 237134557, 98501963, 193035196, 7380439, 220539061]
[93013133, 79078986, 20365635, 126967462, 229005668, 3346433]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 80966221]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 50511152]
[93013133, 79078986, 20365635, 126967462, 229005668, 29767043]
[93013133, 79078986, 20365635, 126967462, 229005668, 32645844]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 117524354]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 37304248]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 21750205]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 68518693]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 181761546]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 110765020]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 107192989]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 87230162]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 156370122]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 118548644]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 40107435]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 91603684]
[93013133, 79078986, 20365635, 126967462, 229005668, 7895710]
[93013133, 79078986, 20365635, 126967462, 229005668, 137827004]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 106617470]
[206045465, 237134557, 98501963, 193035196, 7380439, 10025049]
[93013133, 79078986, 20365635, 126967462, 229005668, 206383068]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 47923712]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 200638231]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 66799308]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 119928668]
[206045465, 237134557, 98501963, 193035196, 7380439, 73802591]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 146324810]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 209087857]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 248174194]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 121163280]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 181497402]
[206045465, 237134557, 98501963, 193035196, 7380439, 240732638]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 82863094]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 206966963]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 36145443]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 133428714]
[206045465, 237134557, 98501963, 193035196, 7380439, 188183134]
[93013133, 79078986, 20365635, 126967462, 229005668, 73677642]
[206045465, 237134557, 98501963, 193035196, 7380439, 134855060]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 77791685]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 134643571]
[206045465, 237134557, 98501963, 193035196, 7380439, 226594054]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 22934316]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 219292337]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 187429017]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 19038198]
[206045465, 237134557, 98501963, 193035196, 7380439, 168778693]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 109502420]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 210097190]
[93013133, 79078986, 20365635, 126967462, 229005668, 19579824]
[93013133, 79078986, 20365635, 126967462, 229005668, 246079491]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 240091097]
[93013133, 79078986, 20365635, 126967462, 229005668, 22175806]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 6059153]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 18591267]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 195152770]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 162129530]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 234392901]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 74815448]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 155357372]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 13453492]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 232383209]
[93013133, 79078986, 20365635, 126967462, 229005668, 39650132]
[93013133, 79078986, 20365635, 126967462, 229005668, 46985555]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 133516604]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 30041228]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 91524488]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 41731461]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 205412188]
[93013133, 79078986, 20365635, 126967462, 229005668, 89745425]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 127409529]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 126044327]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 119918956]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 171031050]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 242091724]
[93013133, 79078986, 20365635, 126967462, 229005668, 225615290]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 143353473]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 241436295]
[93013133, 79078986, 20365635, 126967462, 229005668, 69946265]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 1278051]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 174727950]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 148792265]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 77608902]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 61539648]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 93370177]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 78963948]
[206045465, 237134557, 98501963, 193035196, 7380439, 23673729]
[206045465, 237134557, 98501963, 193035196, 7380439, 69128863]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 174720598]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 182686006]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 116289693]
[206045465, 237134557, 98501963, 193035196, 7380439, 29998703]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 76656571]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 86140070]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 161846428]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 158502362]
[206045465, 237134557, 98501963, 193035196, 7380439, 146178437]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 34572976]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 151479802]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 110837593]
[206045465, 237134557, 98501963, 193035196, 7380439, 79938471]
[93013133, 79078986, 20365635, 126967462, 229005668, 161543924]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 83027692]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 109722933]
[206045465, 237134557, 98501963, 193035196, 7380439, 130603000]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 15903853]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 155634878]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 115887594]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 75545495]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 246711325]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 27129939]
[93013133, 79078986, 20365635, 126967462, 229005668, 100862060]
[93013133, 79078986, 20365635, 126967462, 229005668, 6489112]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 77216632]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 46505311]
[93013133, 79078986, 20365635, 126967462, 229005668, 108959734]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 227233408]
[93013133, 79078986, 20365635, 126967462, 229005668, 45730919]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 34857059]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 91851114]
[206045465, 237134557, 98501963, 193035196, 7380439, 149619146]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 166634889]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 209178386]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 9033408]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 194746825]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 158561947]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 9055918]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 244177782]
[206045465, 237134557, 98501963, 193035196, 7380439, 199496058]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 234317177]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 127749786]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 203247475]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 190941514]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 170564517]
[206045465, 237134557, 98501963, 193035196, 7380439, 59820166]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 124473189]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 148587437]
[206045465, 237134557, 98501963, 193035196, 217614723, 155628122, 85796883]
[93013133, 79078986, 20365635, 126967462, 229005668, 192864949]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 3682920]
[93013133, 79078986, 20365635, 126967462, 229005668, 3027466]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 105763606]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 36324588]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 4764490]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 124459358]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 191958751]
[206045465, 237134557, 98501963, 193035196, 7380439, 189322068]
[206045465, 237134557, 98501963, 193035196, 217614723, 162565787, 170841923]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 103033364]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 227463997]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908, 38478917]
[206045465, 25751687, 125958478, 194460356, 135388072, 167661549, 190743083]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 129504356]
[206045465, 237134557, 98501963, 193035196, 217614723, 43505438, 193957642]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 186352849]
