[239554898, 102907710, 132452821]
[19078720, 176587752, 111680255, 160033123]
[54986510, 243815304, 6818183, 246840677]
[149858644, 196436553, 114644864, 171005239]
[85998254, 248045083, 240040489, 238750748]
[204923669, 76676678, 234138976, 147969585]
[245186357, 33815929, 108123936, 143684782]
[22619776, 109555255, 163654957, 150215159]
[19078720, 176587752, 111680255, 112778739]
[19078720, 176587752, 111680255, 33416177]
[84732876, 241789311, 246663332, 242363130]
[40401329, 133505597, 171377032, 100467938]
[185689250, 130812845, 120689371, 241648400]
[205226715, 161852671, 153828978, 62516094]
[169367494, 62025314, 17623635, 73212051]
[49431804, 246457812, 177362205, 102622165]
[139255779, 117323211, 86191772, 49961916]
[102428331, 177733082, 135289906, 31725950]
[189558414, 165918446, 240176469, 218738154]
[243854923, 131996813, 143905498, 165837514]
[208230092, 214761888, 43283320, 106124833]
[42239749, 105866649, 145566431, 193311801]
[168408190, 86291210, 166695298, 108770990]
[169367494, 62025314, 17623635, 205908356]
[185021265, 120449815, 109402407, 47893733]
[184452350, 102640177, 188451254, 230542437]
[136301248, 129895494, 206898956, 234656954]
[139255779, 10547589, 127972107, 113716102]
[42779529, 27928593, 225954198, 23928641]
[205972194, 61946850, 32802042, 40292082]
[211316160, 37095821, 218824995, 195689234]
[211510271, 200640855, 237584527, 63657923]
[10106479, 190143267, 242876210, 171540574]
[25001273, 6626874, 144966148, 202448337]
[121975721, 107116936, 187684362, 169910788]
[111584673, 59739155, 89808464, 161531445]
[197930535, 234635560, 228096494, 19862437]
[222119453, 85409032, 82869299, 178444839]
[28939697, 155234741, 173519733, 162937558]
[121975721, 42062284, 19586029, 212970628]
[243437450, 104920355, 98603414, 114208223]
[233481409, 223580591, 100428466, 185788252]
[162649472, 94017805, 56418915, 121196699]
[169313277, 113857410, 166293217, 24716354]
[177119877, 208669082, 88419402, 136782285]
[139255779, 117323211, 186374400, 186707657]
[85998254, 248045083, 25312165, 127762584]
[168408190, 86291210, 103171848, 33646589]
[28939697, 123364048, 185338091, 38631798]
[54986510, 243815304, 222537275, 43973252]
[9953629, 20319404, 10979674, 33359995]
[80810737, 60516862, 185720481, 219542616]
[233365345, 69179940, 21038035, 144067196]
[115889120, 99949980, 241234268, 155606258]
[245186357, 56476491, 21738255, 121896090]
[141361673, 162202163, 126094098, 242273059]
[194815188, 22571434, 65947782, 164476221]
[10106479, 190143267, 242876210, 227693737]
[10971906, 106455583, 227980092, 203881478]
[121975721, 42062284, 93893883, 198878969]
[169313277, 37558859, 186907533, 235749280]
[149835576, 242201754, 54858429, 191509134]
[233481409, 223580591, 100428466, 106991947]
[128833818, 179713442, 44804905, 240588223]
[121975721, 107116936, 187684362, 218837295]
[72760936, 139060137, 35863467, 170279042]
[181938804, 60690532, 76340025, 20984795]
[136301248, 173237109, 136774588, 18898931]
[192049153, 182605989, 208996845, 79247202]
[112655291, 19209424, 232522597, 80081881]
[187793648, 164851756, 70407856, 163132836]
[22619776, 37360844, 21766791, 228290118]
[233365345, 69179940, 21038035, 142812069]
[167030917, 87573310, 221371720, 226398688]
[211316160, 37095821, 213065153, 45504931]
[133122770, 43283876, 125854053, 187664209]
[35552242, 162669051, 22217094, 93176850]
[214976764, 232135327, 176113184, 44789466]
[84732876, 241789311, 87079981, 209810406]
[123585542, 226332800, 20458244, 125039887]
[245186357, 33815929, 103613504, 216015871]
[19078720, 176587752, 111680255, 192008866]
[236794042, 165328491, 166919791, 231914974]
[31297005, 54490622, 234779012, 62975425]
[141361673, 190697245, 163142798, 67212929]
[9953629, 27976225, 52313431, 27205986]
[25001273, 6626874, 1693836, 48316972]
[104933563, 21546646, 199216700, 126185242]
[152760441, 85947700, 130312112, 8485298]
[220047070, 171574254, 218849336, 231017939]
[231488027, 32101784, 95034900, 139136869]
[181938804, 163199325, 7112223, 143654991]
[121690776, 99657203, 206690793, 181310450]
[239196886, 125080126, 176032521, 229628203]
[225534006, 51753866, 37997147, 102913226]
[177119877, 214819640, 128621318, 5090699]
[44567748, 170653476, 205590388, 82702155]
[189558414, 165918446, 240176469, 152623937]
[104933563, 21546646, 199216700, 146176001]
[173932799, 86115254, 157979992, 214561059]
[141361673, 190697245, 163142798, 97409802]
[106335033, 130372207, 30533253, 81286519]
[22619776, 109555255, 163654957, 168293567]
[211804832, 138574305, 94342188, 31884452]
[106335033, 130372207, 30533253, 119278666]
[139407978, 13422933, 168235173, 231538502]
[10106479, 54187530, 75075454, 207510552]
[181938804, 163199325, 33540865, 189273694]
[22619776, 109555255, 163654957, 181781671]
[80810737, 60516862, 185720481, 49434676]
[139255779, 117323211, 83340163, 114155016]
[31297005, 54490622, 234779012, 96510471]
[147518822, 122122603, 180735643, 173935353]
[202536968, 196923317, 193606388, 1872953]
[160482675, 174482424, 77603558, 211534733]
[220463203, 184655377, 61402674, 134313983]
[207966434, 70493937, 72682838, 118530323]
[13886713, 25432361, 2786859, 193265328]
[239393237, 164714934, 240019004, 77715297]
[117155021, 75604729, 248376971, 183891050]
[204923669, 50635880, 156536157, 121876566]
[124619536, 130322199, 109093245, 100543995]
[240322167, 180066429, 186008341, 231618351]
[185689250, 130812845, 120689371, 65777582]
[10379212, 12391743, 5269103, 24186956]
[233481409, 223580591, 100428466, 57734446]
[242767556, 223313203, 181976474, 94981011]
[197930535, 234635560, 135700399, 208435667]
[128396256, 156921189, 237060631, 132117677]
[150812197, 207907728, 45493282, 95134749]
[49431804, 24092436, 92023561, 48871612]
[211316160, 37095821, 218824995, 161132275]
[172696320, 32584832, 71363866, 57756610]
[177119877, 208669082, 88419402, 212916942]
[24231581, 15527440, 39151893, 25965014]
[202934950, 176470526, 50794561, 147033937]
[246969109, 190382624, 144620607, 139911279]
[18782487, 180228062, 32306155, 177047075]
[49986552, 151382489, 98990751, 65191700]
[86090961, 198884680, 34479806, 22994079]
[220047070, 171574254, 218849336, 6211012]
[150812197, 121922710, 149969927, 114779575]
[20975483, 210504506, 196721073, 227618273]
[213112826, 25516838, 152287638, 106055144]
[108906837, 199773189, 190953520, 63193029]
[148907630, 54935486, 74482814, 54140942]
[42239749, 105866649, 145566431, 44008229]
[82212583, 193617759, 234025706, 141485732]
[182135464, 23511708, 248872086, 83844666]
[233481409, 223580591, 238456769, 139741580]
[177119877, 208669082, 88419402, 121483800]
[13886713, 25432361, 2786859, 147438990]
[80810737, 60516862, 185720481, 33367420]
[239196886, 125080126, 176032521, 223092671]
[121975721, 12187143, 29641881, 86473902]
[32676012, 181814671, 83136017, 187599663]
[48016099, 12649474, 85854525, 111822395]
[181938804, 163199325, 7112223, 142010694]
[23593792, 95119995, 144724001, 78504826]
[233481409, 68748846, 88983286, 30269852]
[24231581, 15527440, 40703717, 111968683]
[173377106, 227979404, 200810586, 58107521]
[63945555, 45044359, 110413165, 113806781]
[60417925, 159601639, 113265839, 70747943]
[121690776, 115201947, 67731008, 87767839]
[13886713, 84410896, 181230399, 235938787]
[202934950, 97398191, 173870955, 220078540]
[79009743, 220218071, 141890391, 179517892]
[18782487, 180228062, 32306155, 93171498]
[169492383, 134805362, 84466020, 80061772]
[205972194, 92870195, 23901377, 213703451]
[123585542, 93817862, 231442116, 43956274]
[9953629, 27976225, 80861230, 216589261]
[32676012, 43798277, 32284419, 54437517]
[10106479, 48368057, 101287106, 74392634]
[112000692, 137625108, 103188008, 59443011]
[112000692, 137625108, 103188008, 3753971]
[164878588, 71104523, 98024612, 24400380]
[22619776, 75911925, 86276441, 129235954]
[10106479, 190143267, 242876210, 32257048]
[112000692, 137625108, 152026346, 59562928]
[23183317, 218987044, 185709082, 199834326]
[184452350, 76673988, 118948775, 188439433]
[240973929, 83532539, 32527346, 120930986]
[83435517, 87688558, 44060647, 216608229]
[18782487, 180228062, 32306155, 109696314]
[169367494, 62025314, 78231942, 133538818]
[236794042, 165328491, 166919791, 108618865]
[174915493, 246844864, 73553668, 69593480]
[13886713, 84410896, 181230399, 35376787]
[104573498, 192955018, 248908117, 166499083]
[27082448, 54456177, 91303890, 169703670]
[162649472, 232152585, 10217004, 4700815]
[117485685, 247239338, 58098803, 157858273]
[27082448, 54456177, 91303890, 205318574]
[167539219, 200713290, 179272306, 166814845]
[72760936, 3767875, 33619245, 132662969]
[117485685, 174210268, 64249836, 205389107]
[85998254, 248045083, 211161851, 141277625]
[169717436, 96660292, 58452162, 157611131]
[58430490, 28910503, 198642635, 81675275]
[49431804, 246457812, 177362205, 106440898]
[108906837, 199773189, 190953520, 64678757]
[243437450, 43358678, 118231418, 140650095]
[242767556, 223313203, 181976474, 152572594]
[121690776, 115201947, 225562333, 155311610]
[60290327, 187049375, 215165448, 86659621]
[125742946, 13189513, 91868460, 228574532]
[102428331, 177733082, 47880734, 206715271]
[82212583, 193617759, 234025706, 144777508]
[20649053, 159297347, 131967670, 208447625]
[10106479, 70087705, 47329919, 6700339]
[123465332, 65575915, 12715842, 194566466]
[82212583, 193617759, 234025706, 191404075]
[117485685, 71142349, 113275482, 238605918]
[228705482, 162198097, 43176297, 49555400]
[181938804, 60690532, 3234793, 9394495]
[31306188, 77504286, 65644375, 65884979]
[239554898, 105465088, 125977636, 133536575]
[54986510, 243815304, 98728040, 113458461]
[181938804, 60690532, 49774268, 166392905]
[167539219, 192052900, 161171309, 56900633]
[121690776, 115201947, 198483596, 96886240]
[150812197, 207907728, 45493282, 10744960]
[115917063, 113950444, 190849006, 82234406]
[152865647, 34304426, 62534149, 212037192]
[210253789, 186269903, 135252581, 111196372]
[170206712, 12111425, 214226545, 247056990]
[173932799, 86115254, 157979992, 219110931]
[163813705, 243210101, 156158070, 49290041]
[80017818, 241088100, 236523785, 10731452]
[149858644, 196436553, 114644864, 53341021]
[112868826, 66077729, 180618289, 107634916]
[13109669, 183281256, 72466759, 248886916]
[101060348, 149510120, 78999704, 16556952]
[72760936, 139060137, 35863467, 29817284]
[84732876, 241789311, 87079981, 198843349]
[173377106, 227979404, 182624742, 229719697]
[210253789, 186269903, 83963274, 240739545]
[205340485, 82942229, 42405734, 4013717]
[12733949, 207216632, 89249706, 16370982]
[181938804, 42064276, 19038464, 245853473]
[84732876, 241789311, 246663332, 143348199]
[168481628, 26849880, 38726798, 140696622]
[149858644, 196436553, 82718731, 165060411]
[173932799, 243777372, 43024802, 147349251]
[104573498, 139736287, 57981276, 142212095]
[168408190, 86291210, 166695298, 144561847]
[173377106, 227979404, 182624742, 133017748]
[60417925, 70729437, 195152800, 174448513]
[18782487, 180228062, 32306155, 99137953]
[211804832, 103588449, 153329831, 218555818]
[115917063, 113950444, 190849006, 73131156]
[112655291, 19209424, 78637201, 10643554]
[199976190, 56628013, 25675161, 162680886]
[24231581, 15527440, 40703717, 138821206]
[172696320, 32584832, 220235183, 102741534]
[139407978, 13422933, 168235173, 198129535]
[27154418, 2070364, 154566045, 21988525]
[218542507, 210706211, 70638578, 151541389]
[112655291, 19209424, 128847631, 16601868]
[117422950, 182157230, 127101464, 31938940]
[244573357, 141960840, 2774853, 35986594]
[47163196, 31168336, 60807112, 55723275]
[112655291, 19209424, 208223836, 174956768]
[117485685, 247239338, 58098803, 180390342]
[148907630, 162242982, 4035282, 227575711]
[63945555, 43536129, 233567826, 54317860]
[88797558, 237884803, 95513456, 125755127]
[115917063, 218112142, 206915769, 195206310]
[139407978, 13422933, 168235173, 210659469]
[240973929, 83532539, 32527346, 227875422]
[239393237, 164714934, 169933436, 208652035]
[245186357, 33815929, 103613504, 133447514]
[188932858, 122049085, 88071880, 148193554]
[106261171, 138199889, 146316921, 170353190]
[20649053, 38514294, 144814434, 103298105]
[10379212, 12391743, 5269103, 104517683]
[72760936, 12731821, 222657192, 103913459]
[213579804, 244349371, 130584908, 100644755]
[80803338, 160821069, 210061502, 201197894]
[115917063, 113950444, 190849006, 28011495]
[210253789, 186269903, 135252581, 179156681]
[76710225, 167739046, 165438592, 16815147]
[233262282, 231812234, 239226994, 141046268]
[72760936, 12731821, 222657192, 133058461]
[214617228, 115880274, 82087836, 56436429]
[32676012, 195138918, 178653906, 89148184]
[16408393, 191831767, 178753071, 225421911]
[168408190, 86291210, 166695298, 241754139]
[112655291, 19209424, 201033010, 27220]
[82232448, 22215910, 166429214, 174649038]
[173377106, 227979404, 200810586, 95524014]
[76832338, 137469819, 68844311, 205714096]
[24846365, 15826856, 161286231, 41500608]
[13886713, 59039261, 150932566, 204581916]
[188932858, 115146698, 241612689, 10876463]
[60417925, 238812475, 151843815, 209211225]
[22619776, 15424767, 80304403, 83426752]
[49431804, 246457812, 177362205, 171188714]
[240322167, 180066429, 186008341, 192753139]
[85998254, 248045083, 23181581, 218408862]
[141361673, 162202163, 126094098, 199663624]
[102428331, 177733082, 135289906, 68475443]
[22619776, 37360844, 94210235, 32609419]
[28939697, 114464836, 89076961, 152038630]
[213662353, 24528257, 112394546, 41158367]
[72895078, 17932490, 238981785, 234149961]
[22619776, 75911925, 86276441, 108344577]
[121773903, 154727771, 23179543, 56048588]
[72760936, 3767875, 225562151, 97156481]
[106213047, 138349628, 224400001, 104073354]
[141361673, 190697245, 163142798, 3143718]
[12733949, 207216632, 16485771, 135862490]
[190568229, 125161204, 110226349, 154195157]
[124619536, 212270092, 18763595, 16135899]
[202536968, 98935436, 203276203, 164690064]
[124206638, 48607635, 217207024, 179304578]
[115889120, 99949980, 45607074, 232329108]
[22619776, 109555255, 199440713, 67872938]
[85998254, 248045083, 23181581, 160276865]
[141252012, 96976254, 103329833, 53873069]
[211804832, 156354737, 233635579, 30535743]
[85998254, 248045083, 240040489, 241719342]
[24231581, 231409653, 14303790, 50334615]
[90480851, 82849463, 92684410, 122592361]
[154551859, 47812082, 16349031, 122909199]
[187793648, 164851756, 41130429, 244045889]
[236794042, 165328491, 166919791, 15973895]
[174915493, 151627699, 224065373, 207283085]
[177119877, 214819640, 128621318, 58882810]
[76710225, 61686088, 90414728, 247874197]
[169313277, 205586708, 19921667, 206068888]
