[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 210052731]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 177536511]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 167947670]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 23580974]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 159104044]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 221605855]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 237319706]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 152135200]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 187709013]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 25898748]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 94447159]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 121989454]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 193335579]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 89178904]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 199318866]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 143353513]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 229424103]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 118801918]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 53897570]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 85874619]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 123052664]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 27289870]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 102158288]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 180008744]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 231508492]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 38538362]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 156598254]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 40428716]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 51962134]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 177381627]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 39327100]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 137494746]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 141283865]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 206069581]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 234218368]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 12758914]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 145590761]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 152055057]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 198043556]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 13586429]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 157914561]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 153642854]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 95322198]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 5032078]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 85689530]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 243531479]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 137061865]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 200113841]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 160947938]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 129256249]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 66415001]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 144288383]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 214718539]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 65843845]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 225087344]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 102802555]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 139358335]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 185759019]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 53200461]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 84594677]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 43661432]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 31650108]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 24445896]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 161602816]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 190592491]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 50299430]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 225106820]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 163155795]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 77279351]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 137049386]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 226154800]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 177310416]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 112932308]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 141613434]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 27999601]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 96714290]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 54653956]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 23747812]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 191755749]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 203000374]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 247043062]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 44197030]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 125728357]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 226834983]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 191260780]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 112006335]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 204528550]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 222263168]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 147637879]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 142426814]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 225701883]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 20108014]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 168212454]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 86533599]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 25582766]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 220627571]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 123776535]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 25863369]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 61909827]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 69749716]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 123590962]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 91293185]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 230661501]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 196355953]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 41500705]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 29769325]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 102920218]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 179445961]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 178828459]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 244504291]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 183141869]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 90047830]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 140148913]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 214367870]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 58564098]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 164797695]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 211774732]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 29879203]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 240622610]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 164017039]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 159365799]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 39371070]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 190884615]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 128107295]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 167511984]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 6738933]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 96437478]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 141150793]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 183127665]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 40983911]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 120282179]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 94164947]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 125087389]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 70143422]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 16027637]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 135701365]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 180209071]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 14341994]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 176154860]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 69519929]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 165351242]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 155536280]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 64428612]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 20097585]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 108070130]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 23118019]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 200690555]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 76146469]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 139285101]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 92748471]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 186437186]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 51128649]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 142030735]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 103239603]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 198174588]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 203668078]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 55000280]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 64876738]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 92246175]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 95132492]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 60932418]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 119491731]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 641871]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 119513556]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 110693420]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 90280355]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 226354180]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 226307196]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 229759698]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 56184885]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 138708627]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 141737089]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 173232857]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 95050391]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 44319280]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 223357414]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 101408544]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 227780452]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 195064275]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 221955637]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 120037227]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 147141519]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 198936682]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 38889583]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 42266051]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 247240609]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 162259525]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 208907076]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 172985447]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 246978605]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 71777029]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 214187700]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 143643104]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 156258875]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 68734246]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 212320197]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 148729607]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 81603542]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 128219912]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 114531068]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 221650986]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 112164122]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 243553534]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 98241360]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 204403991]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 180219763]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 8198322]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 81057313]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 210544970]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 9116534]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 122848898]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 211231907]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 87047136]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 36522826]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 152133889]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 198476141]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 162381189]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 189498537]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 229973829]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 194244637]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 71756008]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 123730576]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 53070641]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 232342333]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 246311912]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 75444089]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 123693091]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 119723398]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 9684216]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 224369799]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 74544283]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 56449178]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 141495052]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 241963004]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 149741060]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 140038169]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 93854141]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 148389377]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 197868113]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 93607591]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 30114238]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 60396877]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 163701412]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 74761350]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 65526354]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 60924848]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 43036070]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 185885703]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 129674204]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 62149793]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 66732998]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 9248977]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 15291283]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 103972180]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 211676675]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 192647069]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 14174917]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 244988275]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 39909274]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 245707566]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 122652193]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 83951317]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 122675509]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 186496702]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 147527505]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 46721617]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 129957497]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 84697946]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 200960212]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 242288510]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 162584118]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 134944075]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 215531256]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 84195604]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 86057535]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 190271652]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 193377539]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 172928369]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 180824462]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 24438496]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 47398931]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 139806310]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 130745845]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 169954930]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 223539942]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 95102272]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 25985128]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 118168688]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 159113920]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 171101810]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 176820539]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 244641052]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 227523305]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 84376367]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 43816278]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 46933296]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 204404701]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 65356730]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 228589932]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 22678708]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 128088253]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 99487725]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 229008896]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 229230060]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 100226747]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 65797085]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 200076625]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 115676893]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 186654322]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 192863725]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 185762367]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 21665331]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 132047705]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 102873983]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 146340721]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 186834716]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 96584686]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 122188144]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 74746326]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 178805217]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 106561600]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 120285932]
