[206045465, 237134557, 98501963]
[93013133, 79078986, 27477927, 215972939]
[93013133, 79078986, 129139719, 217936445]
[93013133, 79078986, 27477927, 139188509]
[206045465, 237134557, 150819137, 178548705]
[242523906, 87860037, 15336728, 105067033]
[93013133, 79078986, 27477927, 178227210]
[206045465, 25751687, 125958478, 27629920]
[206045465, 237134557, 150819137, 122146685]
[206045465, 237134557, 150819137, 160000693]
[206045465, 25751687, 125958478, 74930375]
[93013133, 79078986, 129139719, 66953115]
[206045465, 237134557, 150819137, 168336604]
[93013133, 79078986, 20365635, 220549330]
[206045465, 237134557, 150819137, 137379375]
[206045465, 25751687, 125958478, 108706609]
[93013133, 2876449, 93421251, 55799875]
[206045465, 237134557, 98501963, 152968220]
[206045465, 237134557, 98501963, 224455585]
[93013133, 2876449, 141855051, 31944423]
[206045465, 237134557, 150819137, 64019107]
[242523906, 87860037, 241138409, 106239476]
[93013133, 2876449, 141855051, 114950067]
[206045465, 25751687, 125958478, 173639547]
[206045465, 25751687, 125958478, 42550614]
[93013133, 2876449, 141855051, 21316261]
[93013133, 79078986, 27477927, 200645876]
[93013133, 79078986, 129139719, 188101602]
[206045465, 237134557, 98501963, 81738349]
[206045465, 25751687, 125958478, 51439848]
[93013133, 79078986, 27477927, 44392692]
[206045465, 25751687, 125958478, 190666667]
[206045465, 237134557, 98501963, 136025890]
[206045465, 237134557, 150819137, 196655876]
[93013133, 2876449, 93421251, 169943935]
[93013133, 2876449, 141855051, 29345065]
[93013133, 2876449, 93421251, 72184134]
[93013133, 79078986, 20365635, 214143608]
[93013133, 79078986, 129139719, 160422260]
[93013133, 2876449, 141855051, 50151903]
[206045465, 25751687, 125958478, 71893310]
[242523906, 87860037, 15336728, 162976610]
[242523906, 87860037, 15336728, 209306450]
[93013133, 2876449, 93421251, 36372155]
[206045465, 25751687, 125958478, 190803947]
[93013133, 79078986, 20365635, 96552515]
[93013133, 2876449, 93421251, 212421553]
[206045465, 25751687, 125958478, 41441077]
[93013133, 2876449, 93421251, 106634833]
[206045465, 237134557, 98501963, 6613045]
[93013133, 2876449, 141855051, 16265222]
[93013133, 2876449, 141855051, 231693913]
[206045465, 25751687, 125958478, 123773496]
[93013133, 79078986, 27477927, 142952926]
[206045465, 237134557, 98501963, 40177296]
[93013133, 79078986, 27477927, 247310067]
[93013133, 2876449, 93421251, 154535829]
[206045465, 237134557, 150819137, 223010754]
[93013133, 79078986, 129139719, 160143548]
[93013133, 79078986, 20365635, 70465992]
[206045465, 237134557, 98501963, 180672850]
[206045465, 237134557, 98501963, 244555141]
[242523906, 87860037, 15336728, 28615020]
[93013133, 2876449, 93421251, 28769696]
[93013133, 79078986, 20365635, 180143320]
[93013133, 2876449, 141855051, 93751240]
[93013133, 79078986, 27477927, 5116764]
[242523906, 87860037, 15336728, 73457432]
[242523906, 87860037, 15336728, 178461478]
[206045465, 25751687, 125958478, 104025598]
[93013133, 79078986, 27477927, 212563784]
[242523906, 87860037, 241138409, 180221072]
[93013133, 79078986, 27477927, 166041081]
[93013133, 79078986, 20365635, 137335488]
[93013133, 2876449, 93421251, 58492450]
[93013133, 2876449, 141855051, 167357234]
[206045465, 25751687, 125958478, 113555409]
[93013133, 2876449, 93421251, 181942689]
[93013133, 2876449, 141855051, 138016220]
[93013133, 2876449, 141855051, 101972439]
[93013133, 2876449, 93421251, 126684015]
[206045465, 237134557, 98501963, 191555750]
[206045465, 237134557, 150819137, 199110164]
[93013133, 79078986, 20365635, 91795791]
[206045465, 237134557, 98501963, 201354307]
[242523906, 87860037, 241138409, 100700054]
[206045465, 237134557, 150819137, 150681698]
[93013133, 79078986, 27477927, 214012518]
[93013133, 79078986, 129139719, 18070765]
[242523906, 87860037, 241138409, 12339022]
[242523906, 87860037, 241138409, 34959857]
[242523906, 87860037, 15336728, 147677715]
[206045465, 25751687, 125958478, 138774953]
[93013133, 79078986, 20365635, 48790136]
[93013133, 79078986, 129139719, 70063109]
[93013133, 79078986, 27477927, 134466021]
[93013133, 79078986, 27477927, 50291468]
[206045465, 237134557, 150819137, 116721561]
[93013133, 79078986, 20365635, 36792512]
[93013133, 2876449, 93421251, 230451238]
[206045465, 25751687, 125958478, 239584484]
[206045465, 25751687, 125958478, 144584447]
[206045465, 237134557, 150819137, 234210083]
[242523906, 87860037, 15336728, 161261995]
[93013133, 2876449, 93421251, 51974227]
[242523906, 87860037, 241138409, 120641344]
[93013133, 2876449, 141855051, 161724590]
[242523906, 87860037, 241138409, 32735941]
[93013133, 79078986, 20365635, 196761289]
[93013133, 2876449, 141855051, 121613675]
[206045465, 237134557, 150819137, 173305618]
[93013133, 2876449, 93421251, 159104046]
[206045465, 237134557, 98501963, 109719191]
[242523906, 87860037, 15336728, 169462434]
[93013133, 79078986, 27477927, 237895186]
[242523906, 87860037, 241138409, 4844950]
[206045465, 237134557, 98501963, 173441651]
[93013133, 2876449, 93421251, 154808021]
[242523906, 87860037, 241138409, 58031148]
[242523906, 87860037, 241138409, 64903840]
[93013133, 79078986, 129139719, 239499966]
[206045465, 237134557, 150819137, 216938129]
[242523906, 87860037, 15336728, 12389434]
[93013133, 79078986, 27477927, 203067437]
[206045465, 237134557, 150819137, 151877942]
[242523906, 87860037, 241138409, 100310371]
[206045465, 237134557, 98501963, 51874664]
[93013133, 2876449, 93421251, 240255341]
[93013133, 79078986, 129139719, 244041242]
[242523906, 87860037, 15336728, 48554217]
[206045465, 237134557, 150819137, 72991941]
[93013133, 2876449, 141855051, 3040588]
[93013133, 2876449, 93421251, 54025921]
[93013133, 79078986, 129139719, 134159885]
[93013133, 79078986, 20365635, 222419508]
[93013133, 79078986, 20365635, 167998779]
[93013133, 79078986, 20365635, 107016834]
[206045465, 237134557, 150819137, 77153868]
[242523906, 87860037, 241138409, 62776021]
[93013133, 79078986, 129139719, 193922956]
[93013133, 79078986, 27477927, 94040874]
[93013133, 79078986, 27477927, 104344015]
[93013133, 79078986, 129139719, 139827018]
[242523906, 87860037, 241138409, 49359441]
[242523906, 87860037, 15336728, 216033006]
[93013133, 79078986, 20365635, 103591346]
[93013133, 2876449, 93421251, 194863330]
[242523906, 87860037, 15336728, 73686921]
[206045465, 25751687, 125958478, 74573565]
[93013133, 79078986, 20365635, 407551]
[93013133, 79078986, 27477927, 194538601]
[242523906, 87860037, 241138409, 139497879]
[93013133, 2876449, 141855051, 57748755]
[206045465, 25751687, 125958478, 221915949]
[242523906, 87860037, 15336728, 220667230]
[242523906, 87860037, 15336728, 27793963]
[93013133, 79078986, 27477927, 90911128]
[242523906, 87860037, 241138409, 245134803]
[206045465, 237134557, 150819137, 159328625]
[93013133, 2876449, 141855051, 31524171]
[93013133, 79078986, 20365635, 31026854]
[206045465, 237134557, 98501963, 149216913]
[206045465, 237134557, 150819137, 19222761]
[206045465, 25751687, 125958478, 194582488]
[242523906, 87860037, 15336728, 236376022]
[93013133, 2876449, 93421251, 204538070]
[93013133, 79078986, 129139719, 192587334]
[93013133, 79078986, 129139719, 248108806]
[206045465, 237134557, 98501963, 20928931]
[93013133, 79078986, 27477927, 6214619]
[206045465, 237134557, 150819137, 195052090]
[93013133, 79078986, 20365635, 1445200]
[93013133, 79078986, 20365635, 106090998]
[93013133, 2876449, 93421251, 14787678]
[93013133, 2876449, 93421251, 61999877]
[206045465, 237134557, 150819137, 1922115]
[93013133, 2876449, 93421251, 148648645]
[206045465, 25751687, 125958478, 157786497]
[242523906, 87860037, 15336728, 160444508]
[242523906, 87860037, 241138409, 16148626]
[93013133, 2876449, 93421251, 52874733]
[93013133, 79078986, 20365635, 4373014]
[93013133, 2876449, 141855051, 172241278]
[242523906, 87860037, 15336728, 225454272]
[93013133, 2876449, 93421251, 25520484]
[206045465, 237134557, 98501963, 26600679]
[242523906, 87860037, 241138409, 52657758]
[206045465, 25751687, 125958478, 91542395]
[93013133, 79078986, 27477927, 238990911]
[242523906, 87860037, 241138409, 19197786]
[93013133, 79078986, 20365635, 146815308]
[93013133, 79078986, 20365635, 35491560]
[242523906, 87860037, 241138409, 18471517]
[206045465, 237134557, 150819137, 149638439]
[93013133, 79078986, 20365635, 103097656]
[93013133, 79078986, 27477927, 29344349]
[206045465, 25751687, 125958478, 77020189]
[93013133, 79078986, 27477927, 97989369]
[242523906, 87860037, 15336728, 204786026]
[206045465, 25751687, 125958478, 231019014]
[93013133, 79078986, 27477927, 82396388]
[93013133, 79078986, 129139719, 47128290]
[93013133, 79078986, 129139719, 27933308]
[242523906, 87860037, 241138409, 15320307]
[93013133, 79078986, 129139719, 219313761]
[242523906, 87860037, 241138409, 162524890]
[206045465, 237134557, 150819137, 178393330]
[93013133, 2876449, 93421251, 85622388]
[93013133, 2876449, 141855051, 32332568]
[93013133, 79078986, 20365635, 108798309]
[206045465, 25751687, 125958478, 82873429]
[242523906, 87860037, 15336728, 169213524]
[93013133, 79078986, 129139719, 227926241]
[93013133, 79078986, 129139719, 44107838]
[93013133, 2876449, 141855051, 3647768]
[242523906, 87860037, 241138409, 228869240]
[206045465, 25751687, 125958478, 61085519]
[206045465, 237134557, 98501963, 138373182]
[206045465, 237134557, 98501963, 8509077]
[93013133, 2876449, 93421251, 159263321]
[206045465, 237134557, 150819137, 180962003]
[206045465, 25751687, 125958478, 163883949]
[206045465, 237134557, 98501963, 198605368]
[206045465, 237134557, 150819137, 156842043]
[242523906, 87860037, 15336728, 194633595]
[93013133, 79078986, 27477927, 112203634]
[93013133, 2876449, 141855051, 227240621]
[206045465, 237134557, 98501963, 126095529]
[93013133, 2876449, 93421251, 148284629]
[242523906, 87860037, 241138409, 108057677]
[206045465, 25751687, 125958478, 239084554]
[242523906, 87860037, 15336728, 137499798]
[93013133, 79078986, 129139719, 56972056]
[93013133, 2876449, 93421251, 239289302]
[93013133, 79078986, 27477927, 81768328]
[93013133, 2876449, 93421251, 137750610]
[206045465, 237134557, 150819137, 79847277]
[93013133, 79078986, 20365635, 20133260]
[206045465, 25751687, 125958478, 10377160]
[93013133, 2876449, 93421251, 154870821]
[93013133, 79078986, 20365635, 75573254]
[93013133, 2876449, 93421251, 119000806]
[93013133, 79078986, 27477927, 8971021]
[206045465, 25751687, 125958478, 220793429]
[206045465, 237134557, 98501963, 171512696]
[93013133, 79078986, 20365635, 141954800]
[242523906, 87860037, 15336728, 29733845]
[93013133, 79078986, 27477927, 1939780]
[93013133, 2876449, 93421251, 137285322]
[242523906, 87860037, 15336728, 8125607]
[206045465, 237134557, 150819137, 65476990]
[206045465, 237134557, 98501963, 47230049]
[206045465, 25751687, 125958478, 30888963]
[93013133, 2876449, 93421251, 75868701]
[93013133, 79078986, 20365635, 13932361]
[93013133, 79078986, 20365635, 32800776]
[93013133, 79078986, 27477927, 233580043]
[206045465, 237134557, 98501963, 203213388]
[93013133, 79078986, 129139719, 176884210]
[93013133, 79078986, 129139719, 70910358]
[242523906, 87860037, 15336728, 141997875]
[93013133, 79078986, 20365635, 2524777]
[93013133, 2876449, 93421251, 246039347]
[93013133, 2876449, 141855051, 154571685]
[206045465, 237134557, 150819137, 64420506]
[93013133, 79078986, 27477927, 195881244]
[93013133, 79078986, 27477927, 3439076]
[93013133, 79078986, 27477927, 22543511]
[206045465, 237134557, 150819137, 130839302]
[93013133, 79078986, 27477927, 142084269]
[206045465, 25751687, 125958478, 79701888]
[242523906, 87860037, 241138409, 99722846]
[93013133, 79078986, 129139719, 191800751]
[242523906, 87860037, 15336728, 133861244]
[242523906, 87860037, 241138409, 111585541]
[93013133, 2876449, 93421251, 52360765]
[206045465, 237134557, 150819137, 81008724]
[206045465, 25751687, 125958478, 50426663]
[206045465, 237134557, 150819137, 104792234]
[206045465, 237134557, 98501963, 137581501]
[93013133, 79078986, 20365635, 175450030]
[206045465, 237134557, 98501963, 35789477]
[93013133, 2876449, 141855051, 236932748]
[206045465, 237134557, 98501963, 28512911]
[93013133, 2876449, 141855051, 237422372]
[206045465, 237134557, 150819137, 73814725]
[242523906, 87860037, 241138409, 193530592]
[206045465, 237134557, 150819137, 130604410]
[206045465, 237134557, 150819137, 189676858]
[242523906, 87860037, 241138409, 207419127]
[93013133, 2876449, 93421251, 52640094]
[206045465, 25751687, 125958478, 222408860]
[93013133, 79078986, 20365635, 82176783]
[93013133, 2876449, 93421251, 191038065]
[242523906, 87860037, 241138409, 170460200]
[93013133, 2876449, 93421251, 90059752]
[242523906, 87860037, 15336728, 131368770]
[93013133, 79078986, 129139719, 181735324]
[206045465, 237134557, 150819137, 96651238]
[206045465, 237134557, 98501963, 59398886]
[93013133, 79078986, 20365635, 224123282]
[206045465, 237134557, 150819137, 129752970]
[242523906, 87860037, 15336728, 24850141]
[93013133, 2876449, 93421251, 235056604]
[206045465, 237134557, 98501963, 36551611]
[206045465, 237134557, 98501963, 3582238]
[93013133, 79078986, 27477927, 96000636]
[93013133, 2876449, 93421251, 139862392]
[206045465, 237134557, 150819137, 220171007]
[242523906, 87860037, 241138409, 173715551]
[242523906, 87860037, 15336728, 59781202]
[206045465, 237134557, 150819137, 169112131]
[93013133, 2876449, 93421251, 212050835]
[206045465, 237134557, 98501963, 146155992]
[93013133, 2876449, 93421251, 17442774]
[242523906, 87860037, 241138409, 180220072]
[93013133, 2876449, 141855051, 7549544]
[206045465, 25751687, 125958478, 58727338]
[206045465, 237134557, 98501963, 167693925]
[93013133, 79078986, 27477927, 1959517]
[93013133, 2876449, 141855051, 47164159]
[206045465, 25751687, 125958478, 135618780]
[93013133, 79078986, 129139719, 38798583]
[93013133, 79078986, 27477927, 47082011]
[93013133, 79078986, 20365635, 214730942]
[93013133, 79078986, 20365635, 179028874]
[242523906, 87860037, 241138409, 22734631]
[206045465, 237134557, 150819137, 109197033]
[93013133, 2876449, 141855051, 70793428]
[206045465, 237134557, 150819137, 171805126]
[242523906, 87860037, 15336728, 190250740]
[206045465, 237134557, 98501963, 26716111]
[206045465, 25751687, 125958478, 32248519]
[206045465, 25751687, 125958478, 123303228]
[206045465, 237134557, 150819137, 73609787]
[206045465, 237134557, 150819137, 174914154]
[206045465, 237134557, 150819137, 70719431]
[206045465, 25751687, 125958478, 54860235]
[242523906, 87860037, 15336728, 38155372]
[206045465, 237134557, 98501963, 181497295]
[93013133, 2876449, 93421251, 248501397]
[242523906, 87860037, 15336728, 117309286]
[206045465, 237134557, 98501963, 63315316]
[93013133, 79078986, 27477927, 244675531]
[93013133, 79078986, 20365635, 98174299]
[93013133, 79078986, 27477927, 172241102]
[93013133, 2876449, 93421251, 154689309]
[206045465, 25751687, 125958478, 219813976]
[93013133, 79078986, 129139719, 156442526]
[93013133, 79078986, 129139719, 68455454]
[93013133, 2876449, 141855051, 128292909]
[242523906, 87860037, 15336728, 226674575]
[93013133, 79078986, 129139719, 220523389]
[93013133, 2876449, 141855051, 817170]
[93013133, 79078986, 27477927, 96361599]
[93013133, 79078986, 27477927, 53342110]
[206045465, 25751687, 125958478, 89430443]
[93013133, 79078986, 27477927, 186916142]
[242523906, 87860037, 241138409, 85849625]
[206045465, 25751687, 125958478, 80629961]
[242523906, 87860037, 15336728, 18415045]
[93013133, 2876449, 141855051, 240303718]
[93013133, 79078986, 27477927, 8586887]
[93013133, 2876449, 93421251, 142700740]
[93013133, 2876449, 93421251, 81365648]
[206045465, 237134557, 150819137, 204278591]
[93013133, 2876449, 141855051, 121000824]
[93013133, 79078986, 20365635, 167962859]
[206045465, 237134557, 98501963, 11534599]
[206045465, 237134557, 150819137, 219747800]
[93013133, 2876449, 141855051, 225772809]
[93013133, 79078986, 27477927, 176954915]
[206045465, 25751687, 125958478, 34745017]
[93013133, 79078986, 129139719, 174859267]
[93013133, 2876449, 141855051, 118094300]
[206045465, 237134557, 98501963, 71883519]
[206045465, 25751687, 125958478, 223658731]
[93013133, 2876449, 93421251, 174127101]
[93013133, 79078986, 20365635, 173743474]
[242523906, 87860037, 15336728, 89559279]
[206045465, 25751687, 125958478, 122578429]
[206045465, 237134557, 150819137, 101734755]
[206045465, 25751687, 125958478, 178914431]
[206045465, 25751687, 125958478, 36344560]
[93013133, 79078986, 129139719, 99465910]
[93013133, 79078986, 129139719, 30178746]
[242523906, 87860037, 15336728, 92955128]
[93013133, 2876449, 93421251, 93515390]
[206045465, 25751687, 125958478, 71334501]
[242523906, 87860037, 241138409, 36221923]
[93013133, 79078986, 129139719, 60883089]
[93013133, 79078986, 27477927, 26505631]
[93013133, 79078986, 129139719, 24162799]
[242523906, 87860037, 241138409, 169946073]
[206045465, 237134557, 150819137, 21494925]
[242523906, 87860037, 15336728, 85752803]
[93013133, 2876449, 141855051, 220301583]
[206045465, 237134557, 98501963, 142235454]
[206045465, 237134557, 98501963, 247907580]
[93013133, 2876449, 93421251, 7839630]
[93013133, 2876449, 141855051, 31731387]
[242523906, 87860037, 241138409, 67578271]
[206045465, 237134557, 98501963, 51281521]
[93013133, 79078986, 129139719, 219986934]
[206045465, 25751687, 125958478, 43113717]
[206045465, 237134557, 150819137, 169820269]
[93013133, 2876449, 141855051, 100570215]
[206045465, 25751687, 125958478, 218403433]
[93013133, 79078986, 20365635, 179861374]
[242523906, 87860037, 241138409, 159197882]
[93013133, 79078986, 27477927, 156854451]
[206045465, 25751687, 125958478, 78296307]
[93013133, 79078986, 129139719, 245384056]
[93013133, 2876449, 141855051, 231592865]
[93013133, 2876449, 141855051, 124540388]
[93013133, 2876449, 141855051, 154343511]
[93013133, 79078986, 129139719, 46057181]
[206045465, 237134557, 98501963, 145995107]
[93013133, 79078986, 129139719, 142013169]
[206045465, 237134557, 98501963, 172257647]
[93013133, 79078986, 20365635, 207922162]
[206045465, 237134557, 150819137, 145518921]
[242523906, 87860037, 241138409, 223604702]
[206045465, 237134557, 98501963, 127755654]
[242523906, 87860037, 15336728, 211536444]
[206045465, 25751687, 125958478, 103447263]
[93013133, 79078986, 129139719, 145222694]
[93013133, 2876449, 141855051, 124362595]
[93013133, 2876449, 141855051, 104345313]
[206045465, 237134557, 98501963, 177189812]
[93013133, 79078986, 27477927, 119189329]
[93013133, 2876449, 141855051, 20607217]
[93013133, 79078986, 129139719, 238481223]
[93013133, 79078986, 20365635, 51791974]
[93013133, 79078986, 129139719, 71293185]
[206045465, 237134557, 150819137, 50943133]
[242523906, 87860037, 15336728, 168900966]
[206045465, 237134557, 150819137, 199828758]
[242523906, 87860037, 15336728, 32022808]
[242523906, 87860037, 15336728, 201433027]
[242523906, 87860037, 15336728, 119113708]
[93013133, 79078986, 27477927, 84810924]
[93013133, 79078986, 20365635, 92529177]
[206045465, 237134557, 98501963, 197325364]
[93013133, 2876449, 93421251, 203921604]
[242523906, 87860037, 241138409, 228458823]
[93013133, 79078986, 27477927, 188437677]
[93013133, 79078986, 20365635, 102733355]
[242523906, 87860037, 15336728, 25987085]
[242523906, 87860037, 241138409, 6224098]
[206045465, 237134557, 150819137, 239125527]
[93013133, 79078986, 27477927, 213651465]
[206045465, 237134557, 150819137, 176990580]
[93013133, 79078986, 129139719, 6958608]
[93013133, 79078986, 20365635, 140703742]
[93013133, 79078986, 20365635, 88252999]
[93013133, 79078986, 129139719, 33716487]
[206045465, 237134557, 150819137, 118345294]
[206045465, 237134557, 150819137, 192747832]
[206045465, 237134557, 98501963, 230570576]
[93013133, 79078986, 129139719, 100953556]
[93013133, 2876449, 141855051, 168094577]
[242523906, 87860037, 15336728, 187842068]
[242523906, 87860037, 241138409, 240006124]
[93013133, 79078986, 129139719, 167692139]
[93013133, 2876449, 93421251, 140125894]
[242523906, 87860037, 15336728, 197615952]
[93013133, 2876449, 93421251, 133775107]
[206045465, 237134557, 150819137, 173591944]
[242523906, 87860037, 241138409, 76387962]
[93013133, 2876449, 93421251, 14389908]
[93013133, 79078986, 20365635, 47695527]
[206045465, 237134557, 150819137, 202224065]
[93013133, 79078986, 129139719, 16201263]
[206045465, 25751687, 125958478, 89955932]
[93013133, 2876449, 93421251, 188300678]
[93013133, 79078986, 129139719, 156837620]
[242523906, 87860037, 15336728, 71717730]
[93013133, 79078986, 27477927, 146897913]
[206045465, 237134557, 150819137, 227691315]
[93013133, 79078986, 27477927, 113222353]
[93013133, 79078986, 129139719, 44553870]
[206045465, 25751687, 125958478, 42100185]
[93013133, 79078986, 129139719, 32358603]
[93013133, 79078986, 129139719, 241031099]
[93013133, 79078986, 129139719, 83043998]
[93013133, 2876449, 93421251, 166335731]
[206045465, 25751687, 125958478, 189689317]
[206045465, 25751687, 125958478, 8746447]
[242523906, 87860037, 15336728, 217270239]
[206045465, 237134557, 98501963, 180702437]
[206045465, 25751687, 125958478, 56852800]
[206045465, 237134557, 98501963, 36454700]
[206045465, 237134557, 98501963, 62983149]
[93013133, 2876449, 141855051, 213757067]
[206045465, 237134557, 150819137, 59779932]
[93013133, 2876449, 141855051, 54318091]
[93013133, 79078986, 129139719, 198581918]
[242523906, 87860037, 15336728, 204144858]
[93013133, 79078986, 20365635, 57865040]
[206045465, 25751687, 125958478, 9157551]
[206045465, 237134557, 98501963, 140818938]
[93013133, 79078986, 129139719, 38017866]
[93013133, 2876449, 141855051, 96843610]
[206045465, 237134557, 150819137, 13248628]
[206045465, 237134557, 150819137, 185785641]
[93013133, 79078986, 129139719, 159293387]
[242523906, 87860037, 241138409, 61744229]
[93013133, 79078986, 129139719, 19314467]
[93013133, 79078986, 20365635, 108686183]
[93013133, 79078986, 20365635, 39682994]
[242523906, 87860037, 15336728, 103758176]
[93013133, 2876449, 141855051, 171246397]
[93013133, 79078986, 20365635, 148636943]
[242523906, 87860037, 15336728, 198867907]
[206045465, 237134557, 150819137, 189503179]
[93013133, 79078986, 27477927, 136803579]
[93013133, 79078986, 27477927, 57563542]
[206045465, 237134557, 98501963, 32209174]
[206045465, 237134557, 98501963, 122193608]
[206045465, 237134557, 98501963, 70380044]
[93013133, 79078986, 20365635, 103259682]
[206045465, 237134557, 150819137, 43460641]
[242523906, 87860037, 15336728, 3114699]
[93013133, 79078986, 20365635, 150935591]
[242523906, 87860037, 15336728, 114114682]
[93013133, 2876449, 93421251, 237601919]
[206045465, 25751687, 125958478, 1803839]
[206045465, 25751687, 125958478, 7791737]
[93013133, 79078986, 27477927, 44548172]
[206045465, 25751687, 125958478, 161034667]
[242523906, 87860037, 241138409, 220018687]
[93013133, 79078986, 129139719, 119733133]
[93013133, 79078986, 27477927, 35026441]
[242523906, 87860037, 241138409, 117309016]
[206045465, 237134557, 150819137, 86411038]
[93013133, 79078986, 20365635, 7831861]
[93013133, 2876449, 141855051, 190783229]
[93013133, 2876449, 93421251, 2252067]
[93013133, 2876449, 141855051, 106269840]
[206045465, 25751687, 125958478, 211313875]
[242523906, 87860037, 15336728, 209319353]
[242523906, 87860037, 15336728, 151622765]
[93013133, 79078986, 27477927, 24815774]
[206045465, 25751687, 125958478, 40241422]
[93013133, 79078986, 20365635, 208583503]
[242523906, 87860037, 241138409, 201185479]
[242523906, 87860037, 15336728, 75473391]
[206045465, 237134557, 98501963, 164668748]
[93013133, 79078986, 20365635, 38178480]
[206045465, 237134557, 150819137, 17813386]
[242523906, 87860037, 241138409, 175600051]
[93013133, 2876449, 93421251, 184232578]
[242523906, 87860037, 15336728, 48180656]
[93013133, 2876449, 93421251, 18297525]
[93013133, 2876449, 141855051, 106565756]
[93013133, 79078986, 27477927, 207079139]
[93013133, 79078986, 27477927, 215762954]
[206045465, 25751687, 125958478, 162765388]
[206045465, 237134557, 150819137, 99704998]
[206045465, 25751687, 125958478, 132428511]
[93013133, 79078986, 27477927, 101148377]
[206045465, 237134557, 98501963, 168007500]
[206045465, 237134557, 98501963, 149970653]
[93013133, 79078986, 129139719, 157020719]
[206045465, 237134557, 98501963, 137800396]
[93013133, 79078986, 20365635, 150121533]
[93013133, 79078986, 129139719, 204797385]
[93013133, 2876449, 141855051, 57575266]
[206045465, 237134557, 150819137, 41816851]
[206045465, 25751687, 125958478, 247789793]
[206045465, 25751687, 125958478, 37933073]
[93013133, 2876449, 141855051, 55330913]
[206045465, 25751687, 125958478, 190642166]
[93013133, 2876449, 93421251, 134791765]
[206045465, 237134557, 150819137, 111665345]
[93013133, 2876449, 141855051, 237836515]
[93013133, 79078986, 20365635, 17918337]
[93013133, 79078986, 129139719, 185543455]
[93013133, 2876449, 141855051, 151194993]
[242523906, 87860037, 241138409, 150837249]
[206045465, 25751687, 125958478, 154759002]
[93013133, 79078986, 20365635, 193588497]
[93013133, 79078986, 129139719, 91330552]
[206045465, 25751687, 125958478, 136314260]
[93013133, 2876449, 93421251, 200440735]
[242523906, 87860037, 15336728, 47584512]
[206045465, 237134557, 98501963, 191847255]
[206045465, 237134557, 98501963, 208789446]
[242523906, 87860037, 241138409, 61345362]
[206045465, 237134557, 98501963, 13874703]
[242523906, 87860037, 241138409, 72179819]
[206045465, 237134557, 150819137, 48594881]
[93013133, 79078986, 20365635, 151213924]
[206045465, 25751687, 125958478, 12930295]
[93013133, 2876449, 141855051, 38966147]
[206045465, 25751687, 125958478, 234218969]
[242523906, 87860037, 241138409, 225535345]
[206045465, 25751687, 125958478, 114510516]
[93013133, 79078986, 129139719, 21968391]
[206045465, 25751687, 125958478, 132966249]
[93013133, 79078986, 129139719, 77183784]
[206045465, 237134557, 98501963, 149533705]
[93013133, 2876449, 93421251, 136704583]
[93013133, 79078986, 20365635, 72783989]
[206045465, 25751687, 125958478, 209839579]
[206045465, 237134557, 150819137, 126499067]
[242523906, 87860037, 15336728, 189170271]
[93013133, 79078986, 129139719, 39196999]
[93013133, 79078986, 129139719, 36413054]
[206045465, 237134557, 98501963, 131257529]
[93013133, 79078986, 129139719, 128371556]
[242523906, 87860037, 15336728, 201646795]
[206045465, 237134557, 150819137, 97765648]
[93013133, 79078986, 20365635, 167302528]
[206045465, 237134557, 98501963, 117838781]
[93013133, 2876449, 93421251, 190121528]
[93013133, 2876449, 93421251, 98204832]
[93013133, 79078986, 27477927, 76933583]
[206045465, 25751687, 125958478, 236163391]
[206045465, 237134557, 98501963, 180024140]
[93013133, 2876449, 93421251, 68083861]
[93013133, 79078986, 129139719, 46947062]
[242523906, 87860037, 15336728, 154112273]
[93013133, 79078986, 27477927, 193407580]
[93013133, 79078986, 129139719, 105904777]
[242523906, 87860037, 15336728, 49544852]
[93013133, 79078986, 129139719, 55928967]
[93013133, 79078986, 27477927, 13302953]
[93013133, 79078986, 20365635, 74984845]
[206045465, 25751687, 125958478, 117998127]
[93013133, 79078986, 27477927, 235968591]
[93013133, 79078986, 20365635, 30182309]
[242523906, 87860037, 15336728, 222586684]
[93013133, 79078986, 27477927, 56185397]
[93013133, 2876449, 141855051, 68468676]
[206045465, 237134557, 150819137, 72540949]
[93013133, 79078986, 27477927, 211957970]
[93013133, 79078986, 20365635, 5473727]
[93013133, 79078986, 129139719, 96141400]
[206045465, 25751687, 125958478, 165502873]
[242523906, 87860037, 241138409, 164838455]
[206045465, 25751687, 125958478, 240825053]
[242523906, 87860037, 15336728, 98078161]
[93013133, 2876449, 93421251, 40949067]
[206045465, 237134557, 150819137, 6088586]
[242523906, 87860037, 241138409, 35002689]
[206045465, 237134557, 98501963, 172333000]
[93013133, 2876449, 141855051, 196003403]
[93013133, 79078986, 27477927, 55201133]
[242523906, 87860037, 241138409, 208649583]
[93013133, 2876449, 141855051, 28708853]
[93013133, 79078986, 20365635, 98801116]
[242523906, 87860037, 241138409, 236508955]
[93013133, 79078986, 20365635, 100362904]
[93013133, 2876449, 93421251, 216222188]
[206045465, 237134557, 98501963, 152624939]
[242523906, 87860037, 15336728, 11354306]
[206045465, 237134557, 150819137, 28153443]
[242523906, 87860037, 15336728, 195865268]
[93013133, 2876449, 93421251, 48121179]
[206045465, 237134557, 98501963, 237152001]
[242523906, 87860037, 15336728, 63196219]
[206045465, 237134557, 150819137, 96065850]
[93013133, 2876449, 93421251, 175002351]
[242523906, 87860037, 241138409, 236356729]
[93013133, 79078986, 20365635, 54205449]
