[239554898, 102907710, 132452821]
[216146863, 154355536, 247274865, 28097523]
[10971906, 85868500, 230407634, 120607678]
[112655291, 19209424, 128847631, 16601868]
[60417925, 51741037, 151086464, 137250898]
[202934950, 176470526, 50794561, 108181639]
[184452350, 76673988, 118948775, 182255855]
[126015619, 3034421, 212217405, 167742610]
[240507357, 41775614, 33310911, 237182466]
[20975483, 210504506, 196721073, 9512919]
[240973929, 83097505, 20780799, 155891536]
[16205631, 11382290, 21291978, 45306665]
[16408393, 153037207, 171574927, 46825902]
[214617228, 115880274, 59132904, 188826015]
[139255779, 148161601, 205346379, 98497546]
[218542507, 210706211, 168501371, 46696]
[240973929, 83532539, 32527346, 150790356]
[96343362, 204324079, 66426087, 226918381]
[28939697, 123364048, 153858753, 176774459]
[121975721, 14824860, 227395016, 204914823]
[194815188, 22571434, 65947782, 155951263]
[163042645, 131275937, 42505742, 136698582]
[99697683, 45418046, 128029953, 133558479]
[46100675, 180066968, 148279887, 140019450]
[226962391, 31054327, 203495715, 207352678]
[82205394, 222031531, 97617751, 27697517]
[49431804, 246457812, 60530307, 2228945]
[211510271, 40815467, 175548497, 118824372]
[13886713, 84410896, 240084283, 76559699]
[239393237, 164714934, 246715145, 166672684]
[139407978, 28655380, 221952859, 198190006]
[96343362, 204324079, 66426087, 138515307]
[223787457, 102279757, 212932675, 119862989]
[239554898, 231847501, 23186257, 174930235]
[184452350, 102640177, 188451254, 125239156]
[24231581, 15527440, 40703717, 144392920]
[22619776, 109555255, 199440713, 183041558]
[125297590, 105327896, 199978104, 32271149]
[82212583, 193617759, 234025706, 218172448]
[162649472, 196857788, 94240583, 26899139]
[92409577, 127201543, 182608397, 144193889]
[204923669, 241002532, 207479341, 26321064]
[154023279, 69813054, 120222816, 1069474]
[121975721, 12187143, 29641881, 66223840]
[123288860, 93305486, 184549664, 12332196]
[205226715, 133867163, 196411643, 168834880]
[22619776, 109555255, 199440713, 187963998]
[121975721, 42062284, 75194355, 13024942]
[199976190, 8845771, 43351176, 176582633]
[136727690, 26278986, 207374225, 161972895]
[84520636, 237778570, 196168764, 6740297]
[218542507, 210706211, 70638578, 29349329]
[173377106, 227979404, 182624742, 174072203]
[85279524, 136537575, 155460341, 215030861]
[70079855, 233096751, 143763831, 228272874]
[49431804, 246457812, 177362205, 171188714]
[49431804, 239753856, 105078153, 130765319]
[82232448, 22215910, 166429214, 69075164]
[205226715, 161852671, 220999244, 176812117]
[187793648, 164851756, 41130429, 148890578]
[20975483, 210504506, 196721073, 196622649]
[10971906, 167142189, 19053199, 50242547]
[88331270, 202267763, 186361529, 145215642]
[181938804, 163199325, 123452341, 177482138]
[83435517, 31853407, 117969850, 81969849]
[32676012, 195138918, 93193866, 131244343]
[20975483, 40976009, 65714292, 18220582]
[184029640, 77281074, 198268185, 245566863]
[205226715, 6410317, 33411996, 142283469]
[218922006, 56951424, 141743022, 121963644]
[20975483, 21156051, 161360286, 165673404]
[154023279, 229367198, 58448022, 164800284]
[49431804, 24092436, 92023561, 18527399]
[233262282, 231812234, 239226994, 52404441]
[117155021, 75604729, 248376971, 31550394]
[48016099, 12649474, 228934017, 154564831]
[108906837, 199773189, 71402764, 116276133]
[88331270, 147368379, 41281097, 121465660]
[169313277, 46027908, 89275938, 124730914]
[25001273, 6626874, 19585353, 93866654]
[208230092, 214761888, 43283320, 160009521]
[181938804, 42064276, 19038464, 231074574]
[204318514, 96260484, 124198569, 210335078]
[18886745, 225393292, 56726216, 103845340]
[111584673, 59739155, 89808464, 3068219]
[31297005, 54490622, 234779012, 57687370]
[185021265, 120449815, 33146577, 248048374]
[164878588, 180251660, 91094660, 119372865]
[139407978, 206633498, 136637315]
[187793648, 164851756, 145752835, 78687441]
[139255779, 10547589, 17697623, 68589854]
[49431804, 24092436, 92023561, 61714549]
[155770077, 125273507, 74275194, 92600360]
[28939697, 114464836, 89076961, 152038630]
[76710225, 61686088, 75379133, 211903054]
[108906837, 199773189, 71402764, 118379255]
[88279509, 60221365, 144961178, 64920825]
[119048721, 211230462, 224092800, 222114976]
[10737719, 216304733, 179794090, 223546658]
[205226715, 133867163, 142713574, 95711038]
[140347209, 117240589, 218215908, 9516260]
[188932858, 200934080, 97777798, 95139620]
[174915493, 246844864, 162468391, 59825146]
[211510271, 40815467, 175548497, 2406097]
[74869342, 30527162, 33520167, 237597630]
[25001273, 207839760, 6365010, 141667955]
[35552242, 162669051, 148870766, 66049438]
[173377106, 137770236, 47560964, 82134163]
[99697683, 45418046, 128029953, 68151383]
[179498829, 84856051, 118915353, 58464230]
[239393237, 245592069, 19580322, 34696239]
[112655291, 19209424, 201033010, 27220]
[232851278, 76379705, 179522276, 225399205]
[164878588, 229867315, 18985368, 41095166]
[245186357, 33815929, 108123936, 58232717]
[103795362, 77377293, 23101631, 73763570]
[139255779, 168173206, 225516292, 134975457]
[21720706, 134383314, 48751401, 179245920]
[80810737, 179338136, 62942680, 235200987]
[112868826, 66077729, 180618289, 187768467]
[205972194, 61946850, 217597649, 26482526]
[116640107, 175919948, 230396891, 198687711]
[208401552, 123724305, 159653775, 46516749]
[161888310, 59938753, 183587593, 174928801]
[84732876, 229889095, 193890556, 86292845]
[10737719, 216304733, 179794090, 193405812]
[245186357, 53095622, 48374985, 153288625]
[112655291, 19209424, 208223836, 187623355]
[202934950, 97398191, 173870955, 166371236]
[83222023, 31285400, 205745465, 205844550]
[148907630, 26611378, 193025159, 202208470]
[96017771, 5878864, 94690340, 113045901]
[25001273, 207839760, 167416073, 139625241]
[168408190, 86291210, 166695298, 94816834]
[117485685, 71142349, 113275482, 177763502]
[96017771, 5878864, 77101726, 113702571]
[22619776, 37360844, 94210235, 187354758]
[176832117, 16177437, 229759795, 47438482]
[155906635, 180949973, 18837139, 171875320]
[74256662, 133612070, 30474059, 63252736]
[168481628, 26849880, 38726798, 52991435]
[185689250, 130812845, 120689371, 193831825]
[25353857, 25548869, 57635100, 42938573]
[232851278, 76379705, 179522276, 242900289]
[169717436, 196396330, 192705456, 208637591]
[80765703, 141535867, 211619987, 95004391]
[155506535, 10099291, 138238167, 227395170]
[226962391, 114645840, 2251938, 72194581]
[176878569, 107188144, 139945728, 8454410]
[108906837, 199773189, 71402764, 198179900]
[222119453, 80460225, 47897460, 84178209]
[168408190, 86291210, 166695298, 144561847]
[205972194, 86177255, 137657541, 78628145]
[96578724, 13602607, 219462345, 241794618]
[160482675, 174482424, 77603558, 50271523]
[83228600, 172974354, 76843165, 61703296]
[16205631, 11382290, 21291978, 152396119]
[20195691, 248537501, 190763261, 36575614]
[121690776, 99657203, 237578674, 170290201]
[245186357, 104175749, 209709172, 126615424]
[164878588, 229867315, 18985368, 137655390]
[49986552, 151382489, 61990312, 231286209]
[181938804, 60690532, 208005699, 241241750]
[92409577, 36859405, 163744403, 175531654]
[245186357, 53095622, 48374985, 159338727]
[85998254, 223193043, 27948164, 103345769]
[115917063, 113950444, 190849006, 82234406]
[115917063, 113950444, 182350992, 50320368]
[222119453, 85409032, 82869299, 4638996]
[10379212, 12391743, 144597231, 177248449]
[23593792, 205572457, 2412153, 134283666]
[96343362, 35688949, 120403719, 134337736]
[239554898, 105465088, 125977636, 133536575]
[49431804, 239753856, 105078153, 92135066]
[169717436, 214896517, 160185875, 151501997]
[83435517, 160810926, 179495960, 20169769]
[54792871, 223562163, 178724447, 154157943]
[20649053, 38514294, 173970477, 159940304]
[159080285, 42171795, 196470360, 109232195]
[174915493, 246844864, 162468391, 59702288]
[121975721, 14824860, 77298143, 29121214]
[106213047, 178262686, 232522735, 154390226]
[97733179, 60584128, 66335584, 161865917]
[152760441, 41836273, 30896378, 53564557]
[121690776, 99657203, 59436915, 134455746]
[84732876, 229889095, 217748667, 218968487]
[211316160, 37095821, 218824995, 121604312]
[115917063, 113950444, 182350992, 150387358]
[10106479, 99839777, 84934558, 77107527]
[13109669, 214844984, 113565166, 71359827]
[104573498, 139736287, 57981276, 216396533]
[32676012, 43798277, 152559849, 98207726]
[169313277, 9510243, 54726766, 187222774]
[176878569, 107188144, 57098315, 168057360]
[49986552, 151382489, 98990751, 5158963]
[51132729, 24067603, 71597648, 144204650]
[82205394, 64233566, 94672767, 157962726]
[239196886, 125080126, 85955138, 181626043]
[146595498, 201312670, 243784883, 95697572]
[96578724, 13602607, 219462345, 155404254]
[47163196, 31168336, 87938622, 45324735]
[112655291, 83034732, 9978636, 192999076]
[164878588, 71104523, 98024612, 49754456]
[84732876, 241789311, 87079981, 43175271]
[205226715, 161852671, 220999244, 108254239]
[207966434, 70493937, 72682838, 233578156]
[47163196, 31168336, 87938622, 55629874]
[164878588, 229867315, 166291559, 133763891]
[85279524, 9931594, 23855659, 184021133]
[99697683, 8582985, 171381387, 212133181]
[139407978, 206633498, 209469094]
[92409577, 127201543, 182608397, 28090410]
[121975721, 14824860, 73209884, 148524403]
[204318514, 96260484, 124198569, 178288750]
[46100675, 242357310, 153920114, 163851472]
[84732876, 229889095, 217748667, 91407587]
[169492383, 134805362, 204695085, 79691146]
[88331270, 202267763, 186361529, 29821515]
[164878588, 245665971, 83403291, 221135371]
[204923669, 241002532, 207479341, 122831859]
[151970870, 105653424, 233966811, 156425993]
[121975721, 107116936, 187684362, 218837295]
[28779114, 129128005, 226220635, 237031294]
[211316160, 37095821, 124213554, 23776992]
[151970870, 105653424, 15676363, 76204027]
[82205394, 222031531, 97617751, 235463375]
[224376413, 15682689, 18147081, 175737647]
[163813705, 132076665, 238635194, 82659070]
[23593792, 205572457, 2412153, 162335551]
[177119877, 214819640, 209692584, 193307756]
[167760064, 204843996, 95512637, 45367527]
[28939697, 123364048, 231894319, 163193455]
[174915493, 246844864, 73553668, 237155243]
[152865647, 34304426, 142969536, 209810093]
[58430490, 172895116, 5632786, 124814279]
[96343362, 100486110, 207436691, 153921457]
[192049153, 243314197, 211744150, 108987241]
[155506535, 10099291, 138238167, 50202300]
[60417925, 70729437, 195152800, 55457335]
[190568229, 125161204, 110226349, 94601685]
[13886713, 25432361, 119238540, 42466079]
[60417925, 51741037, 151086464, 41231878]
[164878588, 229867315, 166291559, 22962510]
[133122770, 110032371, 218304180, 204180126]
[148907630, 26611378, 223997019, 11347164]
[164878588, 71104523, 98024612, 19369832]
[124206638, 48607635, 205159272, 126014410]
[104573498, 139736287, 239214711, 13466961]
[60417925, 51741037, 151086464, 132241778]
[96343362, 204324079, 66426087, 34287102]
[28939697, 83720688, 178786589, 168656071]
[49986552, 151382489, 61990312, 235966209]
[241718137, 240234294, 209845164, 195563602]
[10379212, 12391743, 5269103, 24186956]
[8685447, 234393374, 146940291, 239139830]
[106335033, 136435540, 183634587, 31094725]
[32676012, 195138918, 178653906, 93714188]
[213579804, 244349371, 165578575, 193420851]
[76832338, 137469819, 120650679, 151413223]
[205972194, 92870195, 23901377, 40564756]
[163813705, 243210101, 156158070, 51471785]
[210253789, 186269903, 135252581, 84457082]
[205226715, 161852671, 153828978, 10844735]
[20195691, 248537501, 179640856, 219965850]
[85998254, 248045083, 240040489, 48302114]
[207966434, 70493937, 34137722, 107509426]
[239554898, 231847501, 34497059, 19220212]
[90480851, 82849463, 92684410, 172521542]
[239679406, 224062054, 145557329, 205355970]
[211316160, 37095821, 124213554, 157231404]
[205226715, 133867163, 142713574, 27271969]
[146418165, 99355176, 116723594, 145434074]
[87995577, 64817325, 142967832, 28703381]
[172696320, 32584832, 9138130, 186958302]
[169717436, 168877842, 145613447, 208324856]
[96578724, 13602607, 219462345, 101687805]
[103795362, 77377293, 162264657, 26450999]
[80810737, 179338136, 62942680, 98962293]
[162374829, 40832358, 210795599, 3892859]
[20975483, 210504506, 85224090, 71797947]
[188932858, 159514019, 138367363, 190920560]
[104933563, 21546646, 199216700, 146176001]
[108304558, 205317970, 38487022, 28463054]
[160482675, 152741116, 87144591, 30113957]
[22619776, 109555255, 163654957, 174281984]
[211510271, 40815467, 12295450, 74057130]
[126015619, 3034421, 212217405, 73203390]
[184029640, 77281074, 198268185, 130588217]
[230911772, 149319629, 241600396, 13917273]
[240973929, 83532539, 32527346, 63312444]
[182613668, 118064322, 75889561, 34312833]
[71126603, 195320975, 205944051, 65827227]
[230911772, 149319629, 241600396, 53666428]
[20649053, 38514294, 184996350, 120458193]
[220463203, 184655377, 61402674, 191079529]
[74329510, 39112394, 1072059, 131783712]
[205972194, 61946850, 217597649, 210746000]
[188932858, 159514019, 138367363, 146556952]
[74329510, 124765354, 49009538, 121122981]
[102428331, 177733082, 135289906, 142410498]
[125297590, 105327896, 226566196, 150249135]
[151970870, 105653424, 194192038, 141529161]
[192049153, 182605989, 208996845, 214713388]
[74329510, 39112394, 1072059, 95827278]
[22619776, 178224923, 22761054, 248499794]
[174915493, 246844864, 73553668, 26157520]
[20195691, 248537501, 142218587, 184375627]
[97733179, 60584128, 75130471, 214252853]
[112655291, 19209424, 232522597, 80081881]
[106213047, 138349628, 224400001, 162125231]
[19078720, 176587752, 111680255, 35697405]
[19078720, 176587752, 119266545, 208713467]
[173651877, 69134606, 138665615, 121712365]
[245186357, 33815929, 103613504, 90425404]
[154551859, 132819502, 6276547, 122802229]
[133122770, 209931687, 246736827, 190135466]
[170206712, 12111425, 193370944, 64656891]
[239393237, 164714934, 224904743, 136954575]
[245186357, 104175749, 161846456, 102162315]
[42779529, 27928593, 225954198, 154882667]
[233262282, 87811742, 202006393, 67644024]
[18782487, 203178984, 242969855, 171505238]
[117155021, 75604729, 248376971, 195028642]
[72760936, 3767875, 33619245, 2996221]
[90480851, 84672421, 94467169, 178333394]
[63945555, 45044359, 110413165, 133076978]
[218542507, 210706211, 5747075, 37141528]
[85998254, 248045083, 25312165, 59558190]
[121690776, 115201947, 136745825, 174840262]
[123585542, 226332800, 231392089, 173899989]
[121690776, 99657203, 206690793, 183412955]
[94970487, 8847874, 92398314, 112430206]
[147630629, 151334426, 141540138, 24819106]
[83228600, 3760306, 191373456, 222470166]
[121690776, 115201947, 198483596, 69170066]
[213112826, 25516838, 105566614, 200153413]
[22619776, 37360844, 94210235, 248318152]
[239554898, 231847501, 23186257, 179198690]
[104573498, 121415770, 149472192, 124898478]
[20649053, 38514294, 51410810, 46489116]
[83228600, 3760306, 191373456, 189774337]
[175547192, 36313437, 58613963, 245736807]
[113075252, 2913513, 148257837, 160567593]
[122022488, 195333470, 134406233, 226823997]
[85279524, 136537575, 155460341, 171794621]
[96343362, 100486110, 207436691, 106827512]
[197930535, 234635560, 135700399, 74886964]
[84732876, 16710477, 161430171, 239209680]
[245186357, 51214878, 45978248, 57046730]
[184452350, 76673988, 118948775, 2446407]
[169492383, 134805362, 104463455, 226894178]
[146595498, 201312670, 243784883, 8080866]
[124619536, 212270092, 18763595, 244699193]
[20621167, 224126767, 65238341, 90827736]
[13886713, 84410896, 181230399, 83542751]
[202536968, 196923317, 193606388, 178684050]
[125297590, 105327896, 199978104, 35260756]
[146418165, 238957552, 30225719, 235652595]
[11002910, 71226924, 9491593, 245725794]
[103795362, 77377293, 162264657, 159710567]
[243437450, 43358678, 148659420, 75315696]
[184452350, 76673988, 26762926, 34310699]
[64151556, 161405250, 46616119, 194198003]
[20975483, 230656521, 145023674, 247347844]
[192049153, 182605989, 208996845, 175714299]
[131161949, 182719904, 31830738, 50530113]
[239554898, 105465088, 125977636, 61420090]
[188932858, 115146698, 145452173, 25675416]
[13886713, 25432361, 2786859, 215282400]
[123585542, 226332800, 231392089, 233663259]
[18886745, 225393292, 42124268, 39589501]
[243437450, 43358678, 148659420, 163090085]
[211510271, 40815467, 175548497, 201468744]
[108304558, 205317970, 38487022, 149232449]
[28939697, 123364048, 153858753, 75243852]
[12733949, 207216632, 16485771, 164719875]
[218542507, 210706211, 70638578, 247666509]
[239554898, 102907710, 176666416, 60591782]
[187793648, 164851756, 41130429, 88587046]
[199976190, 80403497, 62774750, 243904290]
[64151556, 161405250, 46616119, 54335442]
[240507357, 88950933, 207300081, 150987003]
[151970870, 105653424, 194192038, 14791591]
[27929889, 82163150, 1003864, 154338974]
[20195691, 163393198, 3415533, 10858936]
[76710225, 61686088, 75379133, 120194748]
[136301248, 173237109, 236047669, 193147182]
[239554898, 231847501, 23186257, 10814528]
[170206712, 12111425, 214226545, 103980614]
[72760936, 139060137, 35863467, 31770946]
[102428331, 177733082, 129251195, 46540213]
[123465332, 65575915, 12715842, 117705083]
[96343362, 35688949, 120403719, 172349746]
[122022488, 195333470, 134406233, 52117630]
[205972194, 92870195, 133973930, 17347543]
[239196886, 125080126, 176032521, 212680902]
[147518822, 122122603, 139867447, 232104028]
[80810737, 179338136, 62663263, 218812241]
[71126603, 195320975, 205944051, 175286069]
[20195691, 248537501, 179640856, 73161525]
[139407978, 13422933, 168235173, 187700690]
[63945555, 123653059, 147481113, 160899459]
[42779529, 94357672, 222611044, 224953031]
[9953629, 27976225, 80861230, 84458886]
[179498829, 84856051, 92709524, 100262500]
[146595498, 201312670, 243784883, 215931805]
[163042645, 131275937, 42505742, 173709924]
[183340201, 189313754, 171136531, 196209455]
[22619776, 37360844, 82301377, 188162605]
[82232448, 22215910, 137186544, 137601754]
[243854923, 131996813, 143905498, 227320393]
[49986552, 151382489, 227281599, 214916830]
[213579804, 244349371, 130584908, 4043015]
[164878588, 71104523, 98024612, 173908271]
[121773903, 154727771, 215699634, 209110259]
[97733179, 60584128, 75130471, 191042333]
[230911772, 236055048, 59841582, 218646215]
[195122300, 8092110, 111096894, 51971803]
[233262282, 231812234, 47735596, 48964175]
[10971906, 167142189, 19053199, 225297797]
[25353857, 25548869, 12019275, 44708851]
[24231581, 15527440, 40703717, 9560685]
[112655291, 19209424, 128847631, 39081452]
[207053706, 37845295, 14019710, 173842543]
[25001273, 6626874, 19585353, 10333033]
[124206638, 48607635, 205159272, 225360039]
[125297590, 105327896, 199978104, 208345369]
[243437450, 183223320, 106088173, 100331476]
[123465332, 65575915, 12715842, 194566466]
[59624713, 201443810, 5020132, 53879932]
[188932858, 122049085, 209890975, 230121808]
[20649053, 159297347, 74642976, 60898707]
[59461186, 177985189, 35632046, 53974569]
[27154418, 2070364, 154566045, 81117002]
[220463203, 184655377, 61402674, 234514148]
[176878569, 107188144, 95985101, 40451637]
[245186357, 33815929, 81317813, 56987016]
[113588501, 150903877, 15899272, 246924334]
[174915493, 246844864, 73553668, 26517307]
[169717436, 214896517, 160185875, 63899577]
[104573498, 121415770, 149472192, 187891726]
[121975721, 14824860, 80600832, 160653964]
[123585542, 150509471, 194857191, 149923491]
[72760936, 3767875, 225562151, 111212002]
[51132729, 24067603, 110839657, 142440855]
[89417505, 172195248, 139540668, 38153711]
[150812197, 207907728, 235158136, 63867060]
[139407978, 30753859, 195428361, 42174909]
[167539219, 192052900, 155852712, 52497681]
[121975721, 107116936, 187684362, 31994672]
[214466091, 35650223, 97494047, 25979527]
[123585542, 93817862, 231442116, 244240327]
[167539219, 200713290, 145776618, 221758209]
[173651877, 238763074, 108914390, 134671092]
[218542507, 210706211, 70638578, 151541389]
[8685447, 234393374, 17927912, 148502281]
[10106479, 190143267, 31611117, 94571194]
[169717436, 96660292, 58452162, 163782431]
[240973929, 83097505, 50179473, 220792052]
[177119877, 214819640, 128621318, 69057325]
[195122300, 132357371, 231693937, 105518019]
[28779114, 129128005, 90017851, 223345129]
[176878569, 107188144, 95985101, 99366832]
[22619776, 37360844, 82301377, 66958326]
[214976764, 232135327, 48081430, 207098558]
[218542507, 27686776, 57877320, 101656481]
[126015619, 3034421, 7944536, 230428064]
[113599894, 61369480, 194107823, 79503562]
[245186357, 33815929, 3943043, 153188507]
[167539219, 200713290, 145776618, 211750800]
[176878569, 107188144, 139945728, 197941385]
[152760441, 85947700, 92184091, 102636744]
[182613668, 214215086, 43050540, 24174100]
[169744084, 52786665, 154800164, 2913401]
[28939697, 123364048, 105642038, 14614865]
[190568229, 44761891, 10375334, 148448835]
[16408393, 191831767, 178753071, 227820664]
[13109669, 214844984, 195175909, 76140963]
[20195691, 76067494, 114991732, 206735211]
[223787457, 102279757, 212932675, 180971762]
[239679406, 25346579, 18587290, 134216087]
[32676012, 43798277, 151247614, 194140934]
[25831861, 107167498, 53126795, 191908836]
[173651877, 69134606, 229847385, 46622433]
[188932858, 200934080, 132971194, 70996495]
[115889120, 99949980, 241234268, 113696610]
[168408190, 86291210, 166695298, 244713652]
[245186357, 33815929, 103613504, 131702159]
[136301248, 178112656, 169802313, 224665658]
[126015619, 3034421, 7944536, 177762529]
[24846365, 15826856, 161286231, 194677923]
[205407009, 243689949, 194850606, 108538701]
[74869342, 30527162, 220755953, 115150919]
[80810737, 179338136, 62942680, 128623782]
[106261171, 126184161, 3990131, 116886306]
[139255779, 10547589, 127972107, 65684262]
[83228600, 3760306, 191373456, 146509097]
[207966434, 70493937, 34137722, 177113965]
[9953629, 187022359, 176899446, 171214482]
[18782487, 203178984, 219329932, 245129008]
[146418165, 238957552, 30225719, 146314516]
[205226715, 161852671, 153828978, 78022417]
[32676012, 195138918, 178653906, 3302555]
[118348159, 41843502, 140178002, 106622473]
[147518822, 3247038, 122014771, 65063398]
[19175843, 71141250, 212004444, 94354548]
[150812197, 121922710, 149969927, 36922573]
[239554898, 231847501, 23186257, 104807276]
[204923669, 55371512, 158920153, 236699111]
[35552242, 162669051, 22217094, 183068480]
[139255779, 117323211, 86191772, 62340515]
[245186357, 33815929, 173663102, 163572486]
[148907630, 143141347, 51124938, 211646449]
[155906635, 180949973, 18837139, 58282087]
[202536968, 98935436, 177735853, 1029222]
[97733179, 60584128, 75130471, 143966513]
[102428331, 177733082, 129251195, 234695199]
[102428331, 177733082, 47880734, 59540718]
[224589236, 181327295, 242761733, 227462403]
[146418165, 99355176, 116723594, 231752057]
[148907630, 26611378, 193025159, 174146668]
[74329510, 39112394, 1072059, 245503841]
[204923669, 241002532, 62700247, 126214957]
[97733179, 60584128, 66335584, 150228657]
[234718713, 240378660, 90348032, 3814270]
[20975483, 21156051, 135702561, 55017157]
[122022488, 195333470, 134406233, 222002098]
[154551859, 132819502, 6276547, 55391859]
[20195691, 248537501, 195929173, 109224938]
[122022488, 195333470, 134406233, 210546995]
[8685447, 234393374, 146940291, 200165940]
[151970870, 105653424, 233966811, 131822962]
[169744084, 52786665, 154800164, 162877576]
[43279741, 236671125, 213367426, 235704956]
[146418165, 238957552, 220070959, 6844727]
[184452350, 76673988, 118948775, 190111127]
[84732876, 241789311, 87079981, 4351279]
[84732876, 241789311, 246663332, 189628772]
[139407978, 30753859, 195428361, 196254888]
[139669204, 59857076, 203176635, 240243502]
[112655291, 19209424, 128847631, 239682340]
[108304558, 141444190, 208559232, 169939917]
[27154418, 153048969, 91021117, 108280964]
[147630629, 151334426, 141540138, 91820145]
[96343362, 204324079, 66426087, 192557443]
[35552242, 93220486, 31058309, 119694914]
[72895078, 17932490, 238981785, 26144513]
[21720706, 134383314, 48751401, 37654094]
[149858644, 196436553, 182379394, 171768990]
[9953629, 20319404, 10979674, 222702653]
[239393237, 164714934, 240019004, 160631015]
[239679406, 25346579, 66525943, 107208842]
[211804832, 103588449, 153329831, 218555818]
[146418165, 238957552, 30225719, 228764710]
[118692768, 135569123, 179162329, 110105639]
[103795362, 77377293, 23101631, 217656653]
[123585542, 93817862, 231442116, 59102603]
[96343362, 228324357, 189330347, 84703864]
[177119877, 208669082, 164121493, 188080962]
[121975721, 14824860, 73209884, 166394415]
[133122770, 110032371, 218304180, 155653820]
[188932858, 159514019, 138367363, 187234148]
[87995577, 64817325, 210037134, 137610744]
[181938804, 163199325, 33540865, 4472158]
[108906837, 199773189, 71402764, 6226994]
[60417925, 190170276, 95151468, 96463550]
[147630629, 151334426, 141540138, 171244591]
[25831861, 107167498, 53126795, 68916960]
[117485685, 174210268, 125601198, 16117332]
[19589958, 56927136, 110355028, 176876896]
[90480851, 90748674, 149417673, 189292740]
[205226715, 161852671, 133516433, 63536486]
[163813705, 243210101, 156158070, 216541244]
[150812197, 121922710, 149969927, 242791675]
[16205631, 11382290, 21291978, 87067341]
[43279741, 54733268, 15141126, 103153756]
[136727690, 26278986, 2850958, 54277724]
[211316160, 37095821, 213065153, 48235207]
[48016099, 60612335, 123822430, 64864590]
[83228600, 172974354, 76843165, 228238312]
[121975721, 107116936, 83472747, 181296877]
[145423894, 69234537, 128632445, 16157010]
[181938804, 163199325, 7112223, 218629837]
[86545110, 138515452, 12125126, 188117282]
[42779529, 27928593, 132192008, 206242122]
[239208748, 140345608, 11321520, 169990400]
[192049153, 243314197, 211744150, 234128125]
[172696320, 32584832, 220235183, 66128306]
[205226715, 6410317, 156606069, 169944854]
[21720706, 242384619, 102900038, 150220021]
[233481409, 223580591, 238456769, 80201349]
[112655291, 19209424, 128847631, 12084842]
[106261171, 44990710, 84180592, 75387679]
[82205394, 222031531, 97617751, 90543357]
[124619536, 212270092, 18763595, 14143423]
[23310579, 202611236, 115406068, 82550714]
[171272310, 63221876, 221519298, 215664742]
[71126603, 195320975, 97740814, 79233243]
[176878569, 107188144, 139945728, 117309373]
[121690776, 99657203, 122191188, 85902602]
[85998254, 248045083, 240040489, 170024334]
[99697683, 8582985, 171381387, 141757040]
[245186357, 104175749, 161846456, 108563380]
[245186357, 56476491, 21738255, 97185163]
[174915493, 112884756, 226490541, 9116586]
[48376133, 238699841, 45185333, 113658864]
[22619776, 75911925, 86276441, 217044083]
[172696320, 32584832, 9138130, 183104804]
[49431804, 246457812, 177362205, 34762461]
[115889120, 41666144, 248898062, 327477]
[85998254, 248045083, 23181581, 146625774]
[20975483, 210504506, 237332865, 24757265]
[133122770, 209931687, 246736827, 163510971]
[239393237, 197938988, 110381922, 138570591]
[146418165, 238957552, 30225719, 40220858]
[146595498, 201312670, 243784883, 38032861]
[151970870, 105653424, 15676363, 91631544]
[243437450, 43358678, 118231418, 110141571]
[24231581, 231409653, 14303790, 115504275]
[20649053, 57947421, 92836605, 56048813]
[139407978, 92142634, 167501510, 129665034]
[10106479, 48368057, 101287106, 26137914]
[60417925, 238812475, 212307483, 154261527]
[16408393, 153037207, 171574927, 146841014]
[174915493, 120643602, 47576843, 13479862]
[12733949, 207216632, 16485771, 113253139]
[149858644, 18923072, 177318156, 82653944]
[19175843, 71141250, 212004444, 125934017]
[20195691, 248537501, 179640856, 36828734]
[169717436, 196396330, 192705456, 93394204]
[99697683, 45418046, 33187799, 9654352]
[82205394, 222031531, 97617751, 88725017]
[64151556, 161405250, 75649344, 130034447]
[19589958, 56927136, 110355028, 198459866]
[32676012, 43798277, 152559849, 211502141]
[214976764, 232135327, 48081430, 63108127]
[177119877, 208669082, 164121493, 169013464]
[151970870, 105653424, 15676363, 211511471]
[10106479, 48368057, 101287106, 220070230]
[149858644, 196436553, 182379394, 5797630]
[27082448, 54456177, 91303890, 108765395]
[48016099, 12649474, 85854525, 207910312]
[245186357, 33815929, 81317813, 160273926]
[72760936, 12731821, 222657192, 240119845]
[123288860, 93305486, 108103938, 38599018]
[204923669, 199255267, 95578888, 161243778]
[18782487, 180228062, 32306155, 93171498]
[25001273, 207839760, 96717700, 140373034]
[76710225, 167739046, 114583317, 140548397]
[49986552, 151382489, 227281599, 171850565]
[10379212, 12391743, 5269103, 123874479]
[154023279, 229367198, 58448022, 47684000]
[60417925, 238812475, 212307483, 135370770]
[204923669, 241002532, 62700247, 95867770]
[213112826, 25516838, 104350623, 24452059]
[154023279, 69813054, 120222816, 63687040]
[88331270, 202267763, 186361529, 242889951]
[124206638, 48607635, 217207024, 236245444]
[204923669, 241002532, 62700247, 246911094]
[245186357, 104175749, 170891995, 14651440]
[141361673, 190697245, 163142798, 16367791]
[225534006, 51753866, 37997147, 8684571]
[84520636, 237778570, 196168764, 51368423]
[131161949, 182719904, 2005246, 154844935]
[90480851, 84672421, 94467169, 240199773]
[151970870, 105653424, 15676363, 161925226]
[163813705, 243210101, 156158070, 177471327]
