[23352730, 119400816]
[23352730, 166909107, 137674346]
[92371730, 165264122, 146976376]
[23352730, 25036187]
[139546810, 239589720, 129550407]
[23352730, 176157657, 76974146]
[105174577, 189996941, 102075358]
[23352730, 79325002, 60016120]
[23352730, 119400816, 153029457]
[92371730, 165264122, 16208118]
[23352730, 176157657, 129973279]
[105174577, 189996941, 153832273]
[23352730, 176157657, 137103585]
[23352730, 79325002, 52527628]
[23352730, 166909107, 188650884]
[23352730, 83749670]
[23352730, 166909107, 33763146]
[23352730, 166909107, 4244200]
[23352730, 176157657, 224547843]
[105174577, 163668261, 196100424]
[23352730, 79325002, 202608372]
[23352730, 166909107, 144242982]
[23352730, 213593241]
[23352730, 26562043]
[92371730, 165264122, 134137397]
[139546810, 239589720, 221991009]
[53679069, 15200538, 238763004]
[23352730, 119400816, 91545756]
[23352730, 93772244]
[23352730, 223556575]
[23352730, 166909107, 218086745]
[23352730, 216600916]
[23352730, 119400816, 140290427]
[53679069, 15200538, 57933136]
[23352730, 176157657, 30203237]
[23352730, 166909107, 63386324]
[53679069, 15200538, 19346200]
[23352730, 176157657, 101558516]
[23352730, 176157657, 153212395]
[23352730, 79325002, 232201700]
[23352730, 119400816, 209004159]
[92371730, 165264122, 163057222]
[23352730, 90512553]
[105174577, 189996941, 194353403]
[23352730, 79325002, 62768712]
[23352730, 166909107, 159754596]
[92371730, 165264122, 105107638]
[23352730, 189777116]
[23352730, 166909107, 245522313]
[139546810, 239589720, 170138009]
[53679069, 15200538, 225446549]
[23352730, 119400816, 38326693]
[139546810, 239589720, 154274377]
[139546810, 239589720, 111772116]
[23352730, 119400816, 121552818]
[92371730, 165264122, 116012749]
[92371730, 165264122, 107488558]
[23352730, 85272176]
[53679069, 15200538, 202910025]
[92371730, 165264122, 162816377]
[23352730, 183024979]
[139546810, 239589720, 56456190]
[23352730, 176157657, 201844966]
[105174577, 189996941, 208352239]
[23352730, 119400816, 19921918]
[23352730, 119400816, 130210877]
[23352730, 119400816, 189966413]
[23352730, 119400816, 26147289]
[105174577, 189996941, 48377872]
[23352730, 176157657, 123039608]
[53679069, 15200538, 156953155]
[53679069, 15200538, 31259141]
[23352730, 218223334]
[23352730, 79325002, 137338680]
[92371730, 165264122, 170584612]
[105174577, 189996941, 176577320]
[139546810, 239589720, 227629187]
[53679069, 15200538, 92104985]
[53679069, 15200538, 98537816]
[23352730, 176157657, 197070891]
[105174577, 163668261, 20769618]
[139546810, 239589720, 50329915]
[105174577, 163668261, 54907328]
[23352730, 166909107, 78176631]
[53679069, 15200538, 62317812]
[23352730, 71466509]
[23352730, 244902313]
[92371730, 165264122, 129326468]
[23352730, 176157657, 122394488]
[23352730, 79626434]
[92371730, 165264122, 124024217]
[23352730, 176157657, 54461363]
[105174577, 163668261, 214568693]
[53679069, 15200538, 31215289]
[23352730, 176157657, 45408436]
[139546810, 239589720, 217205436]
[105174577, 189996941, 238872474]
[23352730, 79325002, 27309183]
[92371730, 165264122, 84394496]
[105174577, 163668261, 13138905]
[23352730, 166909107, 184627085]
[139546810, 239589720, 7120546]
[23352730, 79325002, 137291415]
[105174577, 189996941, 232893192]
[23352730, 166909107, 1658271]
[53679069, 15200538, 181120647]
[105174577, 163668261, 121971569]
[139546810, 239589720, 113741629]
[105174577, 189996941, 68516131]
[23352730, 166909107, 224418553]
[53679069, 15200538, 210061390]
[23352730, 119400816, 51682199]
[105174577, 189996941, 86441688]
[23352730, 79325002, 59130352]
[92371730, 165264122, 159922364]
[23352730, 79325002, 141633700]
[105174577, 189996941, 247891492]
[92371730, 165264122, 187171673]
[105174577, 163668261, 120446218]
[53679069, 15200538, 4872620]
[105174577, 163668261, 100192798]
[23352730, 119400816, 224125996]
[23352730, 166909107, 149869675]
[53679069, 15200538, 76769338]
[23352730, 176157657, 92924477]
[105174577, 189996941, 174369773]
[105174577, 163668261, 102685458]
[23352730, 166909107, 219682060]
[139546810, 239589720, 974791]
[53679069, 15200538, 216518878]
[23352730, 79325002, 16142867]
[53679069, 15200538, 73343734]
[53679069, 15200538, 243961908]
[23352730, 79325002, 126836736]
[53679069, 15200538, 37620212]
[105174577, 163668261, 189106156]
[23352730, 119400816, 128695531]
[23352730, 166909107, 55836441]
[23352730, 67013146]
[23352730, 2015726]
[105174577, 163668261, 169892848]
[23352730, 176157657, 227263699]
[23352730, 79325002, 133182090]
[23352730, 119400816, 33323031]
[105174577, 163668261, 221031365]
[23352730, 86631488]
[139546810, 239589720, 26647412]
[23352730, 176157657, 130384942]
[23352730, 176157657, 134532108]
[23352730, 191676077]
[105174577, 189996941, 120393295]
[23352730, 79915040]
[23352730, 176157657, 43271369]
[53679069, 15200538, 179903063]
[23352730, 176157657, 202482455]
[23352730, 110063830]
[23352730, 176157657, 166743356]
[139546810, 239589720, 57488343]
[23352730, 79325002, 248242818]
[139546810, 239589720, 79836988]
[23352730, 79325002, 206138903]
[92371730, 165264122, 212798770]
[105174577, 163668261, 67208619]
[53679069, 15200538, 187154768]
[23352730, 166909107, 215518313]
[139546810, 239589720, 102070935]
[23352730, 166909107, 117681115]
[139546810, 239589720, 147886701]
[23352730, 119400816, 124397711]
[23352730, 79325002, 50432466]
[23352730, 176157657, 61574887]
[23352730, 119400816, 174054597]
[23352730, 166909107, 129620458]
[23352730, 119400816, 169704788]
[53679069, 15200538, 49239815]
[105174577, 163668261, 213464345]
[23352730, 119400816, 192553498]
[53679069, 15200538, 128044422]
[105174577, 189996941, 125853086]
[23352730, 166909107, 220477842]
[23352730, 176157657, 118294408]
[105174577, 163668261, 56589272]
[139546810, 239589720, 211965805]
[23352730, 119400816, 244691972]
[53679069, 15200538, 167391060]
[105174577, 189996941, 216439019]
[105174577, 163668261, 188466638]
[23352730, 79325002, 208495432]
[23352730, 79325002, 46318488]
[23352730, 176157657, 69571055]
[23352730, 79325002, 59320538]
[53679069, 15200538, 208980992]
[23352730, 79325002, 4511416]
[105174577, 189996941, 140643807]
[23352730, 166909107, 136651482]
[23352730, 79325002, 57043096]
[23352730, 79325002, 11260681]
[23352730, 119400816, 225849920]
[105174577, 163668261, 116722765]
[53679069, 15200538, 228577593]
[23352730, 166909107, 217430588]
[23352730, 79325002, 125262595]
[105174577, 163668261, 65120446]
[23352730, 79325002, 164249027]
[139546810, 239589720, 219660362]
[23352730, 119400816, 57998690]
[23352730, 176157657, 11670777]
[53679069, 15200538, 235469224]
[105174577, 189996941, 224279022]
[23352730, 119400816, 234704669]
[23352730, 119400816, 163876974]
[23352730, 166909107, 175117812]
[92371730, 165264122, 9843984]
[139546810, 239589720, 172784467]
[23352730, 166909107, 109755987]
[23352730, 176157657, 237010276]
[23352730, 166909107, 69658610]
[139546810, 239589720, 148163380]
[105174577, 189996941, 201808240]
[105174577, 163668261, 23653396]
[23352730, 119400816, 35833276]
[23352730, 68682813]
[105174577, 189996941, 164091812]
[105174577, 163668261, 148872649]
[23352730, 176157657, 103791362]
[23352730, 79325002, 155696780]
[92371730, 165264122, 41403572]
[23352730, 119400816, 48401241]
[23352730, 166909107, 118013768]
[139546810, 239589720, 109693901]
[92371730, 165264122, 98771239]
[105174577, 189996941, 191939632]
[105174577, 163668261, 37621124]
[23352730, 119400816, 72663759]
[105174577, 163668261, 188313787]
[139546810, 239589720, 149703764]
[105174577, 163668261, 121824676]
[53679069, 15200538, 115833640]
[23352730, 119400816, 131123930]
[23352730, 166909107, 112670433]
[92371730, 165264122, 92402928]
[92371730, 165264122, 146073553]
[139546810, 239589720, 119425440]
[139546810, 239589720, 135323850]
[23352730, 176157657, 28156323]
[53679069, 15200538, 12288326]
[105174577, 163668261, 123739230]
[23352730, 79325002, 60910141]
[23352730, 119400816, 206830379]
[23352730, 79325002, 135962977]
[105174577, 163668261, 77528142]
[105174577, 189996941, 128341590]
[92371730, 165264122, 103881250]
[23352730, 79325002, 145046441]
[105174577, 163668261, 221850390]
[23352730, 166909107, 69194933]
[105174577, 163668261, 170758729]
[23352730, 176157657, 111566537]
[23352730, 79325002, 229375644]
[23352730, 119400816, 20891818]
[105174577, 189996941, 127602766]
[105174577, 163668261, 218356939]
[23352730, 176157657, 69976775]
[23352730, 79325002, 142088391]
[23352730, 179732897]
[105174577, 189996941, 218249665]
[23352730, 166909107, 189759413]
[105174577, 189996941, 108368387]
[23352730, 79325002, 80284236]
[23352730, 70881593]
[23352730, 166909107, 142000315]
[105174577, 163668261, 125949714]
[105174577, 163668261, 212130252]
[23352730, 119400816, 221756012]
[53679069, 15200538, 224980115]
[23352730, 79325002, 229010066]
[23352730, 119400816, 111324803]
[105174577, 163668261, 129575504]
[53679069, 15200538, 209096710]
[105174577, 163668261, 103512644]
[23352730, 79325002, 11650981]
[92371730, 165264122, 61884160]
[105174577, 163668261, 58481497]
[105174577, 163668261, 147789241]
[23352730, 166909107, 128909150]
[105174577, 163668261, 97754622]
[92371730, 165264122, 44743006]
[23352730, 166909107, 141281904]
[23352730, 79325002, 145404849]
[23352730, 166909107, 100398101]
[23352730, 189748231]
[53679069, 15200538, 85750026]
[23352730, 79325002, 149256533]
[53679069, 15200538, 199779070]
[23352730, 166909107, 11970174]
[139546810, 239589720, 202046505]
[53679069, 15200538, 107455267]
[92371730, 165264122, 168262888]
[23352730, 79325002, 176711929]
[23352730, 176157657, 124137441]
[105174577, 163668261, 102134367]
[23352730, 119400816, 235157951]
[23352730, 79325002, 74680810]
[92371730, 165264122, 7954392]
[53679069, 15200538, 114509093]
[105174577, 163668261, 46479285]
[23352730, 176157657, 26992920]
[23352730, 111478495]
[92371730, 165264122, 239016731]
[23352730, 119400816, 30786828]
[23352730, 119400816, 117787722]
[23352730, 119400816, 230206454]
[23352730, 119400816, 28168337]
[105174577, 189996941, 135602781]
[23352730, 176157657, 135571975]
[23352730, 79325002, 10166115]
[105174577, 189996941, 22538693]
[23352730, 166909107, 167099842]
[105174577, 163668261, 44923477]
[53679069, 15200538, 226696569]
[53679069, 15200538, 22480399]
[139546810, 239589720, 142003285]
[23352730, 119400816, 59082564]
[23352730, 79325002, 230709725]
[105174577, 189996941, 95700285]
[53679069, 15200538, 93255307]
[23352730, 152947266]
[92371730, 165264122, 54551564]
[105174577, 189996941, 237169835]
[23352730, 176157657, 50090639]
[53679069, 15200538, 86248889]
[139546810, 239589720, 92077190]
[105174577, 189996941, 79520163]
[105174577, 189996941, 90670849]
[105174577, 189996941, 151400761]
[23352730, 166909107, 245654543]
[23352730, 166909107, 34748221]
[105174577, 163668261, 241391918]
[23352730, 166909107, 28323612]
[139546810, 239589720, 234373185]
[53679069, 15200538, 247614457]
[105174577, 189996941, 52282009]
[105174577, 189996941, 188265839]
[23352730, 79325002, 134403943]
[139546810, 239589720, 49203937]
[92371730, 165264122, 31241536]
[53679069, 15200538, 129013588]
[23352730, 176157657, 136354415]
[23352730, 1811095]
[92371730, 165264122, 241793214]
[23352730, 166909107, 240498027]
[23352730, 119400816, 246683836]
[139546810, 239589720, 186299430]
[23352730, 79325002, 89054625]
[23352730, 166909107, 132807137]
[23352730, 166909107, 45134558]
[23352730, 6467170]
[105174577, 163668261, 31625297]
[23352730, 119400816, 8716059]
[105174577, 163668261, 19266659]
[105174577, 189996941, 23182159]
[23352730, 166909107, 66506848]
[105174577, 189996941, 232222322]
[105174577, 163668261, 171318879]
[23352730, 176157657, 41525452]
[23352730, 166909107, 232834881]
[105174577, 163668261, 159102137]
[23352730, 176157657, 124390183]
[92371730, 165264122, 173948677]
[105174577, 189996941, 121696619]
[23352730, 196304164]
[23352730, 166909107, 122995861]
[23352730, 166909107, 196807792]
[23352730, 223207798]
[23352730, 53858784]
[105174577, 189996941, 138573974]
[23352730, 166909107, 165698674]
[105174577, 189996941, 219504142]
[23352730, 79325002, 119051196]
[139546810, 239589720, 231488059]
[105174577, 189996941, 184473670]
[53679069, 15200538, 174007186]
[23352730, 119400816, 36260147]
[23352730, 166909107, 167532717]
[105174577, 189996941, 127312417]
[53679069, 15200538, 3104212]
[23352730, 166909107, 240165614]
[23352730, 55158521]
[23352730, 166909107, 195638163]
[23352730, 31527106]
[105174577, 163668261, 107461641]
[92371730, 165264122, 195788243]
[23352730, 72034616]
[105174577, 189996941, 143965657]
[139546810, 239589720, 68924381]
[23352730, 119400816, 174168265]
[23352730, 176157657, 143340861]
[23352730, 166909107, 93684707]
[92371730, 165264122, 18698205]
[23352730, 79325002, 109106259]
[23352730, 166909107, 112484302]
[23352730, 79325002, 157795729]
[23352730, 119400816, 130718961]
[23352730, 79325002, 63079284]
[139546810, 239589720, 152230023]
[105174577, 163668261, 132489418]
[92371730, 165264122, 202952122]
[23352730, 190130969]
[23352730, 119400816, 150805079]
[139546810, 239589720, 191121737]
[23352730, 176157657, 183271932]
[139546810, 239589720, 50799974]
[23352730, 176157657, 77984049]
[23352730, 119400816, 240275127]
[92371730, 165264122, 129201405]
[105174577, 189996941, 25964225]
[139546810, 239589720, 118063934]
[23352730, 176157657, 66683422]
[23352730, 119400816, 160768344]
[23352730, 79325002, 215363684]
[105174577, 163668261, 1604375]
[23352730, 79325002, 83849995]
[23352730, 176157657, 145037432]
[53679069, 15200538, 230075354]
[23352730, 176157657, 206153276]
[92371730, 165264122, 123866289]
[92371730, 165264122, 68885623]
[53679069, 15200538, 191400350]
[105174577, 189996941, 222966900]
[53679069, 15200538, 208924755]
[23352730, 234761070]
[23352730, 176157657, 32597181]
[139546810, 239589720, 60183150]
[23352730, 166909107, 239511443]
[23352730, 166909107, 242269043]
[92371730, 165264122, 155978923]
[53679069, 15200538, 11269657]
[139546810, 239589720, 7270763]
[105174577, 163668261, 66554982]
[53679069, 15200538, 109665945]
[23352730, 176157657, 222922054]
[92371730, 165264122, 107483666]
[23352730, 166909107, 186618838]
[139546810, 239589720, 212201900]
[23352730, 119400816, 114926422]
[105174577, 189996941, 222590141]
[23352730, 30665155]
[105174577, 163668261, 64831053]
[139546810, 239589720, 54539345]
[105174577, 163668261, 125716786]
[139546810, 239589720, 131199687]
[92371730, 165264122, 44711726]
[53679069, 15200538, 28961422]
[23352730, 166909107, 62017037]
[105174577, 189996941, 27554531]
[23352730, 176157657, 94415670]
[23352730, 166909107, 129340414]
[23352730, 79325002, 81290690]
[105174577, 189996941, 139123268]
[105174577, 189996941, 92984566]
[23352730, 176157657, 51649643]
[105174577, 163668261, 242533934]
[139546810, 239589720, 165627305]
[105174577, 189996941, 199605335]
[92371730, 165264122, 212837184]
[23352730, 176157657, 51971848]
[53679069, 15200538, 221600864]
[23352730, 166909107, 52839308]
[23352730, 176157657, 77487117]
[23352730, 79325002, 149093108]
[105174577, 163668261, 206234816]
[92371730, 165264122, 133053639]
[105174577, 189996941, 14076953]
[53679069, 15200538, 35127007]
[23352730, 176157657, 7291803]
[23352730, 119400816, 20419898]
[92371730, 165264122, 54956503]
[92371730, 165264122, 96815059]
[23352730, 119400816, 207008458]
[105174577, 163668261, 173822491]
[23352730, 176157657, 183954050]
[23352730, 176157657, 109622097]
[92371730, 165264122, 237802802]
[105174577, 163668261, 76038919]
[92371730, 165264122, 117041220]
[23352730, 161432483]
[23352730, 79325002, 91388204]
[23352730, 119400816, 228421374]
[53679069, 15200538, 149859628]
[105174577, 163668261, 173618570]
[23352730, 162858803]
[23352730, 176157657, 87492334]
[23352730, 134693150]
[23352730, 176157657, 156913119]
[139546810, 239589720, 137612044]
[23352730, 119400816, 221664402]
[105174577, 163668261, 221039917]
[23352730, 176157657, 196365037]
[23352730, 176157657, 242248900]
[23352730, 79325002, 132723076]
[23352730, 176157657, 216875012]
[105174577, 163668261, 172413313]
[23352730, 176157657, 218521729]
[105174577, 189996941, 6195373]
[23352730, 166909107, 99939292]
[105174577, 189996941, 239916208]
[92371730, 165264122, 170842781]
[23352730, 176157657, 161558756]
[53679069, 15200538, 163461371]
[23352730, 119400816, 1553596]
[105174577, 163668261, 84213294]
[23352730, 79325002, 121134680]
[23352730, 176157657, 144632339]
[23352730, 119400816, 198669042]
[53679069, 15200538, 72368188]
[23352730, 33352958]
[23352730, 119400816, 239596712]
[92371730, 165264122, 153799202]
[23352730, 119400816, 182729094]
[139546810, 239589720, 193825413]
[53679069, 15200538, 15193044]
[23352730, 79325002, 127462649]
[139546810, 239589720, 68377920]
[23352730, 79325002, 44293803]
[23352730, 166909107, 35884070]
[23352730, 79325002, 201063904]
[92371730, 165264122, 73897382]
[23352730, 166909107, 84378079]
[105174577, 189996941, 56221879]
[23352730, 22038792]
[23352730, 179392914]
[53679069, 15200538, 122690238]
[92371730, 165264122, 229633135]
[23352730, 65149363]
[105174577, 163668261, 189869955]
[23352730, 79325002, 222287912]
[105174577, 189996941, 204502496]
[105174577, 189996941, 113659373]
[105174577, 163668261, 122993876]
[105174577, 163668261, 115951101]
[23352730, 176157657, 218373209]
[105174577, 163668261, 242340926]
[23352730, 176157657, 29627426]
[139546810, 239589720, 211560635]
[105174577, 189996941, 33712652]
[23352730, 176157657, 111844853]
[23352730, 176157657, 131360018]
[23352730, 145674849]
[53679069, 15200538, 125876857]
[105174577, 189996941, 49486605]
[23352730, 176157657, 157790807]
[105174577, 189996941, 205116100]
[23352730, 79325002, 20199412]
[105174577, 163668261, 100171615]
[139546810, 239589720, 153571298]
[23352730, 176157657, 194590423]
[23352730, 119400816, 232400473]
[23352730, 119400816, 181225724]
[105174577, 189996941, 34169720]
[23352730, 242743742]
[105174577, 189996941, 22795956]
[23352730, 166909107, 128234718]
[105174577, 163668261, 72185695]
[23352730, 176157657, 136794525]
[23352730, 166909107, 24193233]
[23352730, 166909107, 15751503]
[23352730, 115913552]
[23352730, 79325002, 11192211]
[105174577, 163668261, 59785483]
[23352730, 79325002, 205882550]
[105174577, 189996941, 219518486]
[23352730, 166909107, 205997151]
[23352730, 79325002, 237517554]
[139546810, 239589720, 67969661]
[23352730, 119400816, 95337812]
[105174577, 189996941, 96306614]
[105174577, 189996941, 139259122]
[23352730, 119400816, 69482003]
[23352730, 217361441]
[23352730, 166909107, 134479622]
[139546810, 239589720, 192590884]
[23352730, 176157657, 29892462]
[139546810, 239589720, 151363191]
[105174577, 189996941, 19522484]
[23352730, 176157657, 106645498]
[23352730, 166909107, 167673092]
[23352730, 166909107, 2155845]
[23352730, 166909107, 42840028]
[23352730, 29414186]
[92371730, 165264122, 237578511]
[23352730, 166909107, 207213342]
[92371730, 165264122, 66235160]
[23352730, 81643537]
[23352730, 147071586]
[23352730, 176157657, 233922035]
[139546810, 239589720, 58196844]
[92371730, 165264122, 157345172]
[92371730, 165264122, 124141313]
[105174577, 189996941, 42639575]
[92371730, 165264122, 7450416]
[139546810, 239589720, 32751244]
[23352730, 205080161]
[23352730, 176157657, 138372364]
[23352730, 166909107, 19216068]
[105174577, 189996941, 103368579]
[23352730, 115908]
[23352730, 119400816, 209632549]
[53679069, 15200538, 179923154]
[23352730, 166909107, 46128232]
[23352730, 176157657, 10205946]
[23352730, 79325002, 243848622]
[53679069, 15200538, 197212826]
[23352730, 176157657, 137310968]
[139546810, 239589720, 169154673]
[105174577, 189996941, 38295916]
[23352730, 166909107, 224359012]
[23352730, 143210220]
[23352730, 119400816, 45457776]
[23352730, 119400816, 53469632]
[23352730, 166909107, 150959602]
[23352730, 119400816, 239427928]
[105174577, 163668261, 171848245]
[23352730, 176157657, 142201782]
[92371730, 165264122, 52078962]
[139546810, 239589720, 89139611]
[23352730, 176157657, 192265079]
[23352730, 176157657, 32214295]
[23352730, 79325002, 226670969]
[23352730, 79325002, 23528957]
[23352730, 166909107, 219711557]
[23352730, 200326464]
[92371730, 165264122, 113883131]
[23352730, 166909107, 159634170]
[53679069, 15200538, 12756357]
[53679069, 15200538, 102492287]
[53679069, 15200538, 143910066]
[105174577, 163668261, 138252405]
[23352730, 176157657, 38157950]
[23352730, 119400816, 173690025]
[105174577, 163668261, 182056967]
[23352730, 166909107, 157401671]
[139546810, 239589720, 224537272]
[92371730, 165264122, 44687582]
[23352730, 79325002, 36921884]
[23352730, 208863260]
[92371730, 165264122, 201414511]
[23352730, 43665599]
[23352730, 119400816, 128205667]
[105174577, 189996941, 200163402]
[23352730, 119400816, 205395724]
[53679069, 15200538, 150208002]
[23352730, 176157657, 145635887]
[53679069, 15200538, 149699542]
[139546810, 239589720, 200809445]
[139546810, 239589720, 135954871]
[23352730, 119400816, 218365305]
[23352730, 79325002, 79054211]
[105174577, 163668261, 30169845]
[23352730, 176157657, 243275267]
[23352730, 94059508]
[23352730, 79325002, 47813709]
[23352730, 79325002, 109985242]
[23352730, 176157657, 233935564]
[23352730, 119400816, 61470060]
[23352730, 79325002, 55810890]
[23352730, 210104473]
[139546810, 239589720, 28046218]
[23352730, 166909107, 48566142]
[105174577, 163668261, 221934972]
[53679069, 15200538, 247964857]
[23352730, 79325002, 32063325]
[105174577, 189996941, 67920954]
[105174577, 163668261, 870836]
[53679069, 15200538, 11276376]
[23352730, 79325002, 114406106]
[139546810, 239589720, 183947915]
[23352730, 119400816, 174979334]
[105174577, 163668261, 227644716]
[23352730, 79325002, 79798629]
[53679069, 15200538, 58562523]
[92371730, 165264122, 25210951]
[23352730, 176157657, 18035297]
[139546810, 239589720, 122122354]
[23352730, 160523083]
[23352730, 119400816, 8681336]
[105174577, 163668261, 235417183]
[139546810, 239589720, 152615785]
[53679069, 15200538, 30586328]
[23352730, 166909107, 213485617]
[23352730, 182214049]
[53679069, 15200538, 154578059]
[139546810, 239589720, 63680700]
[23352730, 166909107, 112848917]
[23352730, 119400816, 44202922]
[105174577, 189996941, 1458705]
[23352730, 79325002, 236759085]
[139546810, 239589720, 75067225]
[139546810, 239589720, 206956989]
[23352730, 119400816, 162612349]
[23352730, 119400816, 81281605]
[105174577, 189996941, 101532015]
[23352730, 79325002, 187808778]
[105174577, 163668261, 102467985]
[23352730, 176157657, 89540580]
[23352730, 176157657, 74730669]
[23352730, 119400816, 125997515]
[23352730, 119400816, 129419673]
[92371730, 165264122, 33324961]
[53679069, 15200538, 244957044]
[139546810, 239589720, 175342358]
[53679069, 15200538, 58739185]
[139546810, 239589720, 195153504]
[92371730, 165264122, 175821376]
[105174577, 189996941, 187740783]
[23352730, 166909107, 132632163]
[105174577, 189996941, 243748519]
[23352730, 166909107, 37293107]
[105174577, 189996941, 7472345]
[105174577, 189996941, 96095393]
[23352730, 79325002, 76334471]
[23352730, 79325002, 21320401]
[105174577, 189996941, 35804245]
[23352730, 176157657, 94493453]
[23352730, 166909107, 146786750]
[105174577, 163668261, 30903236]
[23352730, 176157657, 225836208]
[23352730, 79325002, 191880518]
[92371730, 165264122, 186407662]
[23352730, 166909107, 78829190]
[23352730, 176157657, 230793750]
[105174577, 163668261, 62191033]
[139546810, 239589720, 185615279]
[23352730, 119400816, 176084442]
[23352730, 119400816, 151345367]
[23352730, 176157657, 38595136]
[105174577, 163668261, 132557826]
[23352730, 79325002, 228352107]
[139546810, 239589720, 33084799]
[92371730, 165264122, 147511439]
[23352730, 230758818]
[23352730, 119400816, 104783031]
[23352730, 119400816, 121587882]
[139546810, 239589720, 96685733]
[92371730, 165264122, 24411708]
[105174577, 189996941, 198350998]
[53679069, 15200538, 1556130]
[23352730, 176157657, 227370411]
[92371730, 165264122, 8087385]
[92371730, 165264122, 2406365]
[23352730, 79325002, 189349100]
[105174577, 163668261, 117706973]
[23352730, 119400816, 147917211]
[92371730, 165264122, 7334051]
[139546810, 239589720, 233908976]
[105174577, 163668261, 34593316]
[23352730, 161162033]
[105174577, 189996941, 235348103]
[105174577, 189996941, 68428019]
[105174577, 163668261, 129259993]
[105174577, 189996941, 39825658]
[23352730, 166909107, 1900847]
[23352730, 166909107, 214074776]
[105174577, 163668261, 151093996]
[105174577, 189996941, 87738568]
[92371730, 165264122, 225859910]
[105174577, 163668261, 131821738]
[23352730, 79325002, 207057142]
[23352730, 176157657, 122624253]
[92371730, 165264122, 159396233]
[105174577, 163668261, 25972337]
[23352730, 79325002, 232067836]
[92371730, 165264122, 217729236]
[105174577, 163668261, 196997647]
[92371730, 165264122, 89951660]
[92371730, 165264122, 181576299]
[92371730, 165264122, 129015185]
[105174577, 189996941, 127252315]
[23352730, 166909107, 186424864]
[23352730, 79325002, 34971169]
[92371730, 165264122, 77474578]
[23352730, 191050101]
[23352730, 176157657, 10344484]
[23352730, 79325002, 63557042]
[92371730, 165264122, 90456822]
[23352730, 240447870]
[139546810, 239589720, 105165240]
[23352730, 166909107, 96532303]
[23352730, 166909107, 88515813]
[105174577, 163668261, 84843489]
[23352730, 119400816, 24302315]
[23352730, 166909107, 72042688]
[23352730, 166909107, 155523050]
[105174577, 163668261, 182621054]
[23352730, 79325002, 56653961]
[23352730, 164170422]
[23352730, 176157657, 523475]
[23352730, 176157657, 122320384]
[53679069, 15200538, 127717106]
[105174577, 189996941, 241377395]
[105174577, 163668261, 245524053]
[139546810, 239589720, 134530787]
[23352730, 119400816, 37730544]
[23352730, 79325002, 223532614]
[92371730, 165264122, 200094378]
[139546810, 239589720, 238754626]
[139546810, 239589720, 214531823]
[23352730, 176157657, 186871150]
[53679069, 15200538, 96408824]
[23352730, 166909107, 119302496]
[53679069, 15200538, 131020834]
[53679069, 15200538, 56355251]
[105174577, 189996941, 17059058]
[105174577, 163668261, 200096396]
[23352730, 176157657, 58326824]
[23352730, 232218952]
[23352730, 79325002, 103275089]
[92371730, 165264122, 157934981]
[53679069, 15200538, 193635295]
[139546810, 239589720, 166845263]
[23352730, 94712930]
[139546810, 239589720, 59687017]
[23352730, 166909107, 16540054]
[23352730, 166909107, 22926873]
[53679069, 15200538, 153939072]
[23352730, 79325002, 59622139]
[139546810, 239589720, 154848328]
[23352730, 176157657, 75781675]
[23352730, 79325002, 240184780]
[53679069, 15200538, 96382874]
[105174577, 163668261, 111656337]
[23352730, 170046215]
[23352730, 74764872]
[105174577, 189996941, 129911447]
[23352730, 176157657, 239800259]
[23352730, 43745363]
[92371730, 165264122, 80015211]
[105174577, 189996941, 244195465]
[139546810, 239589720, 248729266]
[92371730, 165264122, 240581313]
[23352730, 164254960]
[139546810, 239589720, 165926790]
[105174577, 189996941, 36166976]
[23352730, 166909107, 156620661]
[139546810, 239589720, 243803204]
[53679069, 15200538, 177331882]
[105174577, 189996941, 185119423]
[53679069, 15200538, 37666613]
[139546810, 239589720, 125482860]
[105174577, 189996941, 38599604]
[139546810, 239589720, 107898420]
[23352730, 176157657, 220943194]
[23352730, 166909107, 115600650]
[105174577, 189996941, 230546480]
[105174577, 189996941, 122577701]
[53679069, 15200538, 233638376]
[139546810, 239589720, 135443821]
[23352730, 118455249]
[53679069, 15200538, 153158065]
[23352730, 166909107, 230162210]
[23352730, 113144255]
[105174577, 163668261, 209264312]
[23352730, 79325002, 39916925]
[23352730, 119400816, 183191525]
[105174577, 189996941, 157719316]
[23352730, 176157657, 197557992]
[139546810, 239589720, 181161658]
[23352730, 57661432]
[105174577, 163668261, 223242774]
[92371730, 165264122, 211682772]
[105174577, 163668261, 207653965]
[23352730, 79325002, 34580486]
[23352730, 176157657, 60881744]
[105174577, 163668261, 291467]
[23352730, 233390519]
[23352730, 166909107, 47749379]
[23352730, 79325002, 112898293]
[23352730, 128723595]
[105174577, 163668261, 154743905]
[23352730, 176157657, 9346454]
[139546810, 239589720, 35901125]
[23352730, 119400816, 67422326]
[23352730, 176157657, 102662988]
[105174577, 189996941, 243572356]
[23352730, 79325002, 203970720]
[23352730, 119400816, 66161788]
[53679069, 15200538, 14943590]
[23352730, 166909107, 114841703]
[53679069, 15200538, 238931110]
[105174577, 163668261, 93754951]
[23352730, 176157657, 221193792]
[23352730, 54478157]
[139546810, 239589720, 19533821]
[53679069, 15200538, 124187974]
[23352730, 119400816, 159703944]
[23352730, 176157657, 161936996]
[23352730, 176157657, 95522770]
[53679069, 15200538, 16941331]
[53679069, 15200538, 228975831]
[105174577, 189996941, 91419608]
[92371730, 165264122, 70595179]
