[23352730, 119400816, 86172609, 205958532]
[139546810, 239589720, 133551693, 59573031]
[139546810, 239589720, 133551693, 122677677]
[23352730, 166909107, 28473185, 50455199, 132626199]
[92371730, 165264122, 73616657, 64482174, 49430926]
[23352730, 119400816, 86172609, 205958532, 96674515]
[23352730, 119400816, 86172609, 108978886, 16655847]
[23352730, 119400816, 202357487, 1418668]
[23352730, 79325002, 248242818, 128229141, 164764627]
[23352730, 119400816, 86172609, 108978886, 65046545]
[92371730, 165264122, 73616657, 64482174, 76657233]
[23352730, 176157657, 145969510, 246293864, 5897317]
[139546810, 239589720, 133551693, 105666584]
[23352730, 119400816, 86172609, 182731818, 178332651]
[23352730, 119400816, 202357487, 8187741]
[23352730, 166909107, 28473185, 50455199, 235327979]
[139546810, 239589720, 133551693, 217767330]
[23352730, 119400816, 86172609, 205958532, 28325683]
[23352730, 176157657, 145969510, 219043633, 34363214]
[23352730, 119400816, 86172609, 205958532, 222903160]
[92371730, 165264122, 73616657, 64482174, 7845956]
[23352730, 119400816, 86172609, 108978886, 224890671]
[139546810, 239589720, 133551693, 221298531]
[23352730, 119400816, 86172609, 182731818, 38049134]
[23352730, 119400816, 86172609, 182731818, 228500873]
[23352730, 176157657, 145969510, 219043633, 167987091]
[23352730, 176157657, 145969510, 246293864, 33658445]
[23352730, 176157657, 145969510, 246293864, 72075011]
[139546810, 239589720, 133551693, 154093154]
[23352730, 119400816, 86172609, 205958532, 148799701]
[23352730, 176157657, 145969510, 246293864, 182471397]
[92371730, 165264122, 73616657, 64482174, 193930373]
[23352730, 176157657, 145969510, 246293864, 150686067]
[139546810, 239589720, 133551693, 154980443]
[23352730, 119400816, 86172609, 108978886, 116906070]
[23352730, 176157657, 145969510, 246293864, 244744113]
[23352730, 176157657, 145969510, 246293864, 205914785]
[139546810, 239589720, 133551693, 197278656]
[23352730, 119400816, 86172609, 205958532, 102302062]
[139546810, 239589720, 133551693, 98132789]
[23352730, 176157657, 145969510, 219043633, 187698331]
[23352730, 176157657, 145969510, 219043633, 237796710]
[23352730, 176157657, 145969510, 219043633, 56843304]
[23352730, 166909107, 28473185, 50455199, 163936371]
[92371730, 165264122, 73616657, 64482174, 50043463]
[23352730, 166909107, 28473185, 50455199, 221109144]
[23352730, 119400816, 86172609, 182731818, 107004993]
[92371730, 165264122, 73616657, 64482174, 175116212]
[23352730, 79325002, 248242818, 128229141, 167198974]
[23352730, 119400816, 86172609, 205958532, 131706436]
[23352730, 119400816, 202357487, 153990048]
[23352730, 166909107, 28473185, 50455199, 36910145]
[23352730, 119400816, 86172609, 182731818, 134291129]
[23352730, 166909107, 28473185, 50455199, 62557037]
[23352730, 119400816, 86172609, 205958532, 193089439]
[23352730, 119400816, 202357487, 71192251]
[23352730, 176157657, 145969510, 246293864, 201580660]
[23352730, 119400816, 202357487, 190369929]
[92371730, 165264122, 73616657, 64482174, 28705297]
[23352730, 176157657, 145969510, 219043633, 159541834]
[23352730, 119400816, 86172609, 108978886, 16252570]
[23352730, 166909107, 28473185, 50455199, 223707887]
[139546810, 239589720, 133551693, 82568563]
[23352730, 176157657, 145969510, 246293864, 222465118]
[23352730, 176157657, 145969510, 219043633, 214228988]
[23352730, 119400816, 86172609, 108978886, 182512425]
[23352730, 119400816, 202357487, 3550808]
[23352730, 176157657, 145969510, 219043633, 175783035]
[23352730, 119400816, 86172609, 205958532, 91112524]
[139546810, 239589720, 133551693, 205869341]
[23352730, 176157657, 145969510, 219043633, 178572739]
[23352730, 176157657, 145969510, 246293864, 33323503]
[23352730, 166909107, 28473185, 50455199, 171761682]
[23352730, 176157657, 145969510, 246293864, 106118828]
[23352730, 79325002, 248242818, 128229141, 9675700]
[23352730, 119400816, 86172609, 205958532, 48436833]
[92371730, 165264122, 73616657, 64482174, 91837617]
[23352730, 166909107, 28473185, 50455199, 126661713]
[23352730, 176157657, 145969510, 219043633, 238194383]
[23352730, 119400816, 86172609, 205958532, 149638174]
[23352730, 119400816, 202357487, 195521056]
[23352730, 79325002, 248242818, 128229141, 176498797]
[23352730, 79325002, 248242818, 128229141, 115901504]
[23352730, 166909107, 28473185, 50455199, 236201932]
[23352730, 176157657, 145969510, 219043633, 154210348]
[23352730, 119400816, 86172609, 205958532, 76608039]
[23352730, 119400816, 202357487, 125328128]
[23352730, 119400816, 86172609, 108978886, 51783662]
[23352730, 176157657, 145969510, 246293864, 193197559]
[23352730, 176157657, 145969510, 219043633, 81655140]
[139546810, 239589720, 133551693, 129483228]
[23352730, 119400816, 86172609, 182731818, 68729444]
[23352730, 119400816, 86172609, 205958532, 23506743]
[23352730, 166909107, 28473185, 50455199, 54687288]
[23352730, 119400816, 86172609, 205958532, 139792737]
[139546810, 239589720, 133551693, 243090000]
[23352730, 119400816, 202357487, 70713600]
[23352730, 79325002, 248242818, 128229141, 245350568]
[23352730, 176157657, 145969510, 246293864, 136204188]
[23352730, 176157657, 145969510, 219043633, 232010249]
[23352730, 119400816, 202357487, 214202354]
[23352730, 166909107, 28473185, 50455199, 21307919]
[23352730, 119400816, 86172609, 108978886, 16885266]
[23352730, 176157657, 145969510, 246293864, 154546399]
[23352730, 166909107, 28473185, 50455199, 134139718]
[92371730, 165264122, 73616657, 64482174, 125749232]
[23352730, 166909107, 28473185, 50455199, 32464575]
[23352730, 176157657, 145969510, 219043633, 224721600]
[23352730, 176157657, 145969510, 246293864, 73375178]
[23352730, 119400816, 86172609, 182731818, 194754281]
[92371730, 165264122, 73616657, 64482174, 115364558]
[23352730, 176157657, 145969510, 246293864, 9605304]
[23352730, 79325002, 248242818, 128229141, 158861418]
[23352730, 176157657, 145969510, 219043633, 228643464]
[23352730, 119400816, 86172609, 108978886, 222611674]
[139546810, 239589720, 133551693, 108913803]
[23352730, 176157657, 145969510, 246293864, 244424578]
[23352730, 119400816, 86172609, 205958532, 17791322]
[23352730, 176157657, 145969510, 219043633, 56909469]
[139546810, 239589720, 133551693, 67057452]
[92371730, 165264122, 73616657, 64482174, 236984790]
[23352730, 176157657, 145969510, 246293864, 99136303]
[23352730, 79325002, 248242818, 128229141, 147110737]
[23352730, 119400816, 202357487, 238437095]
[23352730, 119400816, 86172609, 182731818, 16141883]
[23352730, 176157657, 145969510, 219043633, 20725212]
[23352730, 166909107, 28473185, 50455199, 43809754]
[92371730, 165264122, 73616657, 64482174, 65156771]
[23352730, 79325002, 248242818, 128229141, 29699324]
[23352730, 119400816, 202357487, 17315473]
[139546810, 239589720, 133551693, 168909218]
[139546810, 239589720, 133551693, 5509357]
[23352730, 119400816, 202357487, 4804942]
[92371730, 165264122, 73616657, 64482174, 198267468]
[23352730, 176157657, 145969510, 246293864, 23231292]
[92371730, 165264122, 73616657, 64482174, 21930249]
[23352730, 176157657, 145969510, 219043633, 7798496]
[23352730, 176157657, 145969510, 246293864, 146244359]
[23352730, 176157657, 145969510, 219043633, 125042217]
[23352730, 119400816, 86172609, 182731818, 82153798]
[139546810, 239589720, 133551693, 64106452]
[92371730, 165264122, 73616657, 64482174, 162394314]
[23352730, 119400816, 86172609, 205958532, 180631463]
[139546810, 239589720, 133551693, 150154455]
[23352730, 176157657, 145969510, 246293864, 164504997]
[23352730, 119400816, 86172609, 182731818, 195213368]
[23352730, 79325002, 248242818, 128229141, 231938751]
[23352730, 119400816, 86172609, 205958532, 180987625]
[23352730, 176157657, 145969510, 219043633, 412806]
[23352730, 119400816, 86172609, 205958532, 164061668]
[139546810, 239589720, 133551693, 209300780]
[23352730, 79325002, 248242818, 128229141, 49458806]
[23352730, 119400816, 86172609, 108978886, 136016929]
[23352730, 176157657, 145969510, 219043633, 139961935]
[23352730, 166909107, 28473185, 50455199, 6438351]
[23352730, 119400816, 86172609, 205958532, 64583739]
[139546810, 239589720, 133551693, 69735119]
[23352730, 166909107, 28473185, 50455199, 75364264]
[23352730, 119400816, 86172609, 205958532, 113310765]
[23352730, 119400816, 86172609, 182731818, 35547556]
[23352730, 119400816, 86172609, 182731818, 73227798]
[139546810, 239589720, 133551693, 108880441]
[139546810, 239589720, 133551693, 144134647]
[23352730, 119400816, 86172609, 182731818, 191798881]
[23352730, 119400816, 86172609, 108978886, 18002834]
[23352730, 119400816, 86172609, 205958532, 184178178]
[23352730, 166909107, 28473185, 50455199, 4533684]
[23352730, 176157657, 145969510, 246293864, 166262202]
[92371730, 165264122, 73616657, 64482174, 121747225]
[23352730, 119400816, 86172609, 108978886, 10345741]
[23352730, 119400816, 86172609, 108978886, 120090984]
[92371730, 165264122, 73616657, 64482174, 142605644]
[92371730, 165264122, 73616657, 64482174, 148105427]
[23352730, 119400816, 86172609, 182731818, 188845185]
[23352730, 119400816, 86172609, 205958532, 17108014]
[23352730, 79325002, 248242818, 128229141, 3288925]
[92371730, 165264122, 73616657, 64482174, 3485323]
[23352730, 119400816, 202357487, 220968424]
[23352730, 79325002, 248242818, 128229141, 117475137]
[139546810, 239589720, 133551693, 34161491]
[23352730, 176157657, 145969510, 219043633, 42692220]
[23352730, 119400816, 202357487, 15700422]
[23352730, 166909107, 28473185, 50455199, 173769943]
[23352730, 79325002, 248242818, 128229141, 240261155]
[23352730, 79325002, 248242818, 128229141, 247924863]
[23352730, 176157657, 145969510, 219043633, 7219582]
[23352730, 166909107, 28473185, 50455199, 128300592]
[139546810, 239589720, 133551693, 68734614]
[23352730, 176157657, 145969510, 219043633, 37552019]
[23352730, 119400816, 86172609, 108978886, 171865933]
[23352730, 166909107, 28473185, 50455199, 86430070]
[23352730, 119400816, 86172609, 108978886, 81424281]
[23352730, 79325002, 248242818, 128229141, 10088645]
[23352730, 119400816, 86172609, 205958532, 10691700]
[23352730, 176157657, 145969510, 246293864, 213977069]
[139546810, 239589720, 133551693, 207702750]
[23352730, 79325002, 248242818, 128229141, 143036362]
[23352730, 176157657, 145969510, 219043633, 89783640]
[23352730, 119400816, 202357487, 207402311]
[23352730, 119400816, 86172609, 108978886, 43272798]
[23352730, 119400816, 86172609, 182731818, 186502175]
[23352730, 79325002, 248242818, 128229141, 219511999]
[23352730, 79325002, 248242818, 128229141, 113869908]
[139546810, 239589720, 133551693, 95248050]
[23352730, 119400816, 202357487, 10637402]
[23352730, 119400816, 86172609, 205958532, 10108660]
[23352730, 176157657, 145969510, 246293864, 57700712]
[23352730, 176157657, 145969510, 219043633, 88388830]
[23352730, 119400816, 86172609, 182731818, 27068654]
[139546810, 239589720, 133551693, 171676495]
[23352730, 119400816, 86172609, 108978886, 141234156]
[92371730, 165264122, 73616657, 64482174, 143518282]
[23352730, 79325002, 248242818, 128229141, 53723363]
[23352730, 176157657, 145969510, 246293864, 60024310]
[92371730, 165264122, 73616657, 64482174, 84043092]
[23352730, 176157657, 145969510, 246293864, 102255300]
[23352730, 79325002, 248242818, 128229141, 8926630]
[23352730, 166909107, 28473185, 50455199, 58123282]
[23352730, 79325002, 248242818, 128229141, 33392129]
[23352730, 176157657, 145969510, 219043633, 154556632]
[23352730, 119400816, 202357487, 100747790]
[23352730, 119400816, 202357487, 85774766]
[23352730, 176157657, 145969510, 246293864, 118270162]
[139546810, 239589720, 133551693, 129870215]
[23352730, 176157657, 145969510, 219043633, 197624012]
[139546810, 239589720, 133551693, 176135925]
[23352730, 119400816, 86172609, 182731818, 82547297]
[92371730, 165264122, 73616657, 64482174, 101410216]
[23352730, 119400816, 86172609, 108978886, 19230671]
[139546810, 239589720, 133551693, 118943323]
[92371730, 165264122, 73616657, 64482174, 133431655]
[23352730, 79325002, 248242818, 128229141, 241426039]
[92371730, 165264122, 73616657, 64482174, 25167924]
[23352730, 119400816, 86172609, 108978886, 176781595]
[23352730, 176157657, 145969510, 246293864, 116316583]
[23352730, 176157657, 145969510, 219043633, 203095455]
[23352730, 119400816, 86172609, 205958532, 236139837]
[23352730, 176157657, 145969510, 246293864, 157340610]
[23352730, 119400816, 86172609, 108978886, 76446575]
[139546810, 239589720, 133551693, 46065541]
[23352730, 166909107, 28473185, 50455199, 247600125]
[23352730, 176157657, 145969510, 246293864, 1105057]
[139546810, 239589720, 133551693, 11153915]
[23352730, 119400816, 86172609, 205958532, 90659803]
[23352730, 176157657, 145969510, 246293864, 189870930]
[23352730, 119400816, 86172609, 108978886, 1201663]
[23352730, 119400816, 86172609, 205958532, 96299190]
[23352730, 166909107, 28473185, 50455199, 158027422]
[23352730, 166909107, 28473185, 50455199, 238835738]
[23352730, 119400816, 86172609, 182731818, 145957512]
[23352730, 119400816, 202357487, 190543123]
[92371730, 165264122, 73616657, 64482174, 103222310]
[23352730, 176157657, 145969510, 219043633, 210542324]
[23352730, 119400816, 202357487, 6084199]
[23352730, 119400816, 86172609, 108978886, 221708150]
[23352730, 119400816, 86172609, 205958532, 228189983]
[23352730, 119400816, 86172609, 205958532, 18223214]
[23352730, 119400816, 86172609, 182731818, 209158671]
[92371730, 165264122, 73616657, 64482174, 187012402]
[23352730, 119400816, 202357487, 25045814]
[23352730, 119400816, 86172609, 205958532, 6128637]
[23352730, 176157657, 145969510, 246293864, 218979953]
[23352730, 166909107, 28473185, 50455199, 185724359]
[23352730, 176157657, 145969510, 219043633, 38954230]
[23352730, 119400816, 86172609, 182731818, 71654097]
[23352730, 79325002, 248242818, 128229141, 216125436]
[23352730, 119400816, 202357487, 66292090]
[92371730, 165264122, 73616657, 64482174, 87717080]
[92371730, 165264122, 73616657, 64482174, 31770634]
[23352730, 176157657, 145969510, 219043633, 93026659]
[23352730, 119400816, 86172609, 182731818, 147771917]
[23352730, 166909107, 28473185, 50455199, 41626484]
[92371730, 165264122, 73616657, 64482174, 111101824]
[23352730, 166909107, 28473185, 50455199, 79864266]
[23352730, 119400816, 86172609, 205958532, 115903044]
[23352730, 119400816, 86172609, 182731818, 184293051]
[23352730, 119400816, 202357487, 94503767]
[23352730, 176157657, 145969510, 219043633, 189795282]
[92371730, 165264122, 73616657, 64482174, 245731631]
[139546810, 239589720, 133551693, 170820148]
[23352730, 119400816, 86172609, 182731818, 72769033]
[23352730, 119400816, 86172609, 108978886, 187470872]
[23352730, 176157657, 145969510, 246293864, 9580245]
[23352730, 119400816, 86172609, 182731818, 201482606]
[23352730, 176157657, 145969510, 246293864, 172183067]
[92371730, 165264122, 73616657, 64482174, 196973860]
[92371730, 165264122, 73616657, 64482174, 70931122]
[139546810, 239589720, 133551693, 58570759]
[139546810, 239589720, 133551693, 71955546]
[23352730, 176157657, 145969510, 219043633, 33929142]
[23352730, 166909107, 28473185, 50455199, 199081968]
[23352730, 119400816, 86172609, 182731818, 99005470]
[23352730, 176157657, 145969510, 219043633, 123678090]
[23352730, 166909107, 28473185, 50455199, 96171735]
[23352730, 176157657, 145969510, 219043633, 166556587]
[92371730, 165264122, 73616657, 64482174, 172976450]
[23352730, 119400816, 86172609, 182731818, 61630901]
[23352730, 176157657, 145969510, 219043633, 109334646]
[139546810, 239589720, 133551693, 20012930]
[92371730, 165264122, 73616657, 64482174, 61257772]
[139546810, 239589720, 133551693, 131434746]
[23352730, 166909107, 28473185, 50455199, 5245968]
[23352730, 119400816, 86172609, 108978886, 224619559]
[23352730, 176157657, 145969510, 219043633, 167602484]
[23352730, 119400816, 86172609, 108978886, 144895202]
[23352730, 119400816, 86172609, 205958532, 15621110]
[23352730, 176157657, 145969510, 219043633, 240452709]
[23352730, 176157657, 145969510, 219043633, 171366727]
[23352730, 176157657, 145969510, 246293864, 83744942]
[23352730, 79325002, 248242818, 128229141, 82043326]
[23352730, 119400816, 202357487, 24300172]
[139546810, 239589720, 133551693, 91146944]
[23352730, 119400816, 86172609, 205958532, 230001645]
[92371730, 165264122, 73616657, 64482174, 95001247]
[23352730, 79325002, 248242818, 128229141, 82573492]
[23352730, 119400816, 86172609, 108978886, 62690747]
[23352730, 119400816, 86172609, 182731818, 74899813]
[23352730, 119400816, 86172609, 205958532, 37551219]
[139546810, 239589720, 133551693, 153386629]
[139546810, 239589720, 133551693, 69490091]
[23352730, 166909107, 28473185, 50455199, 219182691]
[23352730, 79325002, 248242818, 128229141, 114338820]
[92371730, 165264122, 73616657, 64482174, 231289825]
[139546810, 239589720, 133551693, 14109758]
[23352730, 79325002, 248242818, 128229141, 43183955]
[139546810, 239589720, 133551693, 58456364]
[92371730, 165264122, 73616657, 64482174, 144961904]
[23352730, 119400816, 86172609, 108978886, 73878660]
[92371730, 165264122, 73616657, 64482174, 53913490]
[23352730, 79325002, 248242818, 128229141, 12890990]
[92371730, 165264122, 73616657, 64482174, 91484473]
[23352730, 176157657, 145969510, 219043633, 152880642]
[23352730, 119400816, 86172609, 108978886, 123394318]
[139546810, 239589720, 133551693, 237081923]
[23352730, 119400816, 86172609, 182731818, 47266584]
[23352730, 119400816, 202357487, 150635763]
[23352730, 79325002, 248242818, 128229141, 76404379]
[23352730, 166909107, 28473185, 50455199, 224268693]
[23352730, 176157657, 145969510, 219043633, 87723563]
[23352730, 119400816, 86172609, 205958532, 149286463]
[23352730, 176157657, 145969510, 246293864, 234992530]
[23352730, 119400816, 202357487, 210053338]
[23352730, 119400816, 86172609, 108978886, 121387554]
[23352730, 176157657, 145969510, 219043633, 176284538]
[139546810, 239589720, 133551693, 177737727]
[23352730, 119400816, 86172609, 108978886, 9042735]
[23352730, 176157657, 145969510, 246293864, 230326427]
[23352730, 119400816, 202357487, 136357325]
[23352730, 176157657, 145969510, 219043633, 214039135]
[23352730, 119400816, 202357487, 86747349]
[23352730, 176157657, 145969510, 246293864, 45106612]
[23352730, 119400816, 86172609, 108978886, 182380700]
[23352730, 119400816, 86172609, 108978886, 24173147]
[23352730, 119400816, 202357487, 78636626]
[23352730, 119400816, 86172609, 108978886, 219115470]
[23352730, 119400816, 86172609, 108978886, 211457282]
[23352730, 119400816, 86172609, 182731818, 190985685]
[23352730, 119400816, 86172609, 205958532, 235124422]
[23352730, 79325002, 248242818, 128229141, 31169351]
[23352730, 166909107, 28473185, 50455199, 151319076]
[23352730, 176157657, 145969510, 246293864, 62981497]
[23352730, 119400816, 86172609, 108978886, 14169433]
[23352730, 119400816, 86172609, 205958532, 111955309]
[23352730, 119400816, 86172609, 182731818, 123478427]
[23352730, 176157657, 145969510, 219043633, 204313206]
[23352730, 119400816, 86172609, 108978886, 183776102]
[23352730, 119400816, 86172609, 205958532, 235097243]
[23352730, 119400816, 86172609, 182731818, 144746855]
[23352730, 119400816, 86172609, 205958532, 33789955]
[23352730, 166909107, 28473185, 50455199, 110183807]
[23352730, 166909107, 28473185, 50455199, 246846893]
[23352730, 119400816, 202357487, 175551595]
[23352730, 119400816, 202357487, 177587314]
[23352730, 119400816, 86172609, 182731818, 96174345]
[23352730, 166909107, 28473185, 50455199, 107028532]
[92371730, 165264122, 73616657, 64482174, 105074051]
[92371730, 165264122, 73616657, 64482174, 8165448]
[23352730, 166909107, 28473185, 50455199, 161260661]
[92371730, 165264122, 73616657, 64482174, 243600534]
[23352730, 119400816, 86172609, 182731818, 211137727]
[23352730, 119400816, 202357487, 68770066]
[23352730, 176157657, 145969510, 246293864, 195269432]
[23352730, 119400816, 202357487, 136001444]
[23352730, 119400816, 202357487, 92502819]
[92371730, 165264122, 73616657, 64482174, 32078207]
[23352730, 119400816, 86172609, 205958532, 150909451]
[23352730, 176157657, 145969510, 246293864, 117032533]
[23352730, 119400816, 86172609, 182731818, 161062402]
[92371730, 165264122, 73616657, 64482174, 44611996]
[92371730, 165264122, 73616657, 64482174, 177143840]
[23352730, 119400816, 86172609, 108978886, 127840385]
[23352730, 119400816, 86172609, 108978886, 66513439]
[139546810, 239589720, 133551693, 90224289]
[139546810, 239589720, 133551693, 65572662]
[23352730, 79325002, 248242818, 128229141, 110461502]
[23352730, 166909107, 28473185, 50455199, 231544927]
[23352730, 119400816, 86172609, 108978886, 229146532]
[23352730, 166909107, 28473185, 50455199, 243750082]
[23352730, 119400816, 86172609, 182731818, 230281372]
[23352730, 176157657, 145969510, 219043633, 230909456]
[23352730, 166909107, 28473185, 50455199, 140276290]
[23352730, 79325002, 248242818, 128229141, 29433365]
[23352730, 176157657, 145969510, 246293864, 127701942]
[23352730, 119400816, 86172609, 108978886, 234968217]
[23352730, 119400816, 86172609, 108978886, 18634394]
[23352730, 176157657, 145969510, 246293864, 87321886]
[23352730, 176157657, 145969510, 219043633, 143603840]
[23352730, 166909107, 28473185, 50455199, 225955446]
[23352730, 119400816, 86172609, 108978886, 220687691]
[23352730, 119400816, 86172609, 182731818, 174017935]
[23352730, 176157657, 145969510, 219043633, 149413236]
[23352730, 176157657, 145969510, 219043633, 153406506]
[23352730, 79325002, 248242818, 128229141, 218257151]
[23352730, 119400816, 86172609, 108978886, 159740408]
[92371730, 165264122, 73616657, 64482174, 207486679]
[23352730, 176157657, 145969510, 219043633, 109868786]
[139546810, 239589720, 133551693, 2425975]
[92371730, 165264122, 73616657, 64482174, 192984590]
[92371730, 165264122, 73616657, 64482174, 155667873]
[23352730, 119400816, 86172609, 205958532, 105738317]
[23352730, 119400816, 202357487, 242082415]
[23352730, 119400816, 86172609, 182731818, 158779435]
[23352730, 176157657, 145969510, 219043633, 229169799]
[139546810, 239589720, 133551693, 65330694]
[23352730, 119400816, 202357487, 113024526]
[23352730, 119400816, 86172609, 108978886, 207982878]
[23352730, 176157657, 145969510, 219043633, 110913839]
[23352730, 166909107, 28473185, 50455199, 71598612]
[23352730, 119400816, 202357487, 140317567]
[23352730, 176157657, 145969510, 219043633, 70208086]
[23352730, 79325002, 248242818, 128229141, 187578501]
[23352730, 119400816, 202357487, 4023904]
[23352730, 176157657, 145969510, 246293864, 162629969]
[23352730, 176157657, 145969510, 219043633, 103437621]
[139546810, 239589720, 133551693, 136035136]
[23352730, 119400816, 86172609, 205958532, 167493616]
[139546810, 239589720, 133551693, 24597330]
[23352730, 176157657, 145969510, 219043633, 57350477]
[23352730, 119400816, 86172609, 182731818, 60249342]
[23352730, 166909107, 28473185, 50455199, 83724307]
[23352730, 79325002, 248242818, 128229141, 123181011]
[139546810, 239589720, 133551693, 29210098]
[23352730, 176157657, 145969510, 246293864, 233537028]
[23352730, 119400816, 86172609, 182731818, 45068066]
[139546810, 239589720, 133551693, 18982939]
[23352730, 176157657, 145969510, 246293864, 130531747]
[23352730, 119400816, 86172609, 205958532, 112804800]
[92371730, 165264122, 73616657, 64482174, 157363672]
[23352730, 119400816, 202357487, 37167863]
[23352730, 119400816, 86172609, 182731818, 67598983]
[23352730, 79325002, 248242818, 128229141, 72870834]
[23352730, 176157657, 145969510, 246293864, 111278906]
[139546810, 239589720, 133551693, 217261748]
[92371730, 165264122, 73616657, 64482174, 131842806]
[23352730, 119400816, 86172609, 108978886, 222375747]
[23352730, 176157657, 145969510, 219043633, 229690585]
[23352730, 119400816, 86172609, 108978886, 56203084]
[23352730, 166909107, 28473185, 50455199, 77679799]
[23352730, 79325002, 248242818, 128229141, 171973751]
[23352730, 119400816, 86172609, 182731818, 25959322]
[23352730, 119400816, 202357487, 104028809]
[23352730, 119400816, 86172609, 205958532, 244364887]
[23352730, 176157657, 145969510, 219043633, 228920864]
[23352730, 119400816, 86172609, 205958532, 199048902]
[23352730, 176157657, 145969510, 219043633, 15489065]
[23352730, 166909107, 28473185, 50455199, 151406478]
[23352730, 176157657, 145969510, 219043633, 244591]
[92371730, 165264122, 73616657, 64482174, 56193059]
[23352730, 176157657, 145969510, 219043633, 3056892]
[23352730, 176157657, 145969510, 246293864, 210326300]
[23352730, 166909107, 28473185, 50455199, 184786270]
[23352730, 79325002, 248242818, 128229141, 196044187]
[23352730, 176157657, 145969510, 246293864, 105698152]
[23352730, 119400816, 86172609, 205958532, 201185775]
[23352730, 119400816, 86172609, 182731818, 80157092]
[23352730, 176157657, 145969510, 219043633, 115921905]
[23352730, 176157657, 145969510, 246293864, 21745217]
[139546810, 239589720, 133551693, 200184713]
[92371730, 165264122, 73616657, 64482174, 226885877]
[139546810, 239589720, 133551693, 15380463]
[23352730, 176157657, 145969510, 219043633, 27499296]
[23352730, 166909107, 28473185, 50455199, 240759809]
[23352730, 176157657, 145969510, 219043633, 34460063]
[23352730, 176157657, 145969510, 219043633, 65272110]
[92371730, 165264122, 73616657, 64482174, 71534033]
[23352730, 166909107, 28473185, 50455199, 93619360]
[92371730, 165264122, 73616657, 64482174, 69778505]
[139546810, 239589720, 133551693, 114432724]
[23352730, 79325002, 248242818, 128229141, 87079826]
[23352730, 119400816, 86172609, 108978886, 131830359]
[23352730, 176157657, 145969510, 219043633, 29219868]
[23352730, 119400816, 202357487, 85107989]
[23352730, 119400816, 86172609, 205958532, 160906847]
[23352730, 79325002, 248242818, 128229141, 245614441]
[23352730, 166909107, 28473185, 50455199, 200025269]
[23352730, 119400816, 86172609, 182731818, 135728329]
[23352730, 119400816, 202357487, 21494952]
[23352730, 176157657, 145969510, 246293864, 200994165]
[23352730, 119400816, 86172609, 182731818, 246345361]
[23352730, 176157657, 145969510, 246293864, 53125862]
[23352730, 119400816, 86172609, 108978886, 192923759]
[23352730, 119400816, 86172609, 205958532, 77128408]
[23352730, 176157657, 145969510, 246293864, 161446224]
[23352730, 166909107, 28473185, 50455199, 233468863]
[23352730, 176157657, 145969510, 219043633, 119789314]
[23352730, 119400816, 86172609, 205958532, 221114370]
[139546810, 239589720, 133551693, 49813608]
[23352730, 79325002, 248242818, 128229141, 31134975]
[92371730, 165264122, 73616657, 64482174, 212499052]
[23352730, 166909107, 28473185, 50455199, 96157036]
[23352730, 119400816, 86172609, 205958532, 143800201]
[23352730, 176157657, 145969510, 246293864, 135981397]
[23352730, 119400816, 202357487, 89754666]
[23352730, 176157657, 145969510, 219043633, 138315981]
[23352730, 79325002, 248242818, 128229141, 151481181]
[23352730, 119400816, 86172609, 108978886, 216808963]
[139546810, 239589720, 133551693, 1023879]
[23352730, 176157657, 145969510, 219043633, 2561368]
[23352730, 119400816, 86172609, 205958532, 155717218]
[23352730, 119400816, 86172609, 108978886, 195417322]
[139546810, 239589720, 133551693, 248196738]
[23352730, 119400816, 86172609, 108978886, 50747282]
[23352730, 119400816, 86172609, 182731818, 114832201]
[23352730, 79325002, 248242818, 128229141, 171773555]
[139546810, 239589720, 133551693, 109135078]
[139546810, 239589720, 133551693, 208430215]
[23352730, 176157657, 145969510, 246293864, 149024359]
[92371730, 165264122, 73616657, 64482174, 137479105]
[92371730, 165264122, 73616657, 64482174, 183318729]
[23352730, 119400816, 202357487, 65774687]
[23352730, 119400816, 86172609, 108978886, 132239995]
[23352730, 176157657, 145969510, 219043633, 177243346]
[23352730, 119400816, 86172609, 108978886, 190245673]
[23352730, 119400816, 86172609, 108978886, 216221060]
[23352730, 176157657, 145969510, 246293864, 224024292]
[23352730, 176157657, 145969510, 219043633, 2725122]
[92371730, 165264122, 73616657, 64482174, 15763729]
[23352730, 166909107, 28473185, 50455199, 78611727]
[23352730, 176157657, 145969510, 219043633, 204887088]
[23352730, 79325002, 248242818, 128229141, 110683245]
[23352730, 166909107, 28473185, 50455199, 164321967]
[23352730, 176157657, 145969510, 219043633, 23098271]
[23352730, 119400816, 86172609, 182731818, 130358714]
[23352730, 119400816, 86172609, 205958532, 194823609]
[23352730, 119400816, 86172609, 205958532, 81242969]
[23352730, 166909107, 28473185, 50455199, 226267755]
[23352730, 176157657, 145969510, 246293864, 57421235]
[23352730, 119400816, 86172609, 205958532, 90947630]
[23352730, 79325002, 248242818, 128229141, 64685966]
[92371730, 165264122, 73616657, 64482174, 112360880]
[139546810, 239589720, 133551693, 193247232]
[23352730, 119400816, 86172609, 108978886, 6382695]
[139546810, 239589720, 133551693, 125618966]
[23352730, 119400816, 86172609, 205958532, 181300000]
[23352730, 119400816, 86172609, 205958532, 116885140]
[92371730, 165264122, 73616657, 64482174, 79582056]
[23352730, 176157657, 145969510, 219043633, 77335878]
[23352730, 79325002, 248242818, 128229141, 219830459]
[23352730, 166909107, 28473185, 50455199, 99280025]
