[23352730, 119400816, 86172609, 205958532]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 76217077]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 34093245]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 145529593]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 199268053]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 180364386]
[23352730, 119400816, 86172609, 205958532, 139029752]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 99118973]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 145326178]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 15058163]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 207023010]
[23352730, 119400816, 86172609, 205958532, 38063002]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 181649848]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 91016024]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 111035043]
[23352730, 119400816, 86172609, 205958532, 95825158]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 80555971]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 177507928]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 113298530]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 210541384]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 17188467]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 67098290]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 248267627]
[23352730, 119400816, 86172609, 205958532, 104749509]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 29156540]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 31565994]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 190572167]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 207743226]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 32645453]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 129179231]
[23352730, 119400816, 86172609, 205958532, 80540583]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 107424002]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 1709592]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 228889354]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 176193556]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 157322719]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 152836252]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 83402782]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 226229487]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 13553487]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 158932247]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 244904677]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 108007194]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 9212888]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 3074173]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 131005773]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 1880902]
[23352730, 119400816, 86172609, 205958532, 212907539]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 114203291]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 68612501]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 46009755]
[23352730, 119400816, 86172609, 205958532, 107918320]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 8634422]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 87209691]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 176575236]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 21974611]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 246889907]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 181343925]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 52599329]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 205872298]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 224189624]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 198734782]
[23352730, 119400816, 86172609, 205958532, 55214328]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 74979825]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 151362007]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 10870676]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 166145014]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 243377024]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 144032854]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 111580424]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 31984978]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 34799027]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 152116398]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 107199824]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 22141260]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 54119712]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 51254606]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 140328713]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 17363999]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 7776212]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 177313496]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 102020617]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 105270084]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 232109805]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 176424844]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 189616061]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 236374702]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 120059963]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 103351381]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 14204907]
[23352730, 119400816, 86172609, 205958532, 87835798]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 196222400]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 92818330]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 237404874]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 75697654]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 182500768]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 196348119]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 106156888]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 118721153]
[23352730, 119400816, 86172609, 205958532, 224634891]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 155772289]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 39352122]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 169122821]
[23352730, 119400816, 86172609, 205958532, 67904474]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 1206774]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 105300154]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 7072980]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 151043486]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 144498110]
[23352730, 119400816, 86172609, 205958532, 191031513]
[23352730, 119400816, 86172609, 205958532, 19379317]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 158351287]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 196881501]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 109547393]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 126082441]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 59627847]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 54555588]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 166675975]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 39190369]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 222697349]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 184540258]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 235467909]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 84428796]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 153260535]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 33787860]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 127843363]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 189813153]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 198265838]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 6766850]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 158627659]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 236820198]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 242873890]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 153277046]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 110684476]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 39216400]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 28179452]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 130072757]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 8177421]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 139265691]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 43777457]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 243374061]
[23352730, 119400816, 86172609, 205958532, 149142330]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 60231179]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 201628069]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 120616056]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 18919159]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 208452815]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 55430221]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 153044542]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 175668853]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 57220498]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 238714875]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 149501243]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 163618084]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 38300434]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 76300940]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 98042999]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 53101045]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 218516437]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 248383015]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 140014184]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 24529589]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 28535759]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 96096926]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 28820595]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 15443344]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 69597477]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 20983970]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 235741350]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 138234810]
[23352730, 119400816, 86172609, 205958532, 178375846]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 220635766]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 166152368]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 54150256]
[23352730, 119400816, 86172609, 205958532, 23650471]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 176936223]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 198133682]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 202674670]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 117878030]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 129271186]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 144474454]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 194243659]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 89676001]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 44220122]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 8106536]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 82269671]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 225470556]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 224326389]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 29189476]
[23352730, 119400816, 86172609, 205958532, 179186707]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 105491657]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 49426329]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 3960943]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 26697398]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 23304649]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 16303301]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 68577169]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 51292350]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 21140095]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 245676143]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 25245301]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 124697637]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 74035128]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 149401602]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 158552935]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 74209755]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 108914848]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 93874771]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 150749709]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 147756317]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 206837189]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 202480330]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 219857550]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 223992306]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 195118720]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 51584656]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 214938192]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 130079422]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 216695545]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 151936165]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 82415065]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 57201045]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 999823]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 234769722]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 213763124]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 101010254]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 75444223]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 117615292]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 162267359]
[23352730, 119400816, 86172609, 205958532, 243620423]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 212548231]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 51301447]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 112389914]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 136731761]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 47633535]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 6710838]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 68860673]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 184885294]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 55876640]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 26098666]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 55359222]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 74628133]
[23352730, 119400816, 86172609, 205958532, 243211098]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 176842367]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 132225334]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 230110946]
[23352730, 119400816, 86172609, 205958532, 148522750]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 73607646]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 65257598]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 27934135]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 187793966]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 75077282]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 30701176]
[23352730, 119400816, 86172609, 205958532, 108897498]
[23352730, 119400816, 86172609, 205958532, 188537840]
[23352730, 119400816, 86172609, 205958532, 201095442]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 223079013]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 206547765]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 195378153]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 71648928]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 180290551]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 158801742]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 154775660]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 37029553]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 191808943]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 9230922]
[23352730, 119400816, 86172609, 205958532, 130159702]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 132552568]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 102380572]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 85959912]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 18246764]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 107274387]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 97088070]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 75896073]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 204197551]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 50363902]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 21323335]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 127513135]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 5864790]
[23352730, 119400816, 86172609, 205958532, 136760947]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 2996457]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 7687298]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 181421001]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 185271388]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 69562455]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 69620435]
[23352730, 119400816, 86172609, 205958532, 70373373]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 248789901]
[23352730, 119400816, 86172609, 205958532, 113807290]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 170183064]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 198746340]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 45047467]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 219750571]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 130998214]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 217054265]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 95242355]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 96617787]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 163846931]
[23352730, 119400816, 86172609, 205958532, 143778201]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 195910117]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 155714341]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 43129961]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 145299003]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 193613088]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 187953745]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 7699254]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 192088222]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 122314010]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 200793606]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 209147097]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 89513839]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 60541816]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 185407935]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 220769521]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 98201950]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 246803965]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 198373079]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 176444866]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 41535981]
[23352730, 119400816, 86172609, 205958532, 245822229]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 165992301]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 171036140]
[23352730, 119400816, 86172609, 205958532, 190038018]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 99438239]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 114910075]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 76200726]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 183617585]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 219423868]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 119521743]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 169191314]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 208403598]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 191128741]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 9176074]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 217720012]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 198553384]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 67127391]
[23352730, 119400816, 86172609, 205958532, 14056124]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 85829658]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 136617706]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 35692969]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 70905277]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 160612131]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 63902751]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 56128247]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 185906787]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 9370178]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 58721277]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 158836385]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 58208626]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 14686566]
[23352730, 119400816, 86172609, 205958532, 184321298]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 5153312]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 196481526]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 49218699]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 88259363]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 186552166]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 66952004]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 166174605]
