[204923669, 50635880, 156536157, 126285967, 21834830, 180576998, 75185841]
[205226715, 161852671, 133516433, 63536486, 139035748, 83852667, 155592157, 202612800]
[121975721, 12187143, 29641881, 233589152, 4903978, 239828754, 29348212, 158127662]
[163813705, 243210101, 156158070, 49290041, 245410968, 172777468, 39310246, 129987396]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 229178962, 14882128]
[197930535, 234635560, 135700399, 208435667, 4115680, 182324748, 96097004, 83338052]
[239554898, 102907710, 132452821, 2713632, 132983796, 194105575]
[112655291, 19209424, 128847631, 19268358, 187186439, 208178336, 219405238, 95619572]
[169717436, 214896517, 160185875, 151501997, 232573601, 138482109, 172383992, 64421762]
[82205394, 222031531, 97617751, 152489962, 130177036, 235626745, 203717300, 58615848]
[96343362, 100486110, 213236602, 24901115, 161745545, 163485936, 207999658, 31420664]
[240973929, 83097505, 11728468, 155886915, 16751023, 14658366, 181878037, 33808980]
[31297005, 54490622, 234779012, 62975425, 56352815, 172055492, 209073285, 115987429]
[204923669, 55371512, 158920153, 39928306, 90213469, 204285774, 119069801, 221602690]
[76710225, 167739046, 165438592, 16815147, 19314675, 158416306, 133581253, 221401058]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 33142929, 51108059]
[82212583, 193617759, 234025706, 141485732, 2507358, 21408970, 380412, 80423970]
[245186357, 56476491, 21738255, 97185163, 70997893, 50646296, 133466523, 93637150]
[139407978, 206633498, 21411166, 124608406, 87960142, 35833086, 49332647]
[24231581, 15527440, 39151893, 166928330, 66665573, 225113941, 9490268, 100023690]
[10379212, 12391743, 5269103, 90783180, 38946337, 219317477, 169095780, 22757142]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 11695503]
[152865647, 34304426, 142969536, 142498073, 1308617, 97329154, 74127149, 82299249]
[139407978, 92142634, 167501510, 149029214, 75016614, 21263124, 24230527, 108803098]
[24231581, 15527440, 39151893, 166928330, 228196264, 172844668, 73265072, 107959740]
[49431804, 24092436, 92023561, 36526307, 201258008, 147443895, 47461940, 231453641]
[121690776, 115201947, 136745825, 178417372, 175589778, 225969016, 51501538, 75861659]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 204871647, 76847927]
[108906837, 199773189, 190953520, 63193029, 96946943, 60934274, 29227340, 185642994]
[76710225, 167739046, 165438592, 16815147, 121368087, 246677501, 49660219, 156570063]
[121975721, 42062284, 75194355, 13024942, 54895656, 169267710, 74755005, 112797120]
[239554898, 102907710, 132452821, 2713632, 132983796, 245687656]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 220039575, 13199103]
[28939697, 123364048, 231894319, 163193455, 5948702, 240481288, 32808189, 28212044]
[28939697, 123364048, 231894319, 163193455, 205431314, 169246751, 150483974, 233944722]
[121690776, 115201947, 136745825, 178417372, 97627083, 63008345, 84802654, 4611461]
[181938804, 60690532, 76340025, 132436869, 12389413, 103116830, 21932610, 128264228]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 22541175, 64265865]
[239554898, 105465088, 218365829, 203396497, 3343743, 180972551, 244611786, 173116857]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 230623437, 105406864]
[112655291, 19209424, 128847631, 39081452, 6726870, 216748752, 239708831, 104422820]
[211316160, 37095821, 218824995, 2668282, 69308388, 118004546, 201208631, 155492383]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 241725086, 185108642]
[121690776, 115201947, 136745825, 178417372, 97627083, 63008345, 84802654, 124593407]
[119048721, 189256057, 153933443, 137317665, 175104557, 199730692, 101752888, 184356897]
[121690776, 115201947, 136745825, 178417372, 107764572, 248009027, 142512266, 211421836]
[240973929, 83097505, 20780799, 235045094, 186224175, 30152393, 172529211, 174971602]
[173377106, 227979404, 182624742, 133017748, 129440306, 156336779, 108745748, 226961767]
[54792871, 223562163, 178724447, 99504548, 56784500, 34654453, 238379737, 154765311]
[74329510, 39112394, 1072059, 123327512, 191647261, 171617328, 225187315, 16652561]
[10106479, 190143267, 242876210, 227693737, 83850004, 193860083, 212218320, 244001517]
[239554898, 102907710, 132452821, 243389068, 172961109, 101671279, 7693506, 49583619]
[24231581, 15527440, 39151893, 25965014, 86236280, 128784748, 5784953, 140401179]
[28779114, 129128005, 90017851, 158852497, 100119253, 37860617, 67661554, 188339462]
[31297005, 54490622, 234779012, 62975425, 58718573, 113499629, 8616269, 213231748]
[96343362, 100486110, 213236602, 24901115, 78767254, 145490069, 32482143, 20495827]
[82205394, 222031531, 97617751, 152489962, 54596810, 890223, 166158262, 140517957]
[169492383, 134805362, 204695085, 79691146, 204303251, 99743646, 43807991, 223176289]
[139407978, 206633498, 21411166, 153971412, 14453219, 19629335, 184162656]
[239393237, 164714934, 224904743, 27314302, 105058071, 113362181, 15531678, 85223996]
[106261171, 44990710, 84180592, 220734106, 113510156, 161134324, 2526393, 81216567]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 119939482, 71606966]
[111584673, 59739155, 89808464, 161531445, 244706660, 240730820, 192888270, 32957393]
[28779114, 129128005, 90017851, 158852497, 100119253, 37860617, 78044901, 201517050]
[28939697, 123364048, 231894319, 154778647, 193962753, 93622992, 176234537, 30890894]
[239554898, 105465088, 218365829, 203396497, 3343743, 180972551, 182340270, 85851416]
[28939697, 123364048, 231894319, 163193455, 230091692, 39205337, 242641313, 166580039]
[28939697, 114464836, 89076961, 35693389, 237194139, 23466909, 153875672, 155912626]
[49986552, 151382489, 61990312, 150003870, 89323960, 150324373, 128130972, 117833022]
[108906837, 199773189, 71402764, 29015971, 82406962, 227606238, 134560117, 183763515]
[8685447, 234393374, 146940291, 140624781, 246335260, 224481067, 46715651, 224111641]
[213112826, 25516838, 8960197, 80019682, 108974184, 179558461, 142144663, 241456720]
[84732876, 229889095, 217748667, 203970777, 157625349, 24647773, 97540242, 45925193]
[169717436, 214896517, 160185875, 151501997, 232573601, 138482109, 15161760, 10489431]
[10106479, 70087705, 47329919, 31541172, 198863478, 95011535, 164585627, 12225043]
[10106479, 190143267, 31611117, 94571194, 21464962, 227007863, 237184458, 148238661]
[121975721, 42062284, 75194355, 13024942, 109495543, 51237109, 115427246, 207573571]
[82205394, 222031531, 97617751, 152489962, 130177036, 235626745, 203717300, 151166714]
[22619776, 15424767, 239664794, 38863699, 238141909, 23912176, 148346510, 15789502]
[24231581, 15527440, 39151893, 25965014, 86236280, 128784748, 159966607, 117889205]
[163813705, 243210101, 156158070, 49290041, 245410968, 172777468, 39310246, 198840446]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 136333872]
[74329510, 39112394, 1072059, 123327512, 144719941, 87757679, 20807531, 239319516]
[205972194, 86177255, 137657541, 216106120, 120372757, 139542613, 154738389, 124141780]
[204923669, 50635880, 156536157, 126285967, 21834830, 180576998, 135683167, 97068627]
[28939697, 83720688, 206122823, 229232565, 242447657, 136635184, 4536389, 210669890]
[8685447, 234393374, 146940291, 140624781, 246335260, 224481067, 14199053, 139543308]
[49431804, 24092436, 92023561, 36526307, 201258008, 147443895, 59501621, 115927345]
[106261171, 44990710, 84180592, 220734106, 113510156, 161134324, 29405945, 94406861]
[112655291, 19209424, 128847631, 19268358, 29785061, 200978465, 53872197, 41480115]
[240973929, 83097505, 11728468, 155886915, 16751023, 185433565, 17449245, 204766676]
[10106479, 190143267, 242876210, 227693737, 83850004, 193860083, 51257456, 14774996]
[181938804, 60690532, 76340025, 132436869, 12389413, 103116830, 21932610, 117423897]
[22619776, 15424767, 239664794, 38863699, 238141909, 167137957, 246531559, 45499901]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 73131348, 135785501]
[49431804, 239753856, 105078153, 54419308, 4649185, 233269283, 245677452, 130541533]
[28939697, 123364048, 185338091, 149308887, 5717218, 11766433, 224990042, 114865925]
[49986552, 151382489, 61990312, 150003870, 89323960, 150324373, 171312867, 243935908]
[233481409, 223580591, 238456769, 130830529, 120881427, 153950788, 71907600, 80840549]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 67579479, 230757751]
[80810737, 179338136, 62663263, 47467154, 21317877, 184414616, 223929664, 137516131]
[240973929, 83097505, 11728468, 155886915, 16751023, 14658366, 181878037, 186553037]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 239552726, 197030179]
[96343362, 100486110, 213236602, 24901115, 78767254, 145490069, 32482143, 11594259]
[213112826, 25516838, 8960197, 80019682, 200191357, 190700871, 247906213, 85544469]
[213112826, 25516838, 8960197, 80019682, 108974184, 179558461, 81769724, 1009434]
[22619776, 15424767, 239664794, 38863699, 238141909, 203648613, 131181926, 76617677]
[141361673, 162202163, 126094098, 3400892, 211723192, 25799309, 124971307, 152000704]
[24231581, 15527440, 39151893, 25965014, 86236280, 128784748, 99537077, 173965309]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 188570605, 41058]
[231488027, 32101784, 127865537, 154034083, 126137750, 220865562, 93266327, 74293076]
[22619776, 15424767, 102941135, 61285663, 96312587, 111443785, 166467099, 91213903]
[169313277, 9510243, 54726766, 82023249, 180063763, 119146584, 219050698, 113115907]
[239554898, 102907710, 132452821, 139067172, 40260699]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 57522084, 8629253]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 58611580]
[185021265, 120449815, 33146577, 203946957, 87519768, 164324799, 190890144, 2676708]
[245186357, 104175749, 170891995, 212154307, 241205060, 93308425, 57956812, 241239397]
[188932858, 115146698, 234256803, 209034558, 68471112, 79138923, 7178783, 36170787]
[76710225, 167739046, 165438592, 117465674, 153838766, 49138160, 50880160, 35814614]
[108906837, 199773189, 190953520, 234574556, 44085690, 30167291, 141496898, 167156036]
[32676012, 195138918, 178653906, 248285279, 227104177, 68561784, 97370335, 72840820]
[10106479, 70087705, 47329919, 126566423, 158179018, 72330446, 144392572, 16879215]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 171007615, 226243882]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 53476114, 28165960]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 219278017, 10668305]
[148907630, 162242982, 4035282, 227575711, 159163809, 150229755, 70161999, 36611710]
[10379212, 12391743, 5269103, 90783180, 38946337, 219317477, 169095780, 120871100]
[22619776, 15424767, 102941135, 61285663, 212578573, 69785594, 107624303, 155826553]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 78654146, 248686058]
[18782487, 180228062, 32306155, 8891987, 156471202, 74705401, 223337302, 142258084]
[245186357, 51214878, 45978248, 68718653, 95501463, 101041284, 1613407, 122935372]
[166462820, 132071187, 145040923, 90490701, 117206163, 207755387, 115402683, 210409672]
[245186357, 179224212, 177971497, 122788728, 120240893, 156194464, 37796243, 244011885]
[22619776, 15424767, 102941135, 61285663, 212578573, 69785594, 107624303, 11622077]
[24231581, 15527440, 39151893, 25965014, 86236280, 128784748, 189690242, 227267630]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 78654146, 241801932]
[108906837, 199773189, 190953520, 63193029, 178919610, 244119274, 15171546, 128036824]
[108906837, 199773189, 190953520, 234574556, 44085690, 30167291, 34769796, 152342103]
[245186357, 33815929, 81317813, 149728072, 110885945, 66745182, 71658269, 90998036]
[28939697, 123364048, 185338091, 149308887, 5717218, 11766433, 224990042, 88152576]
[82212583, 193617759, 234025706, 196862795, 8436367, 34851820, 40434404, 67727897]
[117485685, 71142349, 113275482, 238605918, 48984231, 157060004, 177532334, 210365707]
[239554898, 102907710, 132452821, 124460660, 126077318, 106213186, 35829210, 229817095]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 200110544, 199270720]
[112655291, 19209424, 128847631, 19268358, 187186439, 72096518, 111426943, 234959325]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 214360453, 215303084]
[10106479, 190143267, 31611117, 94571194, 53877424, 22359978, 178930396, 135787226]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 188381287]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 91394014, 173379820]
[121690776, 115201947, 67731008, 121337576, 223274438, 183726923, 25320061, 156975215]
[169313277, 9510243, 54726766, 82023249, 180063763, 119146584, 219050698, 179916690]
[211510271, 200640855, 93455200, 205246799, 56875726, 48568554, 147771170, 103901603]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 235150613, 86167092]
[152865647, 34304426, 142969536, 142498073, 1308617, 97329154, 79419958, 79791765]
[108906837, 199773189, 190953520, 234574556, 44085690, 76957065, 147654481, 198671828]
[233262282, 231812234, 70075742, 146347049, 69813225, 132189716, 93035493, 191340112]
[213112826, 25516838, 152287638, 224047741, 246519967, 225391265, 248872991, 195764855]
[213112826, 25516838, 105566614, 57004010, 81209129, 144634590, 72917986, 160703613]
[205972194, 86177255, 137657541, 216106120, 155227982, 57938589, 202002588, 135382006]
[148907630, 143141347, 51124938, 61812059, 158106868, 224098540, 233228706, 203671179]
[139407978, 206633498, 21411166, 124608406, 91539049, 39755596, 233796558]
[218542507, 27686776, 57877320, 242250743, 125087554, 224366383, 189496171, 117493958]
[184452350, 117534910, 86206692, 212275701, 208750326, 49386487, 245196297, 71881111]
[28779114, 129128005, 90017851, 158852497, 100119253, 37860617, 78044901, 139343881]
[177119877, 214819640, 128621318, 19342724, 243784842, 54985016, 132021981, 169534968]
[213112826, 25516838, 152287638, 51081692, 208711471, 1648887, 156895520, 107375422]
[167539219, 192052900, 155852712, 6691973, 11106508, 179534136, 166976863, 176296238]
[148907630, 26611378, 193025159, 174146668, 98828830, 91190696, 230626458, 64439399]
[106261171, 44990710, 84180592, 123440078, 138510609, 159390731, 119255172, 72922356]
[10106479, 190143267, 31611117, 94571194, 53877424, 22359978, 190957056, 86008793]
[24231581, 15527440, 39151893, 25965014, 86236280, 128784748, 189690242, 20786788]
[72760936, 3767875, 33619245, 132662969, 17340775, 176750230, 230235340, 20224587]
[245186357, 51214878, 45978248, 155615916, 138977991, 41930122, 111473175, 189298777]
[54792871, 223562163, 178724447, 99504548, 56784500, 84725301, 244330832, 95469432]
[205972194, 86177255, 137657541, 216106120, 180801689, 105694761, 228412029, 52095647]
[121690776, 115201947, 67731008, 121337576, 49342296, 72763592, 246555175, 138660038]
[82205394, 222031531, 97617751, 152489962, 54596810, 59927972, 232876543, 85522369]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 172346773, 215259846]
[219868898, 21390277, 239043661, 155644933, 41682843, 202146397, 727537, 135219703]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 26723983, 229995062]
[219868898, 21390277, 239043661, 155644933, 41682843, 202146397, 167487304, 28984464]
[118348159, 41843502, 198222345, 26449917, 228337232, 51533064, 182772713, 74766162]
[108906837, 199773189, 190953520, 234574556, 44085690, 30167291, 76100093, 128548919]
[197930535, 234635560, 135700399, 74886964, 77290044, 170865028, 161552347, 77682044]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 182768738, 7703805]
[239208748, 140345608, 11321520, 169990400, 128087118, 162335816, 153568963, 243298512]
[121975721, 42062284, 75194355, 13024942, 54895656, 169267710, 74755005, 98021574]
[112655291, 19209424, 128847631, 19268358, 187186439, 208178336, 219405238, 137091642]
[167539219, 192052900, 155852712, 6691973, 11106508, 62899115, 145700613, 84824915]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 130038044, 55135585]
[60417925, 159601639, 127365411, 16765796, 110085045, 151298419, 118145817, 96688076]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 33142929, 50258072]
[205226715, 161852671, 133516433, 63536486, 139035748, 83852667, 155592157, 236071648]
[181938804, 60690532, 76340025, 132436869, 12389413, 103116830, 21932610, 61258243]
[139407978, 206633498, 21411166, 153971412, 14453219, 109762470, 188449384]
[139407978, 206633498, 21411166, 124608406, 31227063, 134192796, 5888652]
[10106479, 190143267, 31611117, 94571194, 21464962, 227007863, 62749061, 123026932]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 193780058, 17261503]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 201011640]
[121975721, 42062284, 75194355, 13024942, 236893637, 88798694, 198592568, 113362584]
[112655291, 19209424, 128847631, 39081452, 152362368, 77890002, 134353624, 108866661]
[74329510, 39112394, 1072059, 123327512, 144719941, 87757679, 20807531, 34214787]
[205972194, 86177255, 137657541, 39857290, 242604136, 23254141, 160231985, 2666920]
[245186357, 33815929, 81317813, 149728072, 110885945, 66745182, 172388343, 231459227]
[205226715, 161852671, 153828978, 10844735, 75121201, 44882691, 147434677, 40611435]
[31297005, 54490622, 234779012, 62975425, 58718573, 147293644, 232761383, 33738824]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 144581130]
[211804832, 138574305, 56455960, 132113199, 174281933, 55175359, 219157640, 158610155]
[104573498, 192955018, 133710613, 172965008, 51974564, 152070860, 76656826, 248550047]
[174915493, 10216631, 201309610, 189355295, 143980387, 153648847, 109025785, 167288833]
[141361673, 162202163, 65247730, 57642163, 92658966, 73828899, 178498817, 117505146]
[152865647, 34304426, 142969536, 142498073, 1308617, 97329154, 224577809, 148849790]
[166462820, 132071187, 145040923, 90490701, 117206163, 207755387, 115402683, 88703284]
[117485685, 247239338, 58098803, 157858273, 62163854, 65760436, 77851035, 209442440]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 49100722, 161229364]
[76710225, 167739046, 165438592, 16815147, 19314675, 67169327, 193129484, 101596008]
[139407978, 13422933, 168235173, 210659469, 192447928, 54492826, 203080012, 45498581]
[213112826, 25516838, 105566614, 57004010, 81209129, 144634590, 73315046, 248296799]
[239554898, 102907710, 132452821, 243389068, 172961109, 101671279, 37497841, 34745679]
[118348159, 41843502, 198222345, 26449917, 228337232, 51533064, 182772713, 71028664]
[112655291, 19209424, 78637201, 3582407, 43920116, 14868510, 171990735, 2919212]
[28779114, 129128005, 90017851, 158852497, 100119253, 37860617, 67661554, 26300895]
[112655291, 19209424, 208223836, 174956768, 236624390, 45224236, 80561154, 109553539]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 231092366, 185850090]
[245186357, 56476491, 21738255, 97185163, 192049182, 106803991, 67334813, 216606680]
[139407978, 206633498, 21411166, 124608406, 91539049, 39755596, 55028173]
[141361673, 162202163, 65247730, 24296962, 66142331, 645317, 37492970, 81329923]
[211510271, 46724623, 192930472, 208270295, 85754040, 225329663, 120441643, 136886229]
[74329510, 124765354, 49009538, 121122981, 177632572, 243569056, 231648383, 228979986]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 174986052, 174154973]
[121690776, 115201947, 136745825, 178417372, 175589778, 145455047, 67523417, 24374914]
[72760936, 3767875, 33619245, 132662969, 17340775, 176750230, 47676435, 79789595]
[49431804, 246457812, 177362205, 102622165, 208510025, 71648331, 137283276, 16103419]
[205226715, 6410317, 167501455, 99904677, 213606123, 148198604, 49023655, 136823374]
[128396256, 156921189, 237060631, 191130671, 154624531, 56079660, 225451729, 176585407]
[239208748, 140345608, 11321520, 114795487, 98869557, 20525157, 172875608, 229310365]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 214360453, 85928735]
[108906837, 199773189, 190953520, 234574556, 44085690, 30167291, 76100093, 20638526]
[205972194, 86177255, 137657541, 216106120, 155227982, 196603466, 217562021, 18308916]
[211510271, 40815467, 175548497, 2406097, 170068134, 204329202, 69583364, 97680632]
[74329510, 124765354, 216119651, 120037485, 203664073, 176366338, 11896713, 2889566]
[205972194, 61946850, 217597649, 241053092, 207493512, 95786447, 185105091, 113731631]
[174915493, 151627699, 106916648, 112520101, 118252854, 167816199, 8043712, 103604072]
[185021265, 120449815, 33146577, 203946957, 87519768, 164324799, 190890144, 29429828]
[28939697, 83720688, 206122823, 229232565, 63268197, 133523617, 944006, 14516197]
[75857740, 82351932, 215992635, 214948612, 246690652, 187169141, 137052395, 141159877]
[76710225, 167739046, 165438592, 117465674, 153838766, 49138160, 20066594, 159712720]
[148907630, 143141347, 51124938, 61812059, 30013441, 67321675, 53748506, 141393656]
[106261171, 44990710, 84180592, 220734106, 113510156, 161134324, 29405945, 35872096]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 53476114, 220122831]
[112655291, 19209424, 208223836, 174956768, 89476284, 45621089, 79258525, 145114742]
[169367494, 62025314, 17623635, 73212051, 123572982, 188772699, 107185884, 243346897]
[82212583, 193617759, 234025706, 191404075, 129081823, 119423574, 116948579, 227344678]
[174915493, 10216631, 201309610, 189355295, 85436470, 209905581, 207136400, 140653866]
[139407978, 92142634, 167501510, 243494623, 150667653, 182747962, 226704769, 143274600]
[213112826, 25516838, 152287638, 114775498, 49141311, 136289887, 89941617, 22743457]
[104573498, 192955018, 133710613, 172965008, 51974564, 152070860, 234768173, 116107853]
[177119877, 214819640, 128621318, 5090699, 1426638, 240204122, 126506857, 20222813]
[139255779, 10547589, 17697623, 184429220, 146187085, 111837316, 244650893, 81798951]
[181938804, 60690532, 76340025, 132436869, 12389413, 103116830, 21932610, 59003155]
[108906837, 199773189, 190953520, 63193029, 88155766, 623428, 241348170, 238292074]
[245186357, 104175749, 170891995, 212154307, 241205060, 93308425, 68617477, 41164939]
[239554898, 102907710, 132452821, 226969000]
[121690776, 115201947, 136745825, 178417372, 175589778, 225969016, 108868664, 100099667]
[28939697, 114464836, 89076961, 35693389, 237194139, 23466909, 123756118, 232497962]
[219868898, 21390277, 239043661, 155644933, 41682843, 1128674, 224817426, 113944135]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 100776572, 185592969]
[141361673, 162202163, 126094098, 3400892, 211723192, 25799309, 124971307, 49358926]
[188932858, 115146698, 234256803, 209034558, 68471112, 79138923, 7178783, 241255276]
[218542507, 27686776, 57877320, 136539700, 97624868, 119016653, 197292649, 114082901]
[205972194, 61946850, 217597649, 241053092, 207493512, 95786447, 103127085, 132301004]
[205972194, 86177255, 137657541, 216106120, 155227982, 57938589, 106391102, 163845595]
[173377106, 227979404, 182624742, 133017748, 129440306, 156336779, 108745748, 18791155]
[167539219, 192052900, 155852712, 211348323, 132577636, 66881161, 182236576, 54156407]
[139407978, 206633498, 21411166, 124608406, 87960142, 35833086, 78844378]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 80737990, 121224431]
[205972194, 61946850, 32802042, 172129796, 159489605, 37610409, 78212502, 50976223]
[117485685, 71142349, 113275482, 238605918, 48984231, 157060004, 177532334, 142421990]
[18782487, 180228062, 32306155, 99137953, 31715291, 14009646, 243126359, 32465455]
[150812197, 207907728, 45493282, 10744960, 214953366, 172007196, 108039362, 54413395]
[9953629, 20319404, 10979674, 33359995, 179770513, 237578835, 127453044, 52097888]
[28939697, 83720688, 206122823, 49942988, 161567604, 206588454, 193622845, 126536238]
[76710225, 167739046, 165438592, 16815147, 19314675, 158416306, 133581253, 199362735]
[181938804, 60690532, 76340025, 79775124, 216604709, 247934478, 135270017, 154993594]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 174986052, 143378007]
[208401552, 123724305, 159653775, 168513786, 123512653, 115795241, 134569818, 238176245]
[177119877, 214819640, 128621318, 5090699, 1426638, 240204122, 126506857, 112089561]
[28939697, 123364048, 231894319, 154778647, 193962753, 93622992, 188982435, 62687192]
[28939697, 83720688, 206122823, 49942988, 161567604, 206588454, 193622845, 183099833]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 229178962, 49421509]
[245186357, 179224212, 67875021, 188951933, 248882419, 89748732, 240574689, 12361453]
[205972194, 61946850, 217597649, 241053092, 207493512, 140352509, 17561640, 9133649]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 239044916, 61865834]
[102428331, 177733082, 77412540, 237012136, 96887188, 93105521, 59266880, 149975416]
[28779114, 129128005, 90017851, 158852497, 100119253, 37860617, 67661554, 1372502]
[239393237, 164714934, 224904743, 136954575, 211422199, 19444200, 50424308, 209010363]
[27154418, 2070364, 154566045, 21988525, 243869587, 149193960, 58561230, 102466358]
[214976764, 232135327, 176113184, 89104064, 116885512, 240348621, 124590928, 164571428]
[22619776, 15424767, 80304403, 83426752, 221613721, 98049330, 72392128, 127621226]
[152865647, 34304426, 142969536, 142498073, 1308617, 97329154, 224577809, 139043870]
[116640107, 175919948, 230396891, 219625776, 73566686, 101502148, 80472829, 163791656]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 193780058, 172314473]
[49986552, 151382489, 61990312, 150003870, 89323960, 150324373, 128130972, 89951635]
[104573498, 139736287, 57981276, 142212095, 82060625, 19510353, 131018798, 87092765]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 222696948, 110786112]
[167760064, 204843996, 95512637, 45367527, 115234142, 188581374, 15657693, 26294300]
[104573498, 192955018, 133710613, 172965008, 169947045, 16883916, 66884890, 105574606]
[245186357, 33815929, 103613504, 131702159, 184089050, 67876529, 102057550, 17820754]
[49986552, 151382489, 61990312, 150003870, 823073, 76054966, 20155528, 61454684]
[139407978, 92142634, 167501510, 149029214, 75016614, 21263124, 24230527, 228107744]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 129805433, 174915843]
[139407978, 28655380, 221952859, 128925738, 170695932, 177876861, 163319636, 45985794]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 126442178, 91986828]
[31297005, 54490622, 234779012, 62975425, 58718573, 147293644, 232761383, 21219925]
[28779114, 129128005, 90017851, 158852497, 100119253, 37860617, 114131041, 172213038]
[211316160, 37095821, 218824995, 161132275, 123786967, 28672731, 130825090, 185846826]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 222294808, 112693276]
[213112826, 25516838, 105566614, 57004010, 81209129, 144634590, 111712179, 190739900]
[108906837, 199773189, 71402764, 29015971, 82406962, 227606238, 134560117, 236846284]
[139255779, 10547589, 17697623, 184429220, 146187085, 111837316, 76270412, 118006426]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 134479187]
[181938804, 60690532, 76340025, 79775124, 216604709, 2299121, 1312870, 247463049]
[74329510, 39112394, 143983921, 14633437, 31883744, 64678772, 138369111, 25951761]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 70956795]
[108906837, 199773189, 190953520, 63193029, 178919610, 244119274, 88338714, 73429952]
[49986552, 151382489, 227281599, 232839476, 136383403, 222687984, 186446108, 40017323]
[74329510, 124765354, 49009538, 121122981, 200777138, 84966317, 164660846, 95094287]
[139407978, 206633498, 21411166, 153971412, 14453219, 109762470, 33459397]
[204923669, 55371512, 158920153, 236699111, 117965505, 43533150, 65989398, 189901726]
[177119877, 214819640, 128621318, 19342724, 243784842, 54985016, 132021981, 60866412]
[22619776, 15424767, 80304403, 83426752, 221613721, 207008051, 42015939, 48479302]
[233262282, 231812234, 70075742, 146347049, 69813225, 239683731, 59921655, 218233567]
[205972194, 86177255, 137657541, 216106120, 120372757, 139542613, 1158115, 80450613]
[245186357, 51214878, 45978248, 155615916, 138977991, 41930122, 111473175, 89852014]
[240973929, 83097505, 20780799, 235045094, 186224175, 30152393, 89650095, 228196199]
[18782487, 180228062, 32306155, 8891987, 156471202, 74705401, 223337302, 247797625]
[31297005, 54490622, 234779012, 62975425, 58718573, 147293644, 232761383, 192671261]
[208401552, 123724305, 159653775, 168513786, 123512653, 194283566, 2000264, 168232774]
[139407978, 13422933, 168235173, 210659469, 192447928, 54492826, 174918398, 113214531]
[121975721, 42062284, 75194355, 13024942, 56865115, 181962296, 62297268, 159378465]
[211510271, 40815467, 12295450, 74057130, 91055803, 104232281, 169107804, 53241565]
[112655291, 19209424, 78637201, 3582407, 43920116, 14868510, 236887839, 79998495]
[211316160, 37095821, 218824995, 2668282, 69308388, 118004546, 201208631, 130197321]
